Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
272M_2	(1, 0.05982622525316991)	(2, 0.027428094729811205)	(3, 0.00855987473120998)	(4, 0.00794719119101743)	(5, 0.002473958627095184)	(6, 0.03708504901313492)	(7, 0.0696645515592221)	(8, 0.001401209468274295)	(9, 0.002240608036877444)	(10, 0.028693938737219857)	(15, 0.03651704492244377)	(20, 0.016168652270063297)	(25, 0.02328352282507186)	(30, 0.03195354788228035)	(35, 0.06606431690806178)	(40, 0.007424530106008408)	(45, 0.03704877460858922)	(50, 0.05671613743416362)	(55, 0.047666558241586734)	(60, 0.030233610261869794)	(65, 0.023295024465537568)	(70, 0.08253068471787206)	(75, 0.009666686440640853)	(80, 0.01095420661661949)	(85, 0.07083064095413008)	(90, 0.08947369422207571)	(95, 0.12468817836177798)	(100, 0.008685286849364916)	(105, 0.028047413831810895)	(110, 0.027828440292175287)	(115, 0.048603057197967696)	(120, 0.04236319605992726)	(125, 0.04585681935138622)	(130, 0.04944400406432585)	(135, 0.08183748969441955)	(140, 0.031184707454226458)	(145, 0.022834074105334945)	(150, 0.026863519012720417)
69M_1	(1, 0.052080691295860654)	(2, 0.05381084461799584)	(3, 0.00010501850330556877)	(4, 0.024109702455848155)	(5, 0.007145501396629407)	(6, 0.007779855588313549)	(7, 0.0005113022080129712)	(8, 0.06537454870419791)	(9, 9.547136664142615e-06)	(10, 0.014410235922264328)	(15, 0.04144581752778339)	(20, 0.09594363166841241)	(25, 0.12218701308940016)	(30, 0.12478807743389769)	(35, 0.1581661401632955)	(40, 0.11346114233696636)	(45, 0.14736960154770543)	(50, 0.08685942505318445)	(55, 0.04267230635123691)	(60, 0.0271497229283037)	(65, 0.007063820338502853)	(70, 0.05725693663656624)	(75, 0.03835509115171162)	(80, 0.05914536026873365)	(85, 0.002988678093061712)	(90, 0.05049607876820551)	(95, 0.012025361183561503)	(100, 0.001810561428706513)	(105, 0.04024754579713722)	(110, 0.0016959957887368016)	(115, 0.04124447902346624)	(120, 0.013211115557248016)	(125, 0.032583953117533676)	(130, 0.03339821779568877)	(135, 0.07414412412669424)	(140, 0.02537756220484629)	(145, 0.026972994820720794)	(150, 0.0004572017669161631)
69M_2	(1, 0.06043973984179885)	(2, 0.028219214393280206)	(3, 0.008458763084430358)	(4, 0.007853050302738642)	(5, 0.002584091657094601)	(6, 0.03624941712078683)	(7, 0.06957741042234601)	(8, 0.0015063260070091683)	(9, 0.002272218526065943)	(10, 0.028831504091340557)	(15, 0.036658671045789744)	(20, 0.016055525807384903)	(25, 0.023116163766999712)	(30, 0.03177456808700692)	(35, 0.06630125743639734)	(40, 0.007517839726530968)	(45, 0.03730342100850818)	(50, 0.056625976982362686)	(55, 0.04727063168587307)	(60, 0.03030218745480359)	(65, 0.023583124829172554)	(70, 0.08215841495976062)	(75, 0.009793028472892422)	(80, 0.011150419147940967)	(85, 0.0703974033824996)	(90, 0.08891481749767809)	(95, 0.1241161711713346)	(100, 0.00886928996098849)	(105, 0.027993477650821372)	(110, 0.02797820223215874)	(115, 0.04950402518950483)	(120, 0.04229572484948462)	(125, 0.0457753379256758)	(130, 0.04965741585190872)	(135, 0.08190403680730936)	(140, 0.030919356800492275)	(145, 0.02303681645339106)	(150, 0.02687837208844951)
70M_1	(1, 0.058133571006793144)	(2, 0.044863606055816574)	(3, 9.535304156390345e-05)	(4, 0.02583007948142185)	(5, 0.005438301803861294)	(6, 0.005629007886989101)	(7, 0.0005011332073302927)	(8, 0.07047225458516225)	(9, 2.1189564791978544e-06)	(10, 0.01583305470821429)	(15, 0.04491552048955692)	(20, 0.10591286117798597)	(25, 0.1326329023806709)	(30, 0.1370492314746151)	(35, 0.16924084209788473)	(40, 0.12387970506075249)	(45, 0.16209868738910044)	(50, 0.09434611344498864)	(55, 0.046913060762496746)	(60, 0.029567283023783104)	(65, 0.0076237935165059615)	(70, 0.061251827361580705)	(75, 0.04196423790533015)	(80, 0.0647334847525507)	(85, 0.0026741230767476924)	(90, 0.05475998039626223)	(95, 0.012762686769856597)	(100, 0.0014957713786657658)	(105, 0.044034246489858535)	(110, 0.0014264815017959957)	(115, 0.04483902616065788)	(120, 0.01440932784984125)	(125, 0.03566373271008325)	(130, 0.03645728191154285)	(135, 0.08155905867562127)	(140, 0.02837791275200935)	(145, 0.029614323857621295)	(150, 0.00044709981711074735)
70M_2	(1, 0.05625193765326545)	(2, 0.02977663592392785)	(3, 0.0066185605627745)	(4, 0.006066572399943458)	(5, 0.002621149164767746)	(6, 0.04002390945732867)	(7, 0.07719146558069864)	(8, 0.001618882750107161)	(9, 0.0024251456904419446)	(10, 0.031049493080982003)	(15, 0.03956854570994906)	(20, 0.017524405769910018)	(25, 0.025532789887390387)	(30, 0.0344487230649112)	(35, 0.07183982909683655)	(40, 0.007878703980953463)	(45, 0.0401966044103833)	(50, 0.06175804606446107)	(55, 0.0521078944668982)	(60, 0.032677487343949714)	(65, 0.025677302719271683)	(70, 0.08894997887506338)	(75, 0.010487986989437701)	(80, 0.011794323658863178)	(85, 0.07695159970725345)	(90, 0.09724675296936258)	(95, 0.13606963789428192)	(100, 0.009150501659768015)	(105, 0.030383293163922197)	(110, 0.030325657547688012)	(115, 0.05235030308811844)	(120, 0.04614387956054792)	(125, 0.04977238063552633)	(130, 0.0531658894369617)	(135, 0.08868574500210741)	(140, 0.03356024461318354)	(145, 0.024265230121534233)	(150, 0.028271117345457775)
71M_1	(1, 0.05185165066262428)	(2, 0.05806433649588732)	(3, 0.00012881166799428925)	(4, 0.02431127566367432)	(5, 0.008050178772429428)	(6, 0.00879992873742183)	(7, 0.00046570372274858427)	(8, 0.06507521428894401)	(9, 1.2110498700317794e-05)	(10, 0.014570471272680529)	(15, 0.04190672932080877)	(20, 0.09688134731191683)	(25, 0.1207482777687322)	(30, 0.12443955777258907)	(35, 0.15613383382574805)	(40, 0.11293678591614179)	(45, 0.14679641913691757)	(50, 0.08650287011662994)	(55, 0.04309069571192893)	(60, 0.027222199169459796)	(65, 0.007205086154032706)	(70, 0.05660799397945273)	(75, 0.03878442256498139)	(80, 0.05916463035053255)	(85, 0.003165243978492151)	(90, 0.0507150253118781)	(95, 0.01229149560816618)	(100, 0.0020266369097768177)	(105, 0.040346236515551456)	(110, 0.0019180828032448784)	(115, 0.041711199814520004)	(120, 0.013091669285928996)	(125, 0.032915014322151)	(130, 0.03335077208447698)	(135, 0.0738903361974626)	(140, 0.02526272047974838)	(145, 0.02710241532776938)	(150, 0.00043873033927969464)
71M_2	(1, 0.06175033191849312)	(2, 0.028205351473040142)	(3, 0.009129114111185013)	(4, 0.008287984928726578)	(5, 0.002594949585149913)	(6, 0.0370922556102188)	(7, 0.06888671851626221)	(8, 0.0015193171096762324)	(9, 0.002427604512200067)	(10, 0.029001341523979214)	(15, 0.03679852096901473)	(20, 0.016050814595630285)	(25, 0.02301897535690768)	(30, 0.03209017926521663)	(35, 0.0651901539311543)	(40, 0.007524362937950176)	(45, 0.03738797196939202)	(50, 0.05685614910736652)	(55, 0.046570372274858426)	(60, 0.030025008950484256)	(65, 0.02337194134630058)	(70, 0.08159085184378104)	(75, 0.009737281336826427)	(80, 0.011174026864455039)	(85, 0.07060222570488359)	(90, 0.08826043376437424)	(95, 0.12321837912182612)	(100, 0.008984228508552121)	(105, 0.027915800458659813)	(110, 0.02793077343887112)	(115, 0.04833982623041758)	(120, 0.041850140263245475)	(125, 0.04516115060791235)	(130, 0.05040829940843186)	(135, 0.08261628079736977)	(140, 0.030988344074373172)	(145, 0.023283864992116453)	(150, 0.027197427694845514)
72M_1	(1, 0.056401950255161766)	(2, 0.044624361288226784)	(3, 0.00012245744877287937)	(4, 0.02580817825244356)	(5, 0.005450982011748524)	(6, 0.00565688391676487)	(7, 0.0004952482662761581)	(8, 0.0712702351858158)	(9, 1.1920636606209496e-05)	(10, 0.01590256271037824)	(15, 0.04620048618641506)	(20, 0.10634378242514754)	(25, 0.13261426463906462)	(30, 0.13655349319029841)	(35, 0.17243807719654716)	(40, 0.12407106949166537)	(45, 0.16082716040325173)	(50, 0.09495523968926975)	(55, 0.047286131072969674)	(60, 0.029599590909760335)	(65, 0.007501981724558715)	(70, 0.06228272540127599)	(75, 0.04223026398000515)	(80, 0.06419197790789598)	(85, 0.0026294756964824295)	(90, 0.055080926980346376)	(95, 0.01287862231165397)	(100, 0.0014879121873023309)	(105, 0.04364751930305977)	(110, 0.0013910299225209555)	(115, 0.045285848250447715)	(120, 0.013887541646234063)	(125, 0.035134017377752326)	(130, 0.03680312324146904)	(135, 0.08024539085605462)	(140, 0.027702475778593944)	(145, 0.029620397839109355)	(150, 0.00045623527374674525)
72M_2	(1, 0.05671838897234479)	(2, 0.029364862738041703)	(3, 0.006573689241206073)	(4, 0.006070855115271418)	(5, 0.0026799758479232804)	(6, 0.04102432903315152)	(7, 0.07570254461485186)	(8, 0.0016580521825000482)	(9, 0.0024480652812206593)	(10, 0.03125395853185483)	(15, 0.0397834991318688)	(20, 0.01718782407537501)	(25, 0.024938621996732423)	(30, 0.034902757027591866)	(35, 0.07121800112359586)	(40, 0.00781646979211526)	(45, 0.04073780027690772)	(50, 0.06204973114033644)	(55, 0.0507420319945335)	(60, 0.03251711253441827)	(65, 0.025201959696305957)	(70, 0.08919973959694442)	(75, 0.010239393367039187)	(80, 0.011557815775685956)	(85, 0.07659139062798033)	(90, 0.0959888672524518)	(95, 0.13465009263255784)	(100, 0.008965402422106469)	(105, 0.02972443248585446)	(110, 0.029767563516484196)	(115, 0.052531644657396626)	(120, 0.04520587161576242)	(125, 0.04870880486720893)	(130, 0.05409584891897869)	(135, 0.08970235698403169)	(140, 0.03312874956174051)	(145, 0.024477401729495807)	(150, 0.02853421110543629)
78M_1	(1, 0.0639578296797)	(2, 0.020552484137236676)	(3, 3.77278186682753e-05)	(4, 0.02631668302728425)	(5, 0.0008473464138739669)	(6, 0.0004843436180386694)	(7, 0.0005669369507989478)	(8, 0.07909688167342657)	(9, 0.0)	(10, 0.017524469804336393)	(15, 0.04911142319834626)	(20, 0.11585132262006037)	(25, 0.14899205034073829)	(30, 0.1530958173410718)	(35, 0.19173073513062544)	(40, 0.13832853731184397)	(45, 0.1808025155685883)	(50, 0.10554143141587302)	(55, 0.05165713325475751)	(60, 0.03247080402162233)	(65, 0.007724821855868109)	(70, 0.06817783914836281)	(75, 0.04626062764610939)	(80, 0.07052063472058523)	(85, 0.0015853841206874173)	(90, 0.059979074316359175)	(95, 0.013190665077203862)	(100, 0.000493928523321961)	(105, 0.04755724100336828)	(110, 0.0005292091321306724)	(115, 0.04893624375923248)	(120, 0.015462491563498926)	(125, 0.037684992495732934)	(130, 0.0403893633247059)	(135, 0.08977405829070345)	(140, 0.031055500986174593)	(145, 0.03278506655442131)	(150, 0.0004476354701452123)
78M_2	(1, 0.048249801393624836)	(2, 0.030959244065031748)	(3, 0.0021984101905081497)	(4, 0.0017354796587406636)	(5, 0.0023370854158834323)	(6, 0.04357766990340761)	(7, 0.08465408739618605)	(8, 0.0017018305231716617)	(9, 0.0020923644299270516)	(10, 0.034125933623307306)	(15, 0.04344001434880715)	(20, 0.0186801646605154)	(25, 0.027743406375409944)	(30, 0.03760362276790243)	(35, 0.0791421550558285)	(40, 0.008035413573877747)	(45, 0.04388948522634703)	(50, 0.06699930366682788)	(55, 0.05703936347255816)	(60, 0.03569663448483734)	(65, 0.02760330361094992)	(70, 0.10017857494279392)	(75, 0.010745290625034732)	(80, 0.011902820888608412)	(85, 0.08408531503799242)	(90, 0.10801576451804701)	(95, 0.15115150910764838)	(100, 0.008727566095824377)	(105, 0.03230398588286206)	(110, 0.03250261774979665)	(115, 0.05865125903339086)	(120, 0.0499285873572856)	(125, 0.053909585996331014)	(130, 0.056774453005260385)	(135, 0.09633237678017947)	(140, 0.035640960460532264)	(145, 0.02494339042775903)	(150, 0.029567393457404834)
79M_1	(1, 0.05085009777090552)	(2, 0.05731341785136454)	(3, 9.092200877339014e-05)	(4, 0.02326256431876219)	(5, 0.007942767087413687)	(6, 0.008893519450760126)	(7, 0.000497264813414961)	(8, 0.06346131713595538)	(9, 1.1224939354739526e-05)	(10, 0.01384820768194215)	(15, 0.039797797983441886)	(20, 0.09322177434838919)	(25, 0.1185640954307975)	(30, 0.12246768034080173)	(35, 0.1526228064209482)	(40, 0.1104372393379661)	(45, 0.14371671503811073)	(50, 0.08510300021189318)	(55, 0.04143461864015001)	(60, 0.02657908490051353)	(65, 0.007140408422336907)	(70, 0.05533423654433687)	(75, 0.03747939900911399)	(80, 0.058241046839640216)	(85, 0.0031703718713526315)	(90, 0.049071618379540584)	(95, 0.012014950586526093)	(100, 0.00199871270150492)	(105, 0.03966085372331407)	(110, 0.0018534619862545904)	(115, 0.040466804368984366)	(120, 0.012932028131808312)	(125, 0.032456912144229334)	(130, 0.03239472598020408)	(135, 0.07249065835290784)	(140, 0.02495753016132786)	(145, 0.02626276610949697)	(150, 0.00044057886967352635)
79M_2	(1, 0.060212819686693765)	(2, 0.026998224136019506)	(3, 0.009065261022887641)	(4, 0.008415337034248222)	(5, 0.0024728541398491176)	(6, 0.03574357438729707)	(7, 0.0675539300246934)	(8, 0.00151087683714794)	(9, 0.0022169255225610563)	(10, 0.02778217390055451)	(15, 0.0351389991536508)	(20, 0.01578069324125411)	(25, 0.02273140018849592)	(30, 0.030458423941511513)	(35, 0.06437457820185698)	(40, 0.007367601194876834)	(45, 0.03595797072897259)	(50, 0.05530572519837583)	(55, 0.04666454238431025)	(60, 0.029744517798550075)	(65, 0.02319588817899504)	(70, 0.08137160587159066)	(75, 0.009561852339941317)	(80, 0.010960030785967672)	(85, 0.06874646758174094)	(90, 0.08683927383128429)	(95, 0.120490744021645)	(100, 0.008750738222167839)	(105, 0.027638045679239658)	(110, 0.02745305867867355)	(115, 0.047875039844325354)	(120, 0.041551133510652205)	(125, 0.04496688255629944)	(130, 0.04827217819869604)	(135, 0.07906735032084974)	(140, 0.030777885715547397)	(145, 0.02271141979644448)	(150, 0.0263606475806703)
80M_1	(1, 0.05298758873311588)	(2, 0.05275696895258574)	(3, 0.00012500885299764977)	(4, 0.024494191549858463)	(5, 0.007046835256479585)	(6, 0.007808742662249745)	(7, 0.0005205109999815935)	(8, 0.06599605308255235)	(9, 8.621300206734467e-06)	(10, 0.014753631043784696)	(15, 0.04251723516454204)	(20, 0.09894709353770184)	(25, 0.1243247528262454)	(30, 0.128044412800441)	(35, 0.16120430425309862)	(40, 0.11637720723066723)	(45, 0.1509559491648482)	(50, 0.08883430839520229)	(55, 0.04378930801004571)	(60, 0.02782718620978201)	(65, 0.0072240029757279795)	(70, 0.05826748851222524)	(75, 0.03928036800192358)	(80, 0.06058079889019727)	(85, 0.0029139994698762503)	(90, 0.05188212251410736)	(95, 0.012332554413228489)	(100, 0.0017643490873082092)	(105, 0.04120809072814941)	(110, 0.001664773069920426)	(115, 0.04258620556619591)	(120, 0.013279388708433102)	(125, 0.033348266862174764)	(130, 0.034389288862137955)	(135, 0.07576096876171015)	(140, 0.025880065558091032)	(145, 0.0276474321004716)	(150, 0.0004003516283502319)
80M_2	(1, 0.059134575780517555)	(2, 0.027881284868579274)	(3, 0.008112643494537134)	(4, 0.007337804138456874)	(5, 0.0023546926189643514)	(6, 0.03862126960111874)	(7, 0.07141130727490744)	(8, 0.001475319997877436)	(9, 0.0021402377763218316)	(10, 0.029359837854034232)	(15, 0.037355662730770116)	(20, 0.016242098524477402)	(25, 0.023359197377641874)	(30, 0.032893062211259184)	(35, 0.0669474135603655)	(40, 0.0073138800303831865)	(45, 0.03817037560030652)	(50, 0.0580668277499135)	(55, 0.047478146836002225)	(60, 0.03042262863701942)	(65, 0.023525804004137018)	(70, 0.08386305116349405)	(75, 0.009530631846039786)	(80, 0.010914781594231007)	(85, 0.07206889694817611)	(90, 0.09001671971855593)	(95, 0.12626045025516247)	(100, 0.008490471976097274)	(105, 0.028124836599419518)	(110, 0.028026769309567916)	(115, 0.04951298921729672)	(120, 0.04268966116867673)	(125, 0.046039682896508574)	(130, 0.051196298082661636)	(135, 0.08404603826038197)	(140, 0.03128691398274455)	(145, 0.023254879645140385)	(150, 0.02728964814189212)
81M_1	(1, 0.05565515584477549)	(2, 0.04776568821622616)	(3, 9.627973253534066e-05)	(4, 0.024757020316019188)	(5, 0.006106104400906092)	(6, 0.006544833636663725)	(7, 0.00047811639906754393)	(8, 0.06771200416908747)	(9, 7.65861508803846e-06)	(10, 0.015178062199048567)	(15, 0.04311428304689949)	(20, 0.10124492210570296)	(25, 0.1278122202109605)	(30, 0.13250629480720624)	(35, 0.1637880175430863)	(40, 0.11978030234177364)	(45, 0.15651889773666808)	(50, 0.09112789157440415)	(55, 0.044516684878306303)	(60, 0.02855503694696443)	(65, 0.007419885114865606)	(70, 0.05899409320558632)	(75, 0.04020247759042726)	(80, 0.062481607699105095)	(85, 0.002735438491873394)	(90, 0.0527494772803737)	(95, 0.012468881816048445)	(100, 0.0015730795390830998)	(105, 0.042625663404282636)	(110, 0.0014536051437097)	(115, 0.04352806707922751)	(120, 0.013808920638881233)	(125, 0.03452547445202527)	(130, 0.035182802444152915)	(135, 0.07824850798963684)	(140, 0.027294866538621187)	(145, 0.02876181955434147)	(150, 0.00043052357673473347)
81M_2	(1, 0.0570216715940555)	(2, 0.028772322797890777)	(3, 0.007085313044305296)	(4, 0.006597349854410274)	(5, 0.002397146522556038)	(6, 0.038158502632216776)	(7, 0.07468243798707219)	(8, 0.0014113733519385164)	(9, 0.002202398881745917)	(10, 0.029856563876783083)	(15, 0.03810904986050544)	(20, 0.017001469042723552)	(25, 0.02440341111652575)	(30, 0.03310316022138956)	(35, 0.0694126543537799)	(40, 0.007635201607626457)	(45, 0.03890313883634806)	(50, 0.0591831515894739)	(55, 0.05059565590004334)	(60, 0.03147428220095075)	(65, 0.024878464069558077)	(70, 0.08676094925120462)	(75, 0.010004558298291614)	(80, 0.01135291218893427)	(85, 0.07458703352483263)	(90, 0.09374473094119992)	(95, 0.13097522824232039)	(100, 0.008845481609110478)	(105, 0.029113678213243347)	(110, 0.029137748146377186)	(115, 0.050767646513163296)	(120, 0.04454097362901408)	(125, 0.04774074301279655)	(130, 0.05148296116238609)	(135, 0.08533754093269919)	(140, 0.032497473176712685)	(145, 0.023620919472102164)	(150, 0.027561167526110982)
92M_1	(1, 0.05547196722687415)	(2, 0.05205715198764193)	(3, 0.00011268246389672637)	(4, 0.02491677568337327)	(5, 0.006807093985685099)	(6, 0.00744240844879807)	(7, 0.0005022418390825518)	(8, 0.06646119037261204)	(9, 1.2877995873911584e-05)	(10, 0.015031626050558732)	(15, 0.04233362120304499)	(20, 0.09989718959310695)	(25, 0.1251372029729154)	(30, 0.12908151847582994)	(35, 0.15957854440463368)	(40, 0.1167527691259407)	(45, 0.15290044501095226)	(50, 0.0884113050731652)	(55, 0.044007760666653496)	(60, 0.02801221662493248)	(65, 0.007385101367159163)	(70, 0.057580095151433475)	(75, 0.039381555282215326)	(80, 0.061491357131604994)	(85, 0.0029361830592518415)	(90, 0.05190712333571087)	(95, 0.012371246736273166)	(100, 0.0017722268655147994)	(105, 0.04175797478748114)	(110, 0.0016288518447852504)	(115, 0.042625522442853656)	(120, 0.013601953875289983)	(125, 0.033882436410790515)	(130, 0.03440034647818632)	(135, 0.07692284495404868)	(140, 0.026885391985965214)	(145, 0.028057074977226603)	(150, 0.00043624211022875493)
92M_2	(1, 0.058060444397530386)	(2, 0.0282328596209055)	(3, 0.007978991610211053)	(4, 0.007288945664633957)	(5, 0.0025970625012388367)	(6, 0.037916039351764186)	(7, 0.07356984409501124)	(8, 0.0015850666588139509)	(9, 0.0023437952490519085)	(10, 0.029333499001595806)	(15, 0.03723350557044687)	(20, 0.016928125576256777)	(25, 0.02418423235141226)	(30, 0.032702811988740206)	(35, 0.06772538030090103)	(40, 0.007666485577004132)	(45, 0.03809268252850134)	(50, 0.058330238411088836)	(55, 0.0495556012891346)	(60, 0.030985316605689536)	(65, 0.024519060244133965)	(70, 0.0846153011560652)	(75, 0.009968212706201263)	(80, 0.011354528962027844)	(85, 0.0727696912847122)	(90, 0.09167716482678918)	(95, 0.12859730583097087)	(100, 0.00893647060343638)	(105, 0.0287477648225974)	(110, 0.028769657415583044)	(115, 0.0495285574977994)	(120, 0.04379827860043787)	(125, 0.04746314159288854)	(130, 0.05079618155832143)	(135, 0.08408301065994352)	(140, 0.03263048057858174)	(145, 0.02347959134384473)	(150, 0.027338912073991473)
93M_1	(1, 0.056278964180948195)	(2, 0.04744165484532728)	(3, 0.00012156455976290134)	(4, 0.02583681054103664)	(5, 0.0060250434932487985)	(6, 0.006475483603084549)	(7, 0.0005264179596875638)	(8, 0.07033052481211356)	(9, 1.1939376405284954e-05)	(10, 0.015642753886633342)	(15, 0.04517013421432906)	(20, 0.10463474109977829)	(25, 0.13045201447942448)	(30, 0.1348908575473384)	(35, 0.16959840767793077)	(40, 0.12237231284661164)	(45, 0.1588154141473904)	(50, 0.09308892995672574)	(55, 0.04628787692543474)	(60, 0.029293368550152136)	(65, 0.007419128498244071)	(70, 0.061297192623874966)	(75, 0.04135908526576211)	(80, 0.06386046819830414)	(85, 0.002732380560242213)	(90, 0.05432828715589564)	(95, 0.012809214246302714)	(100, 0.0016102962577164324)	(105, 0.04297524267189568)	(110, 0.0015121762916220907)	(115, 0.04473119932175659)	(120, 0.013753076221033242)	(125, 0.03474749277165731)	(130, 0.036168061484315214)	(135, 0.07944786679433116)	(140, 0.02734638187780667)	(145, 0.02919372902706076)	(150, 0.0004498974109082376)
93M_2	(1, 0.05749460977857721)	(2, 0.029175494343096325)	(3, 0.0071809922088513865)	(4, 0.006422299108188279)	(5, 0.0027482273689255913)	(6, 0.04067528461709579)	(7, 0.07422384691809149)	(8, 0.0016823666752901526)	(9, 0.0024757925073140893)	(10, 0.03125858990646204)	(15, 0.039528670323046425)	(20, 0.017048127029320886)	(25, 0.024937232798791172)	(30, 0.03477419355889094)	(35, 0.0703991219565512)	(40, 0.00782094278417466)	(45, 0.04029756616354677)	(50, 0.06151774546801623)	(55, 0.050244369186575176)	(60, 0.03205006202234693)	(65, 0.02487731883719374)	(70, 0.08846817420830945)	(75, 0.010262870878411942)	(80, 0.011569472816292125)	(85, 0.0761515135086175)	(90, 0.09474068841250416)	(95, 0.13289936956293685)	(100, 0.009063506248608317)	(105, 0.029535195192251906)	(110, 0.02957991358387898)	(115, 0.05144503629380483)	(120, 0.044854066358945524)	(125, 0.04831431472076811)	(130, 0.05372524010764325)	(135, 0.08903279817249392)	(140, 0.032834370512388654)	(145, 0.024419932181085825)	(150, 0.0282903523923227)
94M_1	(1, 0.056621361170154566)	(2, 0.04514554325124835)	(3, 0.00010256544970841847)	(4, 0.025079345626151342)	(5, 0.00560237604376698)	(6, 0.005777155942759897)	(7, 0.0004960818689978608)	(8, 0.07064770971089154)	(9, 1.0465862215144741e-05)	(10, 0.01580428921384577)	(15, 0.04564371829268925)	(20, 0.10614205346182204)	(25, 0.13288254073876113)	(30, 0.13608593184557266)	(35, 0.17123783258482358)	(40, 0.12315514976151702)	(45, 0.16053251144219632)	(50, 0.09467670140513096)	(55, 0.04686424714421942)	(60, 0.029572758909601586)	(65, 0.007421342896759137)	(70, 0.061655231578394885)	(75, 0.041837493522285406)	(80, 0.06411261602651087)	(85, 0.0025603685323130096)	(90, 0.0548813069182646)	(95, 0.012625388224617708)	(100, 0.0014426144477355512)	(105, 0.0432397097418705)	(110, 0.0013622366259232394)	(115, 0.04498918326975409)	(120, 0.012540614740675035)	(125, 0.033912951970222115)	(130, 0.036177345919090824)	(135, 0.07754408495893902)	(140, 0.02765122660690101)	(145, 0.029305879423115393)	(150, 0.0004379963337038074)
94M_2	(1, 0.056595196514616704)	(2, 0.030353093596362776)	(3, 0.006395688399674951)	(4, 0.005754131045886578)	(5, 0.0023433065499709077)	(6, 0.04004657518002984)	(7, 0.07517210194649862)	(8, 0.0015395283318477915)	(9, 0.002137129064332556)	(10, 0.030997790708815694)	(15, 0.03951804913816503)	(20, 0.01704805227949357)	(25, 0.024984943548970736)	(30, 0.03427528012011042)	(35, 0.07082667595477052)	(40, 0.007492301442577817)	(45, 0.040156676050533156)	(50, 0.06143021554076927)	(55, 0.05032886617192094)	(60, 0.031891575341989054)	(65, 0.024652966399506347)	(70, 0.08824061477730555)	(75, 0.00971525057707456)	(80, 0.011210194335885834)	(85, 0.07569706959521028)	(90, 0.09565693406020141)	(95, 0.13440971935319507)	(100, 0.008574262278379482)	(105, 0.02810021209593072)	(110, 0.029536337709092884)	(115, 0.052158717521616854)	(120, 0.04507249153298664)	(125, 0.048551762767789365)	(130, 0.053678360715255856)	(135, 0.08673436788730192)	(140, 0.032727588415734817)	(145, 0.02409953160556949)	(150, 0.028207068549147347)
95M_1	(1, 0.06302395328086123)	(2, 0.020930215768099336)	(3, 5.1071955068565384e-05)	(4, 0.026927688309901096)	(5, 0.0007602756947706891)	(6, 0.00045036178560462197)	(7, 0.000550184243238636)	(8, 0.08161414492581903)	(9, 0.0)	(10, 0.01802306079844641)	(15, 0.0513612080504537)	(20, 0.1206892977487784)	(25, 0.15226731971292268)	(30, 0.15760433901758775)	(35, 0.1969116370908588)	(40, 0.1433408705479387)	(45, 0.18608600763307512)	(50, 0.10830411649940098)	(55, 0.05337344308015518)	(60, 0.03375183008806268)	(65, 0.008149459012190852)	(70, 0.06955535989837981)	(75, 0.04757329400111834)	(80, 0.07358006210303308)	(85, 0.0015374979928141296)	(90, 0.06185301263828922)	(95, 0.013792677902017015)	(100, 0.00048239783014763116)	(105, 0.0494181523053451)	(110, 0.000500969450172564)	(115, 0.05109586602934748)	(120, 0.014850795952937564)	(125, 0.038696059629200426)	(130, 0.04158325010732655)	(135, 0.09128601248955376)	(140, 0.03220992133549262)	(145, 0.034276014063266406)	(150, 0.00041728108743521025)
95M_2	(1, 0.04720325447212155)	(2, 0.029850397011324904)	(3, 0.001982520437661583)	(4, 0.0016749279809986327)	(5, 0.0022808270843120673)	(6, 0.0455039512398402)	(7, 0.0878785845054792)	(8, 0.0015843913333770852)	(9, 0.002129932671609488)	(10, 0.03471337571485357)	(15, 0.045008088985174485)	(20, 0.019282913071887793)	(25, 0.028487472246745145)	(30, 0.03857487980853774)	(35, 0.08132999913943756)	(40, 0.007606471271711879)	(45, 0.04522468050371526)	(50, 0.06999504300247009)	(55, 0.057062231107607476)	(60, 0.03553656277245872)	(65, 0.02752639091045487)	(70, 0.10084412888063576)	(75, 0.010162158332392953)	(80, 0.011237455131836565)	(85, 0.08692562825294983)	(90, 0.1090829638141966)	(95, 0.15362211939374154)	(100, 0.008375800631244722)	(105, 0.03196872242041881)	(110, 0.0325618535349651)	(115, 0.05807786657772098)	(120, 0.0498223171861377)	(125, 0.05461193799056789)	(130, 0.059129484561632806)	(135, 0.09861646305864508)	(140, 0.035917513128220155)	(145, 0.025543174037042347)	(150, 0.030370982735148804)
