Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
70M_2	(1, 38.85472644155311)	(2, 39.44944109450374)	(3, 39.588833552811316)	(4, 39.58245513358633)	(5, 39.55502409772661)	(6, 39.56428705240673)	(7, 39.55863217206113)	(8, 39.585592630065946)	(9, 39.57242371814946)	(10, 39.54758762843869)	(15, 39.5554129092889)	(20, 39.5364289281549)	(25, 39.41723705831968)	(30, 39.36192178842639)	(35, 39.32336326451182)	(40, 39.31875208465588)	(45, 39.25859508820379)	(50, 39.20088633830568)	(55, 39.15737683019834)	(60, 39.10373629451003)	(65, 39.05781678701315)	(70, 38.97373208054128)	(75, 38.943814788286275)	(80, 38.88898312359231)	(85, 38.802567497186715)	(90, 38.71526982548126)	(95, 38.61842642435354)	(100, 38.59809807128131)	(105, 38.50630669890503)	(110, 38.404626436342596)	(115, 38.29469864847234)	(120, 38.186798206116876)	(125, 38.07393490493651)	(130, 37.97073892313911)	(135, 37.83095023268367)	(140, 37.69342249845692)	(145, 37.48914645699564)	(150, 36.90656811032796)
71M_1	(1, 38.33943825407741)	(2, 38.84507489303044)	(3, 39.014629031038666)	(4, 38.99687545830668)	(5, 39.06379578413943)	(6, 39.09491974378016)	(7, 39.09886842692912)	(8, 39.100800095509996)	(9, 39.15361708503357)	(10, 39.203403411247834)	(15, 39.46027927844899)	(20, 39.50860520623073)	(25, 39.34168654614203)	(30, 39.29881612058428)	(35, 39.283677636095824)	(40, 39.294385756661924)	(45, 39.243011426993164)	(50, 39.22451700441178)	(55, 39.19802394974425)	(60, 39.16391468611663)	(65, 39.122152516515946)	(70, 39.049406274544054)	(75, 39.0016203340822)	(80, 38.931957623251215)	(85, 38.8924245076375)	(90, 38.813861456621495)	(95, 38.768452084828404)	(100, 38.71730697387141)	(105, 38.647116174836015)	(110, 38.61616017239889)	(115, 38.54267925473003)	(120, 38.50391789055458)	(125, 38.440216852351256)	(130, 38.37796060545051)	(135, 38.30621597218222)	(140, 38.26461649281917)	(145, 38.18887401218102)	(150, 37.86172330568921)
71M_2	(1, 38.55638949305904)	(2, 39.501598525275945)	(3, 39.575179559336604)	(4, 39.61003590861951)	(5, 39.621552222215406)	(6, 39.6284238512925)	(7, 39.61875520345467)	(8, 39.638136052887475)	(9, 39.62805767384998)	(10, 39.597203958886794)	(15, 39.60312605880851)	(20, 39.58554558693923)	(25, 39.48215305422208)	(30, 39.43164107573332)	(35, 39.394632237238156)	(40, 39.388744262499856)	(45, 39.33228871107423)	(50, 39.27918004789613)	(55, 39.242264266472986)	(60, 39.191882887602205)	(65, 39.14887391353551)	(70, 39.0679709380179)	(75, 39.04098584920155)	(80, 38.984962105313755)	(85, 38.90413925285556)	(90, 38.820443565510935)	(95, 38.72983506898983)	(100, 38.706459622204626)	(105, 38.62115285540072)	(110, 38.52734701987765)	(115, 38.42476811009756)	(120, 38.324688741191935)	(125, 38.21803296634082)	(130, 38.12090574507856)	(135, 37.98774768956181)	(140, 37.86110796244261)	(145, 37.673201772875714)	(150, 37.1063130477379)
72M_1	(1, 38.36322667401527)	(2, 38.861079014195)	(3, 39.01757510388482)	(4, 39.00098612924478)	(5, 39.072971841039696)	(6, 39.10176425313402)	(7, 39.10244665539502)	(8, 39.098305621302984)	(9, 39.15321629991871)	(10, 39.202632683431425)	(15, 39.45989257490747)	(20, 39.50369037225774)	(25, 39.32643369631925)	(30, 39.28088464474731)	(35, 39.26384448051388)	(40, 39.27628704160371)	(45, 39.22632621877591)	(50, 39.21387070970734)	(55, 39.184731307387906)	(60, 39.148669808130094)	(65, 39.10829894238704)	(70, 39.03660499142413)	(75, 38.98860960848175)	(80, 38.916515626963005)	(85, 38.877563199937114)	(90, 38.79774497100582)	(95, 38.75356296070077)	(100, 38.70289184999188)	(105, 38.63241216541712)	(110, 38.605562596015986)	(115, 38.53030778184251)	(120, 38.49496744208638)	(125, 38.432306698126595)	(130, 38.37140276557252)	(135, 38.305442415408805)	(140, 38.27170895145853)	(145, 38.20395816068955)	(150, 37.88708285344192)
72M_2	(1, 38.9405493469328)	(2, 39.62292856858697)	(3, 39.64388342219933)	(4, 39.601253838566905)	(5, 39.56744025926908)	(6, 39.56227938220456)	(7, 39.55012943589781)	(8, 39.56943987020117)	(9, 39.55453320082065)	(10, 39.5359824881947)	(15, 39.553848436106215)	(20, 39.54410963578543)	(25, 39.4299333752369)	(30, 39.37756496527503)	(35, 39.34239932569943)	(40, 39.340548293582)	(45, 39.28323491312582)	(50, 39.22642102901731)	(55, 39.18686572121352)	(60, 39.1331149162048)	(65, 39.08962705974106)	(70, 39.00293683522335)	(75, 38.976023085114726)	(80, 38.91851536360363)	(85, 38.834199283415856)	(90, 38.74748700788781)	(95, 38.651817479318325)	(100, 38.631503214708516)	(105, 38.5420201670946)	(110, 38.44339788383342)	(115, 38.335483854467626)	(120, 38.23421192579282)	(125, 38.12434898938089)	(130, 38.02983489560681)	(135, 37.89727356292906)	(140, 37.77678626160936)	(145, 37.588986671221946)	(150, 37.013933707020726)
78M_1	(1, 38.29092679610164)	(2, 38.722063503668316)	(3, 38.88420581973016)	(4, 38.86813356504332)	(5, 38.94601357161408)	(6, 38.980782591201645)	(7, 38.98014005585961)	(8, 38.97100949548015)	(9, 39.03142252128486)	(10, 39.08548845951911)	(15, 39.40187511337465)	(20, 39.46054422888265)	(25, 39.26516507501157)	(30, 39.22045129200954)	(35, 39.208293871564514)	(40, 39.227927118419565)	(45, 39.17786812332755)	(50, 39.16806469036116)	(55, 39.13829138050881)	(60, 39.1017204191214)	(65, 39.06234618699722)	(70, 38.98455921518796)	(75, 38.93505826959626)	(80, 38.85787929076188)	(85, 38.815892694742075)	(90, 38.72897270310746)	(95, 38.68098529563366)	(100, 38.63022724688789)	(105, 38.55628291255089)	(110, 38.532570558413525)	(115, 38.45118422218544)	(120, 38.41514357525328)	(125, 38.34670367663711)	(130, 38.281503883875)	(135, 38.21306775804069)	(140, 38.180408465837004)	(145, 38.10826906297456)	(150, 37.81679958585052)
78M_2	(1, 38.335699214251896)	(2, 39.39421979227879)	(3, 39.51912224292494)	(4, 39.548729525903056)	(5, 39.53745914561582)	(6, 39.55112895399011)	(7, 39.55274072719045)	(8, 39.585009146956686)	(9, 39.57116860490786)	(10, 39.54155092128784)	(15, 39.5515726209016)	(20, 39.53160576631981)	(25, 39.41378946470037)	(30, 39.357686061110705)	(35, 39.319232603932235)	(40, 39.31734991236439)	(45, 39.2550874362591)	(50, 39.19442596563077)	(55, 39.1511128105624)	(60, 39.09653959427504)	(65, 39.05517395736369)	(70, 38.96497786141797)	(75, 38.944019670672844)	(80, 38.89019333875594)	(85, 38.807145502023175)	(90, 38.71786403444774)	(95, 38.62158982784592)	(100, 38.61394227256269)	(105, 38.52698416155582)	(110, 38.430466057862034)	(115, 38.32432780498429)	(120, 38.22846184193125)	(125, 38.12564445283293)	(130, 38.040492970032794)	(135, 37.917105187299754)	(140, 37.80312066569818)	(145, 37.61515529738851)	(150, 37.09026916963212)
79M_1	(1, 38.22582292584083)	(2, 38.71798241233847)	(3, 38.89449449389224)	(4, 38.87749910506365)	(5, 38.94659987663118)	(6, 38.97457734202663)	(7, 38.97152743620443)	(8, 38.96977120464287)	(9, 39.020776386175896)	(10, 39.07835497750461)	(15, 39.38137230967529)	(20, 39.440610463387834)	(25, 39.24456117732821)	(30, 39.19561652648271)	(35, 39.18971976052131)	(40, 39.203182485825906)	(45, 39.15657374935009)	(50, 39.144885880026436)	(55, 39.11162158493427)	(60, 39.07070462457736)	(65, 39.02791454063041)	(70, 38.95826537689569)	(75, 38.90953459257472)	(80, 38.83762706533131)	(85, 38.79416213803036)	(90, 38.71477695579667)	(95, 38.66623703136453)	(100, 38.61593162153083)	(105, 38.54667137949487)	(110, 38.51765397734791)	(115, 38.446896584330645)	(120, 38.4098070499152)	(125, 38.349672117837706)	(130, 38.292657871559996)	(135, 38.2289160746194)	(140, 38.19509940924155)	(145, 38.13276727610493)	(150, 37.834345319611685)
79M_2	(1, 38.731627336368696)	(2, 39.48833017701134)	(3, 39.56483662476805)	(4, 39.5665655572771)	(5, 39.54483600537589)	(6, 39.54604003727084)	(7, 39.532916444324)	(8, 39.55767870544032)	(9, 39.54590780748524)	(10, 39.52087116844132)	(15, 39.53320197984134)	(20, 39.515561956215535)	(25, 39.3967136408303)	(30, 39.34082068517456)	(35, 39.30604586346336)	(40, 39.300995529768926)	(45, 39.24574929674913)	(50, 39.190441739640654)	(55, 39.14950460582273)	(60, 39.09499040048799)	(65, 39.04799627592432)	(70, 38.96494624528079)	(75, 38.93119495843972)	(80, 38.87326809316264)	(85, 38.78785967582083)	(90, 38.69907992427342)	(95, 38.60187638555741)	(100, 38.571653959230865)	(105, 38.47756257985071)	(110, 38.37555601530413)	(115, 38.26244981315583)	(120, 38.15487568317928)	(125, 38.04151988327949)	(130, 37.94168386729603)	(135, 37.806017602433556)	(140, 37.67564413893552)	(145, 37.48553088367515)	(150, 36.93214680186717)
80M_1	(1, 38.31412485375581)	(2, 38.79064786786409)	(3, 38.967509121443385)	(4, 38.9480617312683)	(5, 39.01310564795602)	(6, 39.04356170568459)	(7, 39.04656241388129)	(8, 39.043494114690965)	(9, 39.09468959375011)	(10, 39.1448777256079)	(15, 39.42677244772119)	(20, 39.477812484737605)	(25, 39.29534727825768)	(30, 39.24823360550922)	(35, 39.23508670463171)	(40, 39.248026159783635)	(45, 39.19478232014448)	(50, 39.178360639936706)	(55, 39.148017034137375)	(60, 39.11266367269027)	(65, 39.07189969962097)	(70, 38.9997747857747)	(75, 38.95262764513883)	(80, 38.880420509952486)	(85, 38.83849983858771)	(90, 38.75778667428905)	(95, 38.711388961726904)	(100, 38.66158761157094)	(105, 38.592608209279646)	(110, 38.563349102697224)	(115, 38.489982622476234)	(120, 38.4519067621901)	(125, 38.388687177285874)	(130, 38.326340822326344)	(135, 38.257414445341965)	(140, 38.21808118997393)	(145, 38.14599979214045)	(150, 37.83160278333504)
80M_2	(1, 38.758642454722114)	(2, 39.61089507330196)	(3, 39.63327083896502)	(4, 39.6211076284411)	(5, 39.61656523778817)	(6, 39.613798166827074)	(7, 39.59582187221276)	(8, 39.61604175243962)	(9, 39.600111076831865)	(10, 39.570758730887704)	(15, 39.583140625002024)	(20, 39.56383805973845)	(25, 39.45490234933448)	(30, 39.40061021131798)	(35, 39.367972361146094)	(40, 39.35520719850979)	(45, 39.29823962964274)	(50, 39.243392249718376)	(55, 39.203564506745025)	(60, 39.15078448443568)	(65, 39.105669181658)	(70, 39.02450079977647)	(75, 38.993829627675794)	(80, 38.94003571459824)	(85, 38.855894682541525)	(90, 38.77126824972993)	(95, 38.676917822240604)	(100, 38.653913693111974)	(105, 38.56394578288454)	(110, 38.46653147462125)	(115, 38.357101005041)	(120, 38.25314006504857)	(125, 38.14161136066662)	(130, 38.04229181402803)	(135, 37.904489218783894)	(140, 37.77360662653825)	(145, 37.578031026076545)	(150, 37.01476680007985)
81M_1	(1, 38.30388842001753)	(2, 38.778225555120216)	(3, 38.93582554296271)	(4, 38.92662089418773)	(5, 38.98670747789475)	(6, 39.018151322571164)	(7, 39.01705511217098)	(8, 39.01381359239409)	(9, 39.06626792853072)	(10, 39.12119227306569)	(15, 39.41149262502172)	(20, 39.46578942263638)	(25, 39.28066748375337)	(30, 39.23453540876988)	(35, 39.22389585062471)	(40, 39.237516658171614)	(45, 39.18798398303498)	(50, 39.170303566823826)	(55, 39.142904849464614)	(60, 39.10823594009286)	(65, 39.06759778796002)	(70, 38.99398621254537)	(75, 38.94532001123804)	(80, 38.87283856294753)	(85, 38.83118666838176)	(90, 38.75028487914656)	(95, 38.70368203565813)	(100, 38.65423661621729)	(105, 38.58355485056909)	(110, 38.5564161803911)	(115, 38.48275930098595)	(120, 38.44613587803292)	(125, 38.383502957981435)	(130, 38.32361256173486)	(135, 38.25748021476113)	(140, 38.2226467983373)	(145, 38.155507220941644)	(150, 37.84974301571776)
81M_2	(1, 38.153946281401566)	(2, 39.40913333831581)	(3, 39.53895303471365)	(4, 39.532083913432395)	(5, 39.518320791311744)	(6, 39.520890584900144)	(7, 39.5171152158881)	(8, 39.549572339104174)	(9, 39.54903555771354)	(10, 39.537663520868634)	(15, 39.56101972359248)	(20, 39.54792038458239)	(25, 39.4350964373359)	(30, 39.38044224935406)	(35, 39.3416356659604)	(40, 39.33747633775137)	(45, 39.28158175609353)	(50, 39.22534070306546)	(55, 39.183668764809916)	(60, 39.130725095685364)	(65, 39.08354944030458)	(70, 38.99957370616697)	(75, 38.96844576842206)	(80, 38.911039861920855)	(85, 38.8251430188928)	(90, 38.736303490872245)	(95, 38.63869974571319)	(100, 38.61374786834757)	(105, 38.52076926149626)	(110, 38.41876043848722)	(115, 38.307415365437876)	(120, 38.19963543022823)	(125, 38.086502346265966)	(130, 37.98523271527982)	(135, 37.846694048841414)	(140, 37.713787501680656)	(145, 37.51591259012535)	(150, 36.948884991529084)
92M_1	(1, 38.32754875579726)	(2, 38.79136046593276)	(3, 38.95948735960852)	(4, 38.94380674695589)	(5, 39.00853595420009)	(6, 39.033022733601236)	(7, 39.04225932589851)	(8, 39.0433207732451)	(9, 39.09561290573078)	(10, 39.14350642136044)	(15, 39.4311858634891)	(20, 39.48474031000835)	(25, 39.308829067044684)	(30, 39.26515716880309)	(35, 39.25473833355793)	(40, 39.2692489931634)	(45, 39.2219313471679)	(50, 39.2118795906098)	(55, 39.18202012420805)	(60, 39.148611791215366)	(65, 39.108655345026676)	(70, 39.03906525667922)	(75, 38.992355001359115)	(80, 38.92201643530613)	(85, 38.88394956457404)	(90, 38.804837318663466)	(95, 38.76026988888147)	(100, 38.7106423854487)	(105, 38.64338321435442)	(110, 38.61645760009468)	(115, 38.5450861586753)	(120, 38.508515474967155)	(125, 38.447758365355625)	(130, 38.386481087734765)	(135, 38.31976582738156)	(140, 38.28189725632259)	(145, 38.21180669042149)	(150, 37.904470994412335)
92M_2	(1, 37.34928811136367)	(2, 39.15245556391182)	(3, 39.38740324453165)	(4, 39.51355551260267)	(5, 39.53418241322718)	(6, 39.570555303796695)	(7, 39.57624207653133)	(8, 39.611451483100296)	(9, 39.60597792705068)	(10, 39.582276310472636)	(15, 39.587998660817206)	(20, 39.570472528331884)	(25, 39.4631079941973)	(30, 39.41234790966141)	(35, 39.37751507715514)	(40, 39.37632132557161)	(45, 39.32281844254784)	(50, 39.2706092915749)	(55, 39.23244687899141)	(60, 39.18310546023698)	(65, 39.14106334105587)	(70, 39.061300327087146)	(75, 39.033747532965016)	(80, 38.980482669646314)	(85, 38.897960806914185)	(90, 38.81342482562737)	(95, 38.72000788219201)	(100, 38.69725906130936)	(105, 38.608951711711555)	(110, 38.510829891214954)	(115, 38.40279356784028)	(120, 38.29582401471714)	(125, 38.18348206649465)	(130, 38.08007281133014)	(135, 37.940190281618264)	(140, 37.802357928849524)	(145, 37.60049514177069)	(150, 37.013579792990726)
93M_1	(1, 38.332520316070024)	(2, 38.84332374221519)	(3, 39.00328965638095)	(4, 38.99134363734079)	(5, 39.057151113919396)	(6, 39.092110194148916)	(7, 39.09276796695701)	(8, 39.08723643216049)	(9, 39.14251439902362)	(10, 39.19424769527976)	(15, 39.45707039939331)	(20, 39.50560443337267)	(25, 39.33580179723433)	(30, 39.29280665270736)	(35, 39.277426174358425)	(40, 39.291124251299344)	(45, 39.24115793933527)	(50, 39.228914773095134)	(55, 39.197157803226375)	(60, 39.159788592718186)	(65, 39.11930848868498)	(70, 39.04682825527233)	(75, 39.00134111107728)	(80, 38.929811686185644)	(85, 38.88973794208458)	(90, 38.80907038332942)	(95, 38.762843809674834)	(100, 38.7121170853399)	(105, 38.64133435773183)	(110, 38.613192466058116)	(115, 38.53704542004707)	(120, 38.49944394742268)	(125, 38.4337204545885)	(130, 38.37056092764179)	(135, 38.29972185051868)	(140, 38.26150928587713)	(145, 38.18790790160413)	(150, 37.865190970596956)
93M_2	(1, 38.02189130250619)	(2, 39.33411544931971)	(3, 39.4944613178586)	(4, 39.560038863755594)	(5, 39.57415287817934)	(6, 39.595299966792254)	(7, 39.59170654011362)	(8, 39.61562271744223)	(9, 39.60974201015574)	(10, 39.58613577469701)	(15, 39.59362531078333)	(20, 39.575655120909786)	(25, 39.465970223303785)	(30, 39.41255912772653)	(35, 39.377455711290246)	(40, 39.37376710824451)	(45, 39.317129350607004)	(50, 39.26206742567452)	(55, 39.22446023951583)	(60, 39.174860449041034)	(65, 39.13224288403669)	(70, 39.05084390605816)	(75, 39.02595759578513)	(80, 38.97402747782356)	(85, 38.89263255489142)	(90, 38.81056512378989)	(95, 38.71938305551761)	(100, 38.701597383279434)	(105, 38.61484889172467)	(110, 38.520728486478355)	(115, 38.415743899941944)	(120, 38.314635208363555)	(125, 38.2065640281893)	(130, 38.1084565398287)	(135, 37.973112281206184)	(140, 37.8458307572772)	(145, 37.65417239363278)	(150, 37.085747016661884)
94M_1	(1, 38.36105018438494)	(2, 38.8481334841185)	(3, 39.0106040639257)	(4, 38.99360028224337)	(5, 39.05889076826703)	(6, 39.094589635897364)	(7, 39.097746098078005)	(8, 39.09457768388271)	(9, 39.149278496541214)	(10, 39.19676872783624)	(15, 39.46041368518237)	(20, 39.50576261362721)	(25, 39.3342216017594)	(30, 39.29078618039411)	(35, 39.27411832358447)	(40, 39.287320950160044)	(45, 39.22704943952953)	(50, 39.209731585694826)	(55, 39.17996684519509)	(60, 39.14539512580725)	(65, 39.10471079866093)	(70, 39.031375568564506)	(75, 38.98660329656868)	(80, 38.912728877809954)	(85, 38.87193703276794)	(90, 38.79178205009391)	(95, 38.748384452354664)	(100, 38.69999884142906)	(105, 38.63030939862161)	(110, 38.6011644967184)	(115, 38.52457773254898)	(120, 38.48576411547844)	(125, 38.41817775837872)	(130, 38.35116287503305)	(135, 38.276216697561026)	(140, 38.23016651029796)	(145, 38.146897803838236)	(150, 37.815528032314816)
94M_2	(1, 38.66085780613864)	(2, 39.573902933000326)	(3, 39.602708397687486)	(4, 39.615112642243496)	(5, 39.62053682651719)	(6, 39.62706482434699)	(7, 39.61582951194178)	(8, 39.63811164657369)	(9, 39.625676339338625)	(10, 39.59516489306061)	(15, 39.603049350360386)	(20, 39.57865931572413)	(25, 39.47437150325732)	(30, 39.42031442903829)	(35, 39.38310899216939)	(40, 39.37643665335427)	(45, 39.317829867885756)	(50, 39.26329782353499)	(55, 39.222415009218594)	(60, 39.17172818962719)	(65, 39.126681167816486)	(70, 39.04865261390927)	(75, 39.01996139038771)	(80, 38.97159639721066)	(85, 38.890170683037226)	(90, 38.80779789624657)	(95, 38.71644190826368)	(100, 38.69873540672878)	(105, 38.61201049160824)	(110, 38.51256244966902)	(115, 38.4047136192108)	(120, 38.29768588587951)	(125, 38.18385009243188)	(130, 38.076032010676855)	(135, 37.93242638613411)	(140, 37.79146374764001)	(145, 37.58402690061497)	(150, 36.99897932725332)
95M_1	(1, 38.25570021635241)	(2, 38.701837120903036)	(3, 38.892013713562804)	(4, 38.87607585104623)	(5, 38.954285493018126)	(6, 38.99461104980284)	(7, 38.99098391955387)	(8, 38.981190106090146)	(9, 39.03810225529343)	(10, 39.091186635750795)	(15, 39.40854786204787)	(20, 39.46389773871723)	(25, 39.27630287517232)	(30, 39.231265470884935)	(35, 39.219454152694325)	(40, 39.23819483946215)	(45, 39.18785679303083)	(50, 39.184169170372535)	(55, 39.15513058530155)	(60, 39.11712051952993)	(65, 39.0776733121572)	(70, 39.00219466869611)	(75, 38.9532838512637)	(80, 38.87709363153846)	(85, 38.83741216175073)	(90, 38.751567689643345)	(95, 38.70574375403338)	(100, 38.65521214024944)	(105, 38.58178529401162)	(110, 38.55860924009132)	(115, 38.47715966293346)	(120, 38.44264180459132)	(125, 38.37578432071943)	(130, 38.31077241944496)	(135, 38.24381079057088)	(140, 38.21174584394421)	(145, 38.14110254925895)	(150, 37.84588892467279)
95M_2	(1, 38.64154284754796)	(2, 39.459137758218354)	(3, 39.54454545832309)	(4, 39.525336808516776)	(5, 39.474383851103525)	(6, 39.471564679183736)	(7, 39.47650489261204)	(8, 39.51279743639214)	(9, 39.5095607744542)	(10, 39.48854104347758)	(15, 39.51283287104316)	(20, 39.49963734036851)	(25, 39.3809122978691)	(30, 39.32517691151127)	(35, 39.284704940717184)	(40, 39.28603498907141)	(45, 39.22022743780893)	(50, 39.157833368878634)	(55, 39.11322433757876)	(60, 39.05661640079729)	(65, 39.011672741404894)	(70, 38.91898346194915)	(75, 38.89448238794076)	(80, 38.83756178400746)	(85, 38.749142050351885)	(90, 38.6578501599446)	(95, 38.556782832691596)	(100, 38.54488614076373)	(105, 38.45164897530274)	(110, 38.347393179465755)	(115, 38.23323266045027)	(120, 38.127707118309274)	(125, 38.0154896643247)	(130, 37.91942422685011)	(135, 37.78428349726541)	(140, 37.657694761914044)	(145, 37.45556629640041)	(150, 36.91285228999334)
