Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
240M_1	(1, 38.354907555766275)	(2, 38.79945348741474)	(3, 38.978459540526714)	(4, 38.95115707010835)	(5, 39.01729572565902)	(6, 39.0433990423942)	(7, 39.05010378777479)	(8, 39.050317142868245)	(9, 39.103260476135006)	(10, 39.1506474309227)	(15, 39.42947785639383)	(20, 39.48407810671722)	(25, 39.30272322256884)	(30, 39.25835484808837)	(35, 39.24394466929486)	(40, 39.25841593321287)	(45, 39.20743483869288)	(50, 39.19564931390624)	(55, 39.16426123466059)	(60, 39.12763045840414)	(65, 39.08568023333632)	(70, 39.01509207911477)	(75, 38.966824265805876)	(80, 38.89647483973401)	(85, 38.85634216146988)	(90, 38.77754119404925)	(95, 38.732194734568914)	(100, 38.681772809790104)	(105, 38.61343026368006)	(110, 38.58500065115893)	(115, 38.51175283579488)	(120, 38.47573210191844)	(125, 38.412380989521175)	(130, 38.35148789589988)	(135, 38.282077693156744)	(140, 38.242145708311355)	(145, 38.166931524018274)	(150, 37.85085217092592)
240M_2	(1, 38.47712730821381)	(2, 39.47537597989026)	(3, 39.56458052847716)	(4, 39.596416393588115)	(5, 39.60547572695501)	(6, 39.615514758533)	(7, 39.6011370924981)	(8, 39.61845584143787)	(9, 39.6042476755524)	(10, 39.57022713833409)	(15, 39.57302621798126)	(20, 39.55437010789174)	(25, 39.4402686579628)	(30, 39.38598215237083)	(35, 39.34931603458761)	(40, 39.341264696150986)	(45, 39.284976010148135)	(50, 39.229550685876866)	(55, 39.188057587031835)	(60, 39.134436009152196)	(65, 39.088042711145626)	(70, 39.00455343556604)	(75, 38.97385581976572)	(80, 38.9163380475553)	(85, 38.831650074691225)	(90, 38.744649263024556)	(95, 38.648822893537)	(100, 38.62244708418622)	(105, 38.53159552375004)	(110, 38.430506682987364)	(115, 38.318560307032506)	(120, 38.208187096714134)	(125, 38.08851150490737)	(130, 37.97766750803691)	(135, 37.825470052247255)	(140, 37.671296173200865)	(145, 37.44858061361133)	(150, 36.839598508778266)
241M_1	(1, 38.31270240139999)	(2, 38.81591392385639)	(3, 38.95732295254331)	(4, 38.94468478021414)	(5, 39.00936478689433)	(6, 39.03053736255128)	(7, 39.03413276626752)	(8, 39.0346838820179)	(9, 39.088103907750885)	(10, 39.142131752752995)	(15, 39.42279287571881)	(20, 39.47816924176387)	(25, 39.30131789967263)	(30, 39.256898227475205)	(35, 39.24749292756611)	(40, 39.25957047383183)	(45, 39.20992976381115)	(50, 39.1934293201114)	(55, 39.167806469264114)	(60, 39.134526663219376)	(65, 39.09353258281496)	(70, 39.02421659715026)	(75, 38.97727223087365)	(80, 38.908343213874765)	(85, 38.86956762303508)	(90, 38.79396982749809)	(95, 38.750524117028306)	(100, 38.70192990899274)	(105, 38.635671737072464)	(110, 38.607771749729906)	(115, 38.53997599449964)	(120, 38.50363030243025)	(125, 38.44499819786459)	(130, 38.386033599890105)	(135, 38.319464449921426)	(140, 38.27864853857041)	(145, 38.20647104213047)	(150, 37.893854063556915)
241M_2	(1, 38.31146780655656)	(2, 39.39143065660901)	(3, 39.5309686575458)	(4, 39.56886913878142)	(5, 39.56348200586745)	(6, 39.57951726661657)	(7, 39.57790444156889)	(8, 39.603676838643295)	(9, 39.60009967451298)	(10, 39.577330427557484)	(15, 39.58965465847983)	(20, 39.57613328129462)	(25, 39.47164478567223)	(30, 39.421656949224804)	(35, 39.3886622228542)	(40, 39.382580276575524)	(45, 39.32793694432722)	(50, 39.27472978421008)	(55, 39.235228469191064)	(60, 39.18362506946089)	(65, 39.139641383093554)	(70, 39.0606998625599)	(75, 39.029755146193494)	(80, 38.974930019946385)	(85, 38.89348548609071)	(90, 38.808784391325034)	(95, 38.716388934130514)	(100, 38.68765227814496)	(105, 38.59879559925195)	(110, 38.500444591055384)	(115, 38.39265568600713)	(120, 38.28455176447319)	(125, 38.17053261658346)	(130, 38.06486861410618)	(135, 37.92083613110357)	(140, 37.77923120375065)	(145, 37.57554428050002)	(150, 36.99941563261156)
242M_1	(1, 38.32087688599947)	(2, 38.863631868131364)	(3, 39.01947955526023)	(4, 38.997591900837854)	(5, 39.05850178091127)	(6, 39.08545417684827)	(7, 39.096524672140056)	(8, 39.11083871828217)	(9, 39.16379920272617)	(10, 39.20622741024448)	(15, 39.45635511987451)	(20, 39.50738620772864)	(25, 39.33774977023696)	(30, 39.29630948618338)	(35, 39.27867463479636)	(40, 39.28972779704644)	(45, 39.23936579409711)	(50, 39.222972732327975)	(55, 39.19686132764739)	(60, 39.16408167461977)	(65, 39.12209048926186)	(70, 39.05383950147204)	(75, 39.00693516151989)	(80, 38.939012939270015)	(85, 38.902173169852475)	(90, 38.82895282988521)	(95, 38.786145608979666)	(100, 38.735462394028104)	(105, 38.67069051778003)	(110, 38.63899930234622)	(115, 38.570777136902265)	(120, 38.53386037578182)	(125, 38.47228772001234)	(130, 38.41061268822896)	(135, 38.338793831372776)	(140, 38.29053483655647)	(145, 38.20695332872286)	(150, 37.83842854938617)
242M_2	(1, 38.83031613514002)	(2, 39.57221642917957)	(3, 39.60352358478088)	(4, 39.613318158971964)	(5, 39.61776472246256)	(6, 39.62581848042362)	(7, 39.60924540112143)	(8, 39.63141867512884)	(9, 39.618264574018724)	(10, 39.59278088260899)	(15, 39.60328460448911)	(20, 39.59192755406126)	(25, 39.491376717277674)	(30, 39.44541795212763)	(35, 39.41087161465326)	(40, 39.406668483386966)	(45, 39.3561997630982)	(50, 39.30759004724855)	(55, 39.272983631728025)	(60, 39.22472139243914)	(65, 39.18464120603682)	(70, 39.10969665932697)	(75, 39.08439383804607)	(80, 39.03240468601386)	(85, 38.95810277069663)	(90, 38.87892201200437)	(95, 38.79529532581187)	(100, 38.76920377048269)	(105, 38.68743095472016)	(110, 38.59352022601438)	(115, 38.490379839252974)	(120, 38.38365442090266)	(125, 38.26514252958807)	(130, 38.14696843211139)	(135, 37.98472239619785)	(140, 37.8102625893601)	(145, 37.56095013181131)	(150, 36.90247295174464)
269M_1	(1, 38.33964627687983)	(2, 38.86308022381186)	(3, 39.01002747909493)	(4, 38.99379216932283)	(5, 39.051042115239014)	(6, 39.07353681906576)	(7, 39.07569009004046)	(8, 39.08240213261676)	(9, 39.12276685578668)	(10, 39.17363238552863)	(15, 39.43403980383485)	(20, 39.48378261679997)	(25, 39.30754014711995)	(30, 39.257154171220556)	(35, 39.24691514001993)	(40, 39.24974214909436)	(45, 39.198241591927435)	(50, 39.17632457935902)	(55, 39.143233879790365)	(60, 39.10436501824191)	(65, 39.06278814542076)	(70, 38.995990175290125)	(75, 38.948437026611956)	(80, 38.88250993120752)	(85, 38.837214751282374)	(90, 38.76299677608281)	(95, 38.71541318006523)	(100, 38.66608611925217)	(105, 38.59798875613238)	(110, 38.562341787177594)	(115, 38.495277382210006)	(120, 38.453970515108246)	(125, 38.390268636125164)	(130, 38.33305478251151)	(135, 38.26261434735619)	(140, 38.21516242041257)	(145, 38.13815839407768)	(150, 37.80142318632933)
269M_2	(1, 38.2261859200559)	(2, 39.40370759858012)	(3, 39.527554831858545)	(4, 39.58447267746105)	(5, 39.59995661748945)	(6, 39.61661767046227)	(7, 39.618452448412036)	(8, 39.636233958527086)	(9, 39.627582671134284)	(10, 39.60697402824218)	(15, 39.61884400433066)	(20, 39.596887143023345)	(25, 39.49588289831209)	(30, 39.443468669434154)	(35, 39.409006153112884)	(40, 39.395611571036326)	(45, 39.34386515902581)	(50, 39.29664574353596)	(55, 39.25894111748869)	(60, 39.20841740696331)	(65, 39.161844069666266)	(70, 39.09132453905258)	(75, 39.057137075517794)	(80, 39.002414444326675)	(85, 38.92448181537395)	(90, 38.84191797043908)	(95, 38.751898762101646)	(100, 38.71690507083243)	(105, 38.623925798877224)	(110, 38.526702458921605)	(115, 38.41542668220674)	(120, 38.30078934438784)	(125, 38.17594369073008)	(130, 38.05535898223418)	(135, 37.891065349066025)	(140, 37.72885238167859)	(145, 37.49838849910306)	(150, 36.896541124102654)
270M_1	(1, 38.36909806427498)	(2, 38.877032434978595)	(3, 39.0280758424496)	(4, 39.01131524594468)	(5, 39.06789738503926)	(6, 39.097340452002506)	(7, 39.09811908914772)	(8, 39.10093264975674)	(9, 39.14425184016169)	(10, 39.19300316853284)	(15, 39.451398712662986)	(20, 39.50065215160455)	(25, 39.329999254779295)	(30, 39.283106572629606)	(35, 39.27023107871092)	(40, 39.27569383341919)	(45, 39.22090346366243)	(50, 39.19705706915727)	(55, 39.16471496268082)	(60, 39.128172219194155)	(65, 39.087902292317075)	(70, 39.02190719885497)	(75, 38.97805306937288)	(80, 38.91030443050555)	(85, 38.86741042685648)	(90, 38.79239195357222)	(95, 38.74760738309836)	(100, 38.70024951844874)	(105, 38.633319272496216)	(110, 38.59846440540262)	(115, 38.530138243989455)	(120, 38.48809736955891)	(125, 38.42205771283877)	(130, 38.3612979662834)	(135, 38.28792723366307)	(140, 38.23591041277298)	(145, 38.15315846640759)	(150, 37.82083583485881)
270M_2	(1, 38.39633820565154)	(2, 39.43401856608438)	(3, 39.567618069761195)	(4, 39.55783957029133)	(5, 39.544087253675336)	(6, 39.574907434099934)	(7, 39.58459192357341)	(8, 39.614919676397236)	(9, 39.61679589674863)	(10, 39.5982368076213)	(15, 39.613176517886735)	(20, 39.590148572290424)	(25, 39.48966826439998)	(30, 39.43479985094786)	(35, 39.403580453004)	(40, 39.39006005570947)	(45, 39.33739661962571)	(50, 39.28940177075758)	(55, 39.25067142005419)	(60, 39.199776675763935)	(65, 39.15220324205301)	(70, 39.08296962120261)	(75, 39.04779788382718)	(80, 38.99662178147623)	(85, 38.91800704287057)	(90, 38.83643619082493)	(95, 38.746487890223605)	(100, 38.714721722461505)	(105, 38.622400282385954)	(110, 38.524175714462224)	(115, 38.4131736781889)	(120, 38.29821944646871)	(125, 38.17439573454989)	(130, 38.053695046310125)	(135, 37.89067446133056)	(140, 37.72980641529934)	(145, 37.50006928562732)	(150, 36.89833733792387)
271M_1	(1, 38.27889240160143)	(2, 38.79051643178749)	(3, 38.96167976823246)	(4, 38.94468701857918)	(5, 39.0124376988677)	(6, 39.045175521175246)	(7, 39.04128443923428)	(8, 39.041444043349685)	(9, 39.0914101558667)	(10, 39.1455592458972)	(15, 39.420811075005574)	(20, 39.47092468373958)	(25, 39.28179405159305)	(30, 39.23310676377475)	(35, 39.22223737408163)	(40, 39.23316465193407)	(45, 39.18021777750046)	(50, 39.164151745075976)	(55, 39.12992088174154)	(60, 39.09019987270545)	(65, 39.04856145215984)	(70, 38.97941439747492)	(75, 38.93359475969108)	(80, 38.86185944516429)	(85, 38.82042573196603)	(90, 38.74258491793962)	(95, 38.697058914163925)	(100, 38.64777070418414)	(105, 38.577716439440096)	(110, 38.54867266180899)	(115, 38.476102653575666)	(120, 38.43812742265801)	(125, 38.37427431942047)	(130, 38.3129411266762)	(135, 38.24233610979994)	(140, 38.200706695923344)	(145, 38.12550429866429)	(150, 37.80229927986178)
271M_2	(1, 39.02092818791039)	(2, 39.65083232082926)	(3, 39.64803616941999)	(4, 39.59327083890199)	(5, 39.555067427388046)	(6, 39.546921458723084)	(7, 39.522375730407774)	(8, 39.54203448903413)	(9, 39.523165342721995)	(10, 39.498728996077666)	(15, 39.51617729885672)	(20, 39.49918787756512)	(25, 39.37516750406048)	(30, 39.317365602600646)	(35, 39.285827213519404)	(40, 39.27952414386795)	(45, 39.21987138502849)	(50, 39.1627852909913)	(55, 39.12267708254596)	(60, 39.06644056374847)	(65, 39.02018324640318)	(70, 38.936514776822975)	(75, 38.90392882302906)	(80, 38.847110386927945)	(85, 38.76261730045276)	(90, 38.674708244747194)	(95, 38.578299169178464)	(100, 38.54994702685248)	(105, 38.45520441218457)	(110, 38.35283591375638)	(115, 38.23751513514601)	(120, 38.12588823959871)	(125, 38.00478590018632)	(130, 37.89570660343245)	(135, 37.74570761133201)	(140, 37.60165973429059)	(145, 37.39196503787551)	(150, 36.81660823215226)
272M_1	(1, 38.236764498293354)	(2, 38.715298057713554)	(3, 38.89507520104315)	(4, 38.87863053152044)	(5, 38.9464667646164)	(6, 38.978199215579274)	(7, 38.97057937877074)	(8, 38.97062310712305)	(9, 39.01892422414026)	(10, 39.0744871894065)	(15, 39.38449891178998)	(20, 39.44311274912166)	(25, 39.25024010338028)	(30, 39.20191930528676)	(35, 39.195861935369535)	(40, 39.210222087387606)	(45, 39.16233859051201)	(50, 39.1521017766009)	(55, 39.11428253363975)	(60, 39.071501544913616)	(65, 39.0284549081061)	(70, 38.95878268583742)	(75, 38.9121212913458)	(80, 38.8401867981428)	(85, 38.79631337033411)	(90, 38.71610084567582)	(95, 38.66850231521387)	(100, 38.61761601870627)	(105, 38.54850529325402)	(110, 38.51976396333437)	(115, 38.44790093513203)	(120, 38.409886677433086)	(125, 38.34866576768076)	(130, 38.28884889414602)	(135, 38.22406037901179)	(140, 38.18763661239352)	(145, 38.12076440698802)	(150, 37.824210353767896)
272M_2	(1, 38.38776431599236)	(2, 39.48708122471768)	(3, 39.5385539190933)	(4, 39.56339237523518)	(5, 39.56362747319001)	(6, 39.56491149863677)	(7, 39.55332521052094)	(8, 39.57541687585275)	(9, 39.565709690366546)	(10, 39.54338266165744)	(15, 39.55470720782593)	(20, 39.532814432400016)	(25, 39.41888994482796)	(30, 39.362187963258975)	(35, 39.324494123568584)	(40, 39.31640954085849)	(45, 39.25775524429463)	(50, 39.20329392384703)	(55, 39.16005982357103)	(60, 39.10505072422512)	(65, 39.056353831335784)	(70, 38.974800671041095)	(75, 38.93965194531891)	(80, 38.88521210197301)	(85, 38.79782902997243)	(90, 38.70992887960618)	(95, 38.61091753850207)	(100, 38.58384838342895)	(105, 38.48840749657462)	(110, 38.385133886394144)	(115, 38.26946920504332)	(120, 38.15773192250672)	(125, 38.03944711879704)	(130, 37.93168065819111)	(135, 37.78674299243754)	(140, 37.64559304692214)	(145, 37.44114495557292)	(150, 36.8698240018976)
69M_1	(1, 38.321218038122396)	(2, 38.79557221198522)	(3, 38.947391203535595)	(4, 38.930541928785956)	(5, 38.99342925744641)	(6, 39.01723930710616)	(7, 39.02452165079497)	(8, 39.02423595803427)	(9, 39.07703656708218)	(10, 39.12611412379849)	(15, 39.41413982706656)	(20, 39.47076718307978)	(25, 39.28949760442186)	(30, 39.24621514693117)	(35, 39.23561512657668)	(40, 39.25029295813171)	(45, 39.2042842372679)	(50, 39.19006538536879)	(55, 39.15258265640422)	(60, 39.113931582800056)	(65, 39.0731885024215)	(70, 39.00176642819829)	(75, 38.95832496632884)	(80, 38.88760526858525)	(85, 38.847173543670756)	(90, 38.767030109186784)	(95, 38.72127086136876)	(100, 38.67172400984577)	(105, 38.60460628552503)	(110, 38.57645858979329)	(115, 38.505386462682125)	(120, 38.46695729423624)	(125, 38.40361460110228)	(130, 38.34133592998478)	(135, 38.27255664321487)	(140, 38.23167169238549)	(145, 38.158213078130316)	(150, 37.84994097005401)
69M_2	(1, 38.14372862064603)	(2, 39.39280032602835)	(3, 39.50891875473684)	(4, 39.55367061839626)	(5, 39.54808828029358)	(6, 39.57042493095988)	(7, 39.573007282916514)	(8, 39.60616631311498)	(9, 39.605311016965025)	(10, 39.58979314346285)	(15, 39.60269067589081)	(20, 39.584384181362)	(25, 39.481908729755375)	(30, 39.43149433628847)	(35, 39.39735433567618)	(40, 39.391254016613)	(45, 39.337052651673716)	(50, 39.28332479501078)	(55, 39.246009416744)	(60, 39.195130332311855)	(65, 39.15239976721111)	(70, 39.07446761930542)	(75, 39.046164852615235)	(80, 38.99489528605035)	(85, 38.91520457254382)	(90, 38.83152203147114)	(95, 38.74067901484837)	(100, 38.71794088799106)	(105, 38.629857006593745)	(110, 38.531926373924726)	(115, 38.422724039526756)	(120, 38.31536224456662)	(125, 38.19896435631688)	(130, 38.08996953423828)	(135, 37.94097410623472)	(140, 37.79286253517086)	(145, 37.57667178371976)	(150, 36.989478185545885)
70M_1	(1, 38.34321598389898)	(2, 38.797437931579786)	(3, 38.968794403395194)	(4, 38.95019903464157)	(5, 39.0168045538748)	(6, 39.04841857934097)	(7, 39.04832653187151)	(8, 39.04607715362102)	(9, 39.09977384165602)	(10, 39.1457201030974)	(15, 39.428583964317966)	(20, 39.477825889626395)	(25, 39.29094175134846)	(30, 39.24463014366886)	(35, 39.23142854472972)	(40, 39.24474163044504)	(45, 39.191267140424365)	(50, 39.181575097057205)	(55, 39.1495205702044)	(60, 39.1155089709095)	(65, 39.07431571955704)	(70, 39.00175349157941)	(75, 38.953636278704735)	(80, 38.880885912819224)	(85, 38.84084770040566)	(90, 38.75946171385735)	(95, 38.713917685448585)	(100, 38.66345710165191)	(105, 38.594107436306125)	(110, 38.56719422679289)	(115, 38.49268869535235)	(120, 38.455722317195026)	(125, 38.3917462661497)	(130, 38.32777024476977)	(135, 38.25920960677232)	(140, 38.221100386389594)	(145, 38.14817970725811)	(150, 37.836427896223086)
