Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
105M_1	(0.0, 0.006550907016688229)	(1.0, 0.006709006397980819)	(2.0, 0.009511775021439944)	(3.0, 0.018319093616031946)	(4.0, 0.040881596136076934)	(5.0, 0.09633307198896153)	(6.0, 0.21642245815262634)	(7.0, 0.4462516362882649)	(8.0, 0.8394453353159353)	(9.0, 1.4486382808871259)	(10.0, 2.3060488683466764)	(11.0, 3.3989398801935793)	(12.0, 4.6547964002082995)	(13.0, 5.931371467714316)	(14.0, 7.0611512596901616)	(15.0, 7.912721311842845)	(16.0, 8.393174038778078)	(17.0, 8.449707473662121)	(18.0, 8.093367063065553)	(19.0, 7.421560309466526)	(20.0, 6.552346581462787)	(21.0, 5.574776162196887)	(22.0, 4.5936431293219275)	(23.0, 3.691103772551304)	(24.0, 2.916544789431037)	(25.0, 2.2875528539944363)	(26.0, 1.7817004397238527)	(27.0, 1.372438681128078)	(28.0, 1.0366925970803604)	(29.0, 0.7692233978781406)	(30.0, 0.5688501779387026)	(31.0, 0.42461138015909333)	(32.0, 0.32256952234767555)	(33.0, 0.24747500499868297)	(34.0, 0.1882920610954947)	(35.0, 0.14151561659979403)	(36.0, 0.10828678337247513)	(37.0, 0.08627063789798549)	(38.0, 0.0689947850972856)	(39.0, 0.05525680926775562)	(40.0, 0.04532128488421172)	(41.0, 0.03723025328241472)	(42.0, 0.02940971143840742)	(43.0, 0.02242483775266096)	(44.0, 0.017727027565681126)	(45.0, 0.01515065295420901)	(46.0, 0.01332444377438031)	(47.0, 0.011798300767208976)	(48.0, 0.0110535128655415)	(49.0, 0.011980599033393288)	(50.0, 0.013520723618502064)	(51.0, 0.01145198783675854)	(52.0, 0.007717831021466875)	(53.0, 0.0062078206042233556)	(54.0, 0.005781382477131435)	(55.0, 0.005483467316464445)	(56.0, 0.005195769462751737)	(57.0, 0.005043047611435085)	(58.0, 0.004947865330860974)	(59.0, 0.0049199021749860945)	(60.0, 0.004932270493930753)	(61.0, 0.004923666445969251)	(62.0, 0.0050607934603556825)	(63.0, 0.005434531793683405)	(64.0, 0.006085212920771958)	(65.0, 0.00701391234761653)	(66.0, 0.00819266691834224)	(67.0, 0.009285381009452934)	(68.0, 0.010337225872746497)	(69.0, 0.011318087340357672)	(70.0, 0.012033298827157486)	(71.0, 0.01250114393506413)	(72.0, 0.012599552733623804)	(73.0, 0.012752274584940456)	(74.0, 0.012787766282781651)	(75.0, 0.012464576731227748)	(76.0, 0.011800451779199351)	(77.0, 0.00960480629002368)	(78.0, 0.004221898784109283)	(79.0, 0.000362445520378252)	(80.0, 0.00011023936450673838)	(81.0, 4.194473381231997e-05)	(82.0, 2.0434613908566135e-05)	(83.0, 1.3443824939846143e-05)	(84.0, 8.604047961501532e-06)	(85.0, 5.377529975938457e-06)	(86.0, 4.302023980750766e-06)	(87.0, 4.839776978344611e-06)	(88.0, 6.453035971126148e-06)	(89.0, 5.9152829735323025e-06)	(90.0, 7.52854196631384e-06)	(91.0, 8.604047961501532e-06)	(92.0, 9.141800959095377e-06)	(93.0, 9.141800959095377e-06)	(94.0, 9.141800959095377e-06)	(95.0, 1.3443824939846143e-05)	(96.0, 2.4198884891723055e-05)	(97.0, 4.678451079066458e-05)	(98.0, 0.0001140036354898953)	(99.0, 8.496497361982762e-05)	(100.0, 2.6887649879692286e-06)
105M_2	(0.0, 0.0)	(1.0, 6.453832049906365e-06)	(2.0, 4.8403740374297735e-05)	(3.0, 0.00033721272460760757)	(4.0, 0.0015048185063031674)	(5.0, 0.0039949220388920395)	(6.0, 0.007753203569287513)	(7.0, 0.015420356044576275)	(8.0, 0.03513735077637771)	(9.0, 0.08329423207476652)	(10.0, 0.18904188367049476)	(11.0, 0.3989511576356868)	(12.0, 0.7707182368578305)	(13.0, 1.3597707822588718)	(14.0, 2.2032097230163723)	(15.0, 3.2940600801423954)	(16.0, 4.564081722637919)	(17.0, 5.882991680730822)	(18.0, 7.085868192398458)	(19.0, 8.005565074838314)	(20.0, 8.52024903788961)	(21.0, 8.586338967177337)	(22.0, 8.233852711204289)	(23.0, 7.541478617238948)	(24.0, 6.624990364966569)	(25.0, 5.614241206508621)	(26.0, 4.617594746718393)	(27.0, 3.70608508805318)	(28.0, 2.9147759000401234)	(29.0, 2.2578849746851666)	(30.0, 1.726740512990585)	(31.0, 1.306618097134518)	(32.0, 0.9816257035134082)	(33.0, 0.732265767685151)	(34.0, 0.5446614751037727)	(35.0, 0.40739761033100175)	(36.0, 0.3072088594075929)	(37.0, 0.23378414999514563)	(38.0, 0.17955475055713244)	(39.0, 0.1398620699921958)	(40.0, 0.1113420483443221)	(41.0, 0.09085382068255685)	(42.0, 0.07505268854703609)	(43.0, 0.06138777482003436)	(44.0, 0.04989995377120103)	(45.0, 0.04068119250724728)	(46.0, 0.03416927596889176)	(47.0, 0.02997267167844014)	(48.0, 0.027139439408531245)	(49.0, 0.02550500644189246)	(50.0, 0.024656327527329776)	(51.0, 0.023921666312315435)	(52.0, 0.022057584488567476)	(53.0, 0.01896404765931236)	(54.0, 0.016120596821991115)	(55.0, 0.014309759112654887)	(56.0, 0.014170463904244408)	(57.0, 0.015641399792285567)	(58.0, 0.019153360066109612)	(59.0, 0.024671386468779557)	(60.0, 0.030009781212727103)	(61.0, 0.029902217345228663)	(62.0, 0.023265526720574952)	(63.0, 0.015190707187467104)	(64.0, 0.009154760762792178)	(65.0, 0.00558848073588142)	(66.0, 0.003709877790021175)	(67.0, 0.0028563585014210586)	(68.0, 0.00232553081531626)	(69.0, 0.0019807886199837616)	(70.0, 0.0017925518518614929)	(71.0, 0.001662399572188381)	(72.0, 0.0015306338345027928)	(73.0, 0.0014687846106911902)	(74.0, 0.00142468342501683)	(75.0, 0.0013843469747049151)	(76.0, 0.0013929520841047902)	(77.0, 0.0014074732062170797)	(78.0, 0.001419305231641908)	(79.0, 0.0014720115267161432)	(80.0, 0.001552684427339973)	(81.0, 0.0016139958318140836)	(82.0, 0.0016693912235757795)	(83.0, 0.0017032738418377882)	(84.0, 0.0017323160860623667)	(85.0, 0.0017419968341372263)	(86.0, 0.0017350051827498278)	(87.0, 0.0017710390783618048)	(88.0, 0.0017462993888371638)	(89.0, 0.0016252900379014194)	(90.0, 0.0014795409974410342)	(91.0, 0.0013235733895682969)	(92.0, 0.0012434383082819596)	(93.0, 0.0011358744407835202)	(94.0, 0.0010283105732850808)	(95.0, 0.001040142598709909)	(96.0, 0.0011622275883206377)	(97.0, 0.0014155404962794627)	(98.0, 0.0018016947805988602)	(99.0, 0.002927888473307521)	(100.0, 0.010974741400865773)
106M_1	(0.0, 0.006949924570212406)	(1.0, 0.00673981847376938)	(2.0, 0.009336979008237609)	(3.0, 0.018846686748052368)	(4.0, 0.044170984092102905)	(5.0, 0.10545740335051604)	(6.0, 0.23471682591236337)	(7.0, 0.48076352396876754)	(8.0, 0.9025529283874154)	(9.0, 1.54991982668501)	(10.0, 2.453228230901684)	(11.0, 3.5889185083740247)	(12.0, 4.873440355828889)	(13.0, 6.152429220636184)	(14.0, 7.260807404542061)	(15.0, 8.072754202552336)	(16.0, 8.488440336347354)	(17.0, 8.478193275137002)	(18.0, 8.064056036689077)	(19.0, 7.33835241119342)	(20.0, 6.433910793232858)	(21.0, 5.444977641992985)	(22.0, 4.463612274491031)	(23.0, 3.5708108740676385)	(24.0, 2.8077225214978743)	(25.0, 2.1815451911369705)	(26.0, 1.6772594118696558)	(27.0, 1.2724240403599425)	(28.0, 0.9482082469236616)	(29.0, 0.6958640292110675)	(30.0, 0.5083616110088255)	(31.0, 0.376034412909426)	(32.0, 0.2823910884750769)	(33.0, 0.21483489942226824)	(34.0, 0.16458499662606987)	(35.0, 0.12630434544260283)	(36.0, 0.09818807220781343)	(37.0, 0.07857741477485099)	(38.0, 0.06376465181376269)	(39.0, 0.05201570012425595)	(40.0, 0.04260283373886642)	(41.0, 0.0344211550992104)	(42.0, 0.027480291708359417)	(43.0, 0.021950140679340178)	(44.0, 0.017637019303302227)	(45.0, 0.01447013711648445)	(46.0, 0.012131220193816813)	(47.0, 0.010496809966499914)	(48.0, 0.009564074815983304)	(49.0, 0.009730573986749475)	(50.0, 0.010500774232470537)	(51.0, 0.009905568013166981)	(52.0, 0.008185076581916549)	(53.0, 0.006965781634094898)	(54.0, 0.0065517990020198275)	(55.0, 0.0059345061580228)	(56.0, 0.005335335672748621)	(57.0, 0.004951934521018357)	(58.0, 0.004805256680105302)	(59.0, 0.005198851658617168)	(60.0, 0.006180290648201433)	(61.0, 0.007767129683870856)	(62.0, 0.009885746683313865)	(63.0, 0.012292622451192184)	(64.0, 0.014294010442646768)	(65.0, 0.015311127825966638)	(66.0, 0.01517351116441501)	(67.0, 0.013907211348655968)	(68.0, 0.011890532617028982)	(69.0, 0.009514804653205559)	(70.0, 0.007121520654369377)	(71.0, 0.005068597205296694)	(72.0, 0.003632400276510949)	(73.0, 0.0026203798065818776)	(74.0, 0.001757868796116306)	(75.0, 0.0011688921376237294)	(76.0, 0.0007532105344183915)	(77.0, 0.00039076335996142116)	(78.0, 0.000140448280102076)	(79.0, 3.284677518516294e-05)	(80.0, 2.038765356320458e-05)	(81.0, 1.5290740172403435e-05)	(82.0, 1.019382678160229e-05)	(83.0, 7.36220823115721e-06)	(84.0, 7.36220823115721e-06)	(85.0, 7.928531941246227e-06)	(86.0, 5.663237100890161e-06)	(87.0, 3.3979422605340967e-06)	(88.0, 5.096913390801145e-06)	(89.0, 5.096913390801145e-06)	(90.0, 4.5305896807121295e-06)	(91.0, 5.663237100890161e-06)	(92.0, 9.061179361424259e-06)	(93.0, 1.3591769042136387e-05)	(94.0, 1.5857063882492453e-05)	(95.0, 1.8122358722848518e-05)	(96.0, 3.284677518516294e-05)	(97.0, 8.041796683264029e-05)	(98.0, 0.0002910903869857543)	(99.0, 0.00024182022420800986)	(100.0, 9.061179361424259e-06)
106M_2	(0.0, 2.2655711059573396e-06)	(1.0, 7.929498870850687e-06)	(2.0, 4.474502934265746e-05)	(3.0, 0.0003579602347412597)	(4.0, 0.0016096882707826896)	(5.0, 0.004192439331574057)	(6.0, 0.00835485984599418)	(7.0, 0.017111858563295786)	(8.0, 0.03974831226846855)	(9.0, 0.09479772539379648)	(10.0, 0.21510068390568418)	(11.0, 0.4477051701759948)	(12.0, 0.8544941261783999)	(13.0, 1.4919227519094742)	(14.0, 2.391396960432775)	(15.0, 3.5331445463138356)	(16.0, 4.833615211914385)	(17.0, 6.158793063210951)	(18.0, 7.335075315852897)	(19.0, 8.198918887592805)	(20.0, 8.64115157076236)	(21.0, 8.62767538743135)	(22.0, 8.194358292956514)	(23.0, 7.433526274655049)	(24.0, 6.473348920311504)	(25.0, 5.439861083335839)	(26.0, 4.437015661961023)	(27.0, 3.527947326196769)	(28.0, 2.747031020040993)	(29.0, 2.1073153002784544)	(30.0, 1.5931269459981416)	(31.0, 1.190843644532709)	(32.0, 0.8847938741494735)	(33.0, 0.6524261400597354)	(34.0, 0.47999975350586366)	(35.0, 0.3563986898564786)	(36.0, 0.267925306204962)	(37.0, 0.20396540191990387)	(38.0, 0.15783837420261243)	(39.0, 0.12385933875546426)	(40.0, 0.09957241649960157)	(41.0, 0.08127679703344307)	(42.0, 0.0663466834451842)	(43.0, 0.05426552552266669)	(44.0, 0.04431513722530205)	(45.0, 0.03661049628671763)	(46.0, 0.030955064413471622)	(47.0, 0.0270209001879767)	(48.0, 0.024284656684756725)	(49.0, 0.022503351402697765)	(50.0, 0.021548979574313235)	(51.0, 0.020656344558566044)	(52.0, 0.018924881840838147)	(53.0, 0.016970260369173453)	(54.0, 0.015451761335405547)	(55.0, 0.014946538978777058)	(56.0, 0.016516013362429006)	(57.0, 0.01985206681595119)	(58.0, 0.024139660133975453)	(59.0, 0.027144373813251372)	(60.0, 0.026489057370853216)	(61.0, 0.021798192395968544)	(62.0, 0.015079074888475562)	(63.0, 0.009310930852708177)	(64.0, 0.005743789146378345)	(65.0, 0.003948324044907154)	(66.0, 0.0030466267447361323)	(67.0, 0.0025108191781772217)	(68.0, 0.002142663873459154)	(69.0, 0.001944992794464376)	(70.0, 0.001801129029236085)	(71.0, 0.0016561324784548153)	(72.0, 0.0015247293543092896)	(73.0, 0.0014692228622133349)	(74.0, 0.0014635589344484414)	(75.0, 0.0014692228622133349)	(76.0, 0.0014607269705659946)	(77.0, 0.001432407331741528)	(78.0, 0.0014862146455080147)	(79.0, 0.0015275613181917364)	(80.0, 0.001538889173721523)	(81.0, 0.0016040243430177964)	(82.0, 0.0016753898328554526)	(83.0, 0.0017144709344332168)	(84.0, 0.0017444897515871516)	(85.0, 0.0018152888486483183)	(86.0, 0.0018560691285555504)	(87.0, 0.0018141560630953396)	(88.0, 0.001768844640976193)	(89.0, 0.0016448046229250285)	(90.0, 0.0015077375710146094)	(91.0, 0.0014182475123292945)	(92.0, 0.0013213943475496182)	(93.0, 0.0011848936884156886)	(94.0, 0.0010551897425996309)	(95.0, 0.0010030816071626121)	(96.0, 0.001126555232437287)	(97.0, 0.0014137163701173799)	(98.0, 0.0017898011737062982)	(99.0, 0.0029401449027561376)	(100.0, 0.010652715340211411)
107M_1	(0.0, 0.007527742298808879)	(1.0, 0.0074093616280048085)	(2.0, 0.010188664966212888)	(3.0, 0.01981502174610644)	(4.0, 0.045725591068347504)	(5.0, 0.10838067503195221)	(6.0, 0.24057647581588593)	(7.0, 0.4909605788138341)	(8.0, 0.9151671429374725)	(9.0, 1.5655510768201768)	(10.0, 2.4736359904297687)	(11.0, 3.614287659111021)	(12.0, 4.898100666694571)	(13.0, 6.1716208977398175)	(14.0, 7.272983395842555)	(15.0, 8.067469900657477)	(16.0, 8.470863663095376)	(17.0, 8.446810190546374)	(18.0, 8.022695054351525)	(19.0, 7.299966261508821)	(20.0, 6.3950813254069026)	(21.0, 5.4102207334443575)	(22.0, 4.4338766794729185)	(23.0, 3.5466267639248437)	(24.0, 2.791955800885403)	(25.0, 2.179191024546655)	(26.0, 1.6871449372603584)	(27.0, 1.287813640074563)	(28.0, 0.9659191561487556)	(29.0, 0.7118842778208316)	(30.0, 0.5200779959505355)	(31.0, 0.38303704342583517)	(32.0, 0.28736696443633253)	(33.0, 0.21853283224486536)	(34.0, 0.1677549232618441)	(35.0, 0.12967386970769698)	(36.0, 0.10051998709650688)	(37.0, 0.08029486088368634)	(38.0, 0.0652018538413048)	(39.0, 0.05370307421918434)	(40.0, 0.044924407599869945)	(41.0, 0.036323840471899176)	(42.0, 0.02861641322633412)	(43.0, 0.021926319870491547)	(44.0, 0.016686918217136363)	(45.0, 0.013360104276459454)	(46.0, 0.011171647321996693)	(47.0, 0.009894827229752783)	(48.0, 0.009537042791652978)	(49.0, 0.010662187649429174)	(50.0, 0.012281994595922377)	(51.0, 0.012092796916690872)	(52.0, 0.010158012828236834)	(53.0, 0.008532921030368446)	(54.0, 0.0076455944844754315)	(55.0, 0.006700134573455418)	(56.0, 0.006125142743835644)	(57.0, 0.006561671467425656)	(58.0, 0.008567801049444648)	(59.0, 0.01193689380112301)	(60.0, 0.015577627913485714)	(61.0, 0.0185751956134888)	(62.0, 0.01986681328958322)	(63.0, 0.01926169780712491)	(64.0, 0.017338540391696272)	(65.0, 0.014393292720307486)	(66.0, 0.01113782427319553)	(67.0, 0.008095335336503398)	(68.0, 0.005596657606317469)	(69.0, 0.003783425099492612)	(70.0, 0.002511889858623884)	(71.0, 0.0015896832936546693)	(72.0, 0.0009829823557838046)	(73.0, 0.0006151567000711552)	(74.0, 0.00035249958672462243)	(75.0, 0.0002002958671193882)	(76.0, 0.00011626673025399843)	(77.0, 5.9718820539553736e-05)	(78.0, 2.8009712288463254e-05)	(79.0, 1.374061357547254e-05)	(80.0, 8.455762200290794e-06)	(81.0, 6.87030678773627e-06)	(82.0, 5.8133365126999205e-06)	(83.0, 5.2848513751817465e-06)	(84.0, 5.2848513751817465e-06)	(85.0, 4.227881100145397e-06)	(86.0, 2.6424256875908732e-06)	(87.0, 2.1139405500726984e-06)	(88.0, 4.756366237663572e-06)	(89.0, 8.455762200290794e-06)	(90.0, 1.0041217612845316e-05)	(91.0, 7.927277062772619e-06)	(92.0, 4.756366237663572e-06)	(93.0, 7.398791925254445e-06)	(94.0, 1.5326068988027065e-05)	(95.0, 2.166789063824516e-05)	(96.0, 2.748122715094508e-05)	(97.0, 6.553215705225366e-05)	(98.0, 0.00020558071849456993)	(99.0, 0.00015907402639297056)	(100.0, 4.227881100145397e-06)
107M_2	(0.0, 2.114229002206959e-06)	(1.0, 3.171343503310439e-06)	(2.0, 4.175602279358744e-05)	(3.0, 0.0003948322661621496)	(4.0, 0.0017907519648692944)	(5.0, 0.004583648476784687)	(6.0, 0.009028286396674266)	(7.0, 0.01811577120541033)	(8.0, 0.041526628946847985)	(9.0, 0.0981298249084338)	(10.0, 0.22075035002118246)	(11.0, 0.4582823927473827)	(12.0, 0.8709296810393787)	(13.0, 1.5158160397505498)	(14.0, 2.4241765596022513)	(15.0, 3.57519242760975)	(16.0, 4.885054549011063)	(17.0, 6.209055048307384)	(18.0, 7.371441239888752)	(19.0, 8.215183521631502)	(20.0, 8.63721217256354)	(21.0, 8.604176815846806)	(22.0, 8.151279892925295)	(23.0, 7.376977877088282)	(24.0, 6.414760544748862)	(25.0, 5.388893291183501)	(26.0, 4.392658542755821)	(27.0, 3.4924769177991566)	(28.0, 2.7264938645285777)	(29.0, 2.09542452090408)	(30.0, 1.5875793147724606)	(31.0, 1.1927819333888474)	(32.0, 0.8888017873522845)	(33.0, 0.6580648766391776)	(34.0, 0.4870100078721203)	(35.0, 0.36089836211947735)	(36.0, 0.2706450973587656)	(37.0, 0.206392620867195)	(38.0, 0.1592971127285339)	(39.0, 0.12477175312249425)	(40.0, 0.09971232531658572)	(41.0, 0.08133914673015669)	(42.0, 0.06725309600295282)	(43.0, 0.055343115476270466)	(44.0, 0.04527991398301589)	(45.0, 0.03734362686598152)	(46.0, 0.03138520098051176)	(47.0, 0.02707534515951287)	(48.0, 0.024139209632697955)	(49.0, 0.022467911606453353)	(50.0, 0.021744845287698576)	(51.0, 0.02118827450286759)	(52.0, 0.01974319897985914)	(53.0, 0.01740486170341824)	(54.0, 0.015188621151854794)	(55.0, 0.014097150429465452)	(56.0, 0.014509425084895809)	(57.0, 0.016739936682224153)	(58.0, 0.021046092602469174)	(59.0, 0.026841722854769)	(60.0, 0.03192062947532067)	(61.0, 0.031263632812884856)	(62.0, 0.023719535175759875)	(63.0, 0.014906371580060166)	(64.0, 0.008718023290600396)	(65.0, 0.005234302452213879)	(66.0, 0.003466807006368861)	(67.0, 0.002675556802292907)	(68.0, 0.0023420371771947592)	(69.0, 0.002023845712362612)	(70.0, 0.0017405390260668788)	(71.0, 0.0015851431944046677)	(72.0, 0.0015137879655801828)	(73.0, 0.001423933232986387)	(74.0, 0.0013531065614124538)	(75.0, 0.0013747774086850751)	(76.0, 0.0013922197979532825)	(77.0, 0.0014017338284632139)	(78.0, 0.0014170619887292144)	(79.0, 0.0014493039810128704)	(80.0, 0.0015238305533406657)	(81.0, 0.001618442301189427)	(82.0, 0.0017008972322754986)	(83.0, 0.001763266987840604)	(84.0, 0.0018177083846474332)	(85.0, 0.00181982261364964)	(86.0, 0.001787052064115432)	(87.0, 0.0017970946518759152)	(88.0, 0.0017669668885944663)	(89.0, 0.0016903260872644637)	(90.0, 0.0015999427974201163)	(91.0, 0.001417590545979766)	(92.0, 0.0012711801875769342)	(93.0, 0.001176039882477621)	(94.0, 0.0010291009668242372)	(95.0, 0.0009540458372458903)	(96.0, 0.0010645143026112038)	(97.0, 0.0013145218821221769)	(98.0, 0.001616856629437772)	(99.0, 0.002711498695330425)	(100.0, 0.011698029069211104)
109M_1	(0.0, 0.009101011682674623)	(1.0, 0.008521008464353622)	(2.0, 0.010437913740431161)	(3.0, 0.019888428286641172)	(4.0, 0.045083189159381774)	(5.0, 0.10473292864654069)	(6.0, 0.23201254432247098)	(7.0, 0.4750966103373652)	(8.0, 0.8903644413771101)	(9.0, 1.5307378468058084)	(10.0, 2.4246643227353615)	(11.0, 3.552751820712922)	(12.0, 4.8357537827158605)	(13.0, 6.113736197457839)	(14.0, 7.225162808163094)	(15.0, 8.04489604431319)	(16.0, 8.473104594108467)	(17.0, 8.471376377494913)	(18.0, 8.075111960588899)	(19.0, 7.369104383206003)	(20.0, 6.470876127399347)	(21.0, 5.4846444442775555)	(22.0, 4.500144194053338)	(23.0, 3.6017208170161195)	(24.0, 2.8312278171215977)	(25.0, 2.2008784968893895)	(26.0, 1.6933199319354966)	(27.0, 1.2838172900020757)	(28.0, 0.9552856703734822)	(29.0, 0.6991515319463656)	(30.0, 0.5083915825151415)	(31.0, 0.37380510559250735)	(32.0, 0.28000647052019195)	(33.0, 0.21221738827241748)	(34.0, 0.1615721719473253)	(35.0, 0.1237132927447939)	(36.0, 0.0961743968686173)	(37.0, 0.07706698955156366)	(38.0, 0.06313511927045201)	(39.0, 0.052227092015725556)	(40.0, 0.04294114400188573)	(41.0, 0.03449411006999818)	(42.0, 0.027606437840602134)	(43.0, 0.022549367266073192)	(44.0, 0.018806148713822225)	(45.0, 0.016188629568663775)	(46.0, 0.01439394308535628)	(47.0, 0.012734876578236598)	(48.0, 0.011433353644702968)	(49.0, 0.012318367797612369)	(50.0, 0.014189709050069495)	(51.0, 0.012481326187972427)	(52.0, 0.008402005955603841)	(53.0, 0.006062695378198255)	(54.0, 0.005232358053633347)	(55.0, 0.004738658456522773)	(56.0, 0.0044127416758026556)	(57.0, 0.0040927214157863556)	(58.0, 0.0038295221734613912)	(59.0, 0.00379146281255493)	(60.0, 0.003931907214773139)	(61.0, 0.004385939308967119)	(62.0, 0.005313837248813377)	(63.0, 0.006651275353906626)	(64.0, 0.008486701434804135)	(65.0, 0.010693608320042174)	(66.0, 0.012916060578044822)	(67.0, 0.014471669949179335)	(68.0, 0.014628731818835575)	(69.0, 0.013307911181180361)	(70.0, 0.011145496224889312)	(71.0, 0.008853357813114268)	(72.0, 0.006827634927684454)	(73.0, 0.00520394754478768)	(74.0, 0.003944772350854196)	(75.0, 0.0029814952867850304)	(76.0, 0.002169919619004999)	(77.0, 0.001358879998561678)	(78.0, 0.0004936995971105741)	(79.0, 5.092449698751849e-05)	(80.0, 1.3401183417768025e-05)	(81.0, 1.072094673421442e-05)	(82.0, 9.648852060792978e-06)	(83.0, 4.824426030396489e-06)	(84.0, 2.680236683553605e-06)	(85.0, 4.288378693685768e-06)	(86.0, 5.36047336710721e-06)	(87.0, 2.680236683553605e-06)	(88.0, 2.680236683553605e-06)	(89.0, 3.7523313569750475e-06)	(90.0, 4.288378693685768e-06)	(91.0, 4.824426030396489e-06)	(92.0, 4.824426030396489e-06)	(93.0, 5.36047336710721e-06)	(94.0, 7.504662713950095e-06)	(95.0, 1.4473278091189469e-05)	(96.0, 2.8410508845668215e-05)	(97.0, 5.628497035462571e-05)	(98.0, 0.00015706186965624126)	(99.0, 0.0001222187927700444)	(100.0, 3.216284020264326e-06)
109M_2	(0.0, 0.0)	(1.0, 8.577848202388066e-06)	(2.0, 6.272551497996273e-05)	(3.0, 0.00045355372370126904)	(4.0, 0.0021005005785597777)	(5.0, 0.005266798796266272)	(6.0, 0.009524092082214)	(7.0, 0.018104620862165313)	(8.0, 0.04050567144270175)	(9.0, 0.09568589669763888)	(10.0, 0.21486598350610606)	(11.0, 0.44730797797890526)	(12.0, 0.8528332573639781)	(13.0, 1.4874401591885646)	(14.0, 2.3822925420874537)	(15.0, 3.5198288702127924)	(16.0, 4.82584753992085)	(17.0, 6.151469273348927)	(18.0, 7.32663983823122)	(19.0, 8.196364487052236)	(20.0, 8.644641761878011)	(21.0, 8.633615474129355)	(22.0, 8.201501009778928)	(23.0, 7.445575456365917)	(24.0, 6.4897554812530425)	(25.0, 5.459065366452162)	(26.0, 4.4521198077065165)	(27.0, 3.538452987006715)	(28.0, 2.753063597249526)	(29.0, 2.106884642084405)	(30.0, 1.5908069828359295)	(31.0, 1.1863533983606425)	(32.0, 0.8771364457833941)	(33.0, 0.6443014786398231)	(34.0, 0.4726925113873347)	(35.0, 0.34905462409118904)	(36.0, 0.26153323053568567)	(37.0, 0.19887526611031672)	(38.0, 0.15333064496422463)	(39.0, 0.12044853611139529)	(40.0, 0.09720203136741098)	(41.0, 0.0802527394350048)	(42.0, 0.06663915822230229)	(43.0, 0.05557802296532288)	(44.0, 0.04624800469868791)	(45.0, 0.038500063309880886)	(46.0, 0.03278614417606514)	(47.0, 0.028714882973006704)	(48.0, 0.025685830326538414)	(49.0, 0.023889307243650765)	(50.0, 0.02337678081355808)	(51.0, 0.02294413559485013)	(52.0, 0.02133310847933912)	(53.0, 0.01853726608087326)	(54.0, 0.015801468619824118)	(55.0, 0.014307850801583295)	(56.0, 0.014236547438400943)	(57.0, 0.015825057702380685)	(58.0, 0.0188315934973177)	(59.0, 0.022446084283598972)	(60.0, 0.02590563768672461)	(61.0, 0.025713708333196177)	(62.0, 0.019929021951710722)	(63.0, 0.012525802837537174)	(64.0, 0.007164111595531984)	(65.0, 0.004287315754656086)	(66.0, 0.002942201933419107)	(67.0, 0.0023524748695049275)	(68.0, 0.0020844171131803)	(69.0, 0.0018174315878809713)	(70.0, 0.0016244300033272402)	(71.0, 0.0015622406038599266)	(72.0, 0.0014834316235004864)	(73.0, 0.001413200491343434)	(74.0, 0.0013783529830212326)	(75.0, 0.0013869308312236205)	(76.0, 0.0013906836398121653)	(77.0, 0.0013960447949386578)	(78.0, 0.0014625231185071653)	(79.0, 0.0015284653265630235)	(80.0, 0.00155259052463224)	(81.0, 0.0015799324157773518)	(82.0, 0.0016490913169091056)	(83.0, 0.001719322449066158)	(84.0, 0.0017354059144456357)	(85.0, 0.0017659644986666434)	(86.0, 0.0017858007726346656)	(87.0, 0.0017959869673750016)	(88.0, 0.0017520254953377625)	(89.0, 0.001628718927428434)	(90.0, 0.0015166707852847401)	(91.0, 0.0013971170259639563)	(92.0, 0.0012904300389467549)	(93.0, 0.001185351398467501)	(94.0, 0.0010797366424755979)	(95.0, 0.001022908398134777)	(96.0, 0.0011773096657777622)	(97.0, 0.001436253458387352)	(98.0, 0.001799739775963546)	(99.0, 0.002848381718705487)	(100.0, 0.009985687538605008)
