Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
240M_R1	(1, 0.08444626380975362)	(2, 0.0)	(3, 0.05837145168433569)	(4, 0.318416206137444)	(5, 0.08013928398241624)	(6, 0.0)	(7, 0.16541451580771785)	(8, 0.30148972974283916)	(9, 0.059211837992108836)	(10, 0.19459396158916184)	(12, 0.02749010944672882)	(14, 0.19127409312469115)	(16, 0.282909591550362)	(18, 0.01541711401058013)	(20, 0.13550952836558552)	(22, 0.14869095718274078)	(24, 7.423581721143146e-06)	(26, 0.15994884359888278)	(28, 0.20963783613624867)	(30, 0.13976532666424846)	(32, 0.03310698943191175)	(34, 0.04375712258499286)	(36, 0.04573043628137525)	(38, 0.061650132263022496)	(40, 0.034850052303645476)	(42, 0.03288058838225876)	(44, 4.514395478587208e-05)	(46, 0.00020859686427706747)	(48, 0.01603454270540447)	(50, 0.04393475075298975)	(52, 0.030262678332680454)	(54, 0.14449140390925033)	(56, 0.01724629260053505)	(58, 1.659351434938744e-05)	(60, 9.730016203682161e-06)	(62, 0.050235066008940864)	(64, 0.09683553964645612)	(66, 9.166773726944818e-05)	(68, 0.000812724216669548)	(70, 0.10916259424920428)	(72, 6.998744511284813e-05)	(74, 0.014965213498116331)	(76, 0.026620186622032707)	(78, 2.5287090226079287e-05)	(80, 6.901790540147068e-06)	(82, 0.0005008176942598583)	(84, 0.01679558561671638)	(86, 0.03040324293258865)	(88, 0.04994702124839251)	(90, 0.0)	(92, 0.00036152155314155075)	(94, 0.0002687383939694408)	(96, 0.10101625798742671)	(98, 0.0)	(100, 0.0)	(102, 0.03043170351645079)	(104, 0.0)	(106, 0.08062423130732191)	(108, 0.0)	(110, 0.06493405406476734)	(112, 0.016927841790922802)	(114, 0.04900422659046273)	(116, 0.07569287577945669)	(118, 0.0608540076244232)	(120, 4.300156052663152e-06)	(122, 0.06200251117663727)	(124, 0.00013307949845598415)	(126, 0.03392149470077795)	(128, 0.03294643618574314)	(130, 0.0)
240M_R2	(1, 0.0)	(2, 6.736792412855393e-05)	(3, 0.06739190254222682)	(4, 0.0)	(5, 0.0)	(6, 0.0001438704820372508)	(7, 0.00031971218230500176)	(8, 0.0)	(9, 0.09746083328801224)	(10, 0.06766308698257481)	(12, 9.705548391401838e-05)	(14, 1.1418292225178634e-05)	(16, 0.1511964583289254)	(18, 0.0018509051697014564)	(20, 5.537871729211637e-05)	(22, 0.0003191412676937428)	(24, 0.0002163766376671351)	(26, 0.06067337939693171)	(28, 0.014913431475305813)	(30, 0.017018964561628755)	(32, 0.08532147590881356)	(34, 0.016805442497017913)	(36, 0.05038150169976695)	(38, 0.04741731303811057)	(40, 0.050002414397891014)	(42, 0.00024606419745259957)	(44, 0.03317013891414393)	(46, 0.0002974465124659034)	(48, 3.825127895434843e-05)	(50, 0.05070578119896202)	(52, 0.13109756405701375)	(54, 0.00010280834061906532)	(56, 0.00014910989874289556)	(58, 0.00023486861249807087)	(60, 0.00042642812422207947)	(62, 0.00029390334281831083)	(64, 0.09679630645579411)	(66, 0.0016787944498094216)	(68, 0.05165485549087519)	(70, 0.05026264812029487)	(72, 0.13083754632577682)	(74, 0.09384594095697707)	(76, 0.14729243311810347)	(78, 0.06218056239843773)	(80, 0.00014647218132552982)	(82, 4.599211831918561e-05)	(84, 6.330099787923243e-05)	(86, 0.04912979371374381)	(88, 2.4803336937123597e-05)	(90, 0.03091693457501932)	(92, 0.00016200556501844846)	(94, 0.015200801227833356)	(96, 0.0159382509408723)	(98, 0.08168968710257958)	(100, 0.04963358551700252)	(102, 0.032350311546649205)	(104, 0.00041820954122395704)	(106, 0.0001798073747764847)	(108, 0.09727026225441691)	(110, 0.0320735402540027)	(112, 0.07775908606911096)	(114, 0.01429007633514369)	(116, 0.14775653126941615)	(118, 0.028869532265722198)	(120, 0.0002950026495960429)	(122, 0.06284113821465226)	(124, 0.0005013904573883934)	(126, 0.0006073918709504389)	(128, 0.04135191155592949)	(130, 0.018559561669313)
241M_R1	(1, 0.07893049074847913)	(2, 1.159872606552132e-06)	(3, 0.05435626983345911)	(4, 0.2967452872781171)	(5, 0.0760864831172133)	(6, 0.0)	(7, 0.14952613694627465)	(8, 0.2830158752343595)	(9, 0.055479026516601575)	(10, 0.18358753584658782)	(12, 0.025605927598548142)	(14, 0.17692406772194583)	(16, 0.257399765520643)	(18, 0.01460449311832932)	(20, 0.12603911129222728)	(22, 0.14162202319557424)	(24, 7.54068556595264e-06)	(26, 0.15162788889987816)	(28, 0.19828328518111402)	(30, 0.12987100836194254)	(32, 0.03090670252676507)	(34, 0.03989697223673999)	(36, 0.042463570616320875)	(38, 0.05697334560433692)	(40, 0.03269406411985064)	(42, 0.03040011645378605)	(44, 5.571987566156179e-05)	(46, 0.00025250441717296124)	(48, 0.015100183397767787)	(50, 0.04071667100488575)	(52, 0.02708239437982333)	(54, 0.13301431860017873)	(56, 0.015796303236294204)	(58, 1.7433035902884182e-05)	(60, 4.650006074651685e-06)	(62, 0.04653907376911519)	(64, 0.09192295753938802)	(66, 0.00011170071506143586)	(68, 0.0009166209995415032)	(70, 0.10086888450475172)	(72, 0.00011008664261450209)	(74, 0.014100305738171752)	(76, 0.02467393822403165)	(78, 1.80864834260075e-05)	(80, 8.173860297202377e-06)	(82, 0.0006491713033235211)	(84, 0.016270724551020316)	(86, 0.028275600289665227)	(88, 0.04728102847311231)	(90, 5.868548664840037e-07)	(92, 0.0004601815836564424)	(94, 0.00023665225085548315)	(96, 0.09340150063442022)	(98, 0.0)	(100, 0.0)	(102, 0.02887847109207902)	(104, 0.0)	(106, 0.07600174922972093)	(108, 0.0)	(110, 0.061007375078980665)	(112, 0.015825377023357335)	(114, 0.0459315395464387)	(116, 0.07056568557236188)	(118, 0.057712212871232224)	(120, 1.3010639326398312e-05)	(122, 0.05982946418239786)	(124, 0.00012081343458984151)	(126, 0.03251417344133086)	(128, 0.03042477646504879)	(130, 0.0)
241M_R2	(1, 0.0)	(2, 5.915350293415873e-05)	(3, 0.06479628316503484)	(4, 1.159872606552132e-06)	(5, 0.0)	(6, 0.00012758598672073452)	(7, 0.00031548534898217986)	(8, 1.159872606552132e-06)	(9, 0.09178419897428985)	(10, 0.0636590280743105)	(12, 9.452961743399876e-05)	(14, 1.159872606552132e-05)	(16, 0.1417126551322362)	(18, 0.0016029439422550462)	(20, 5.5673885114502335e-05)	(22, 0.0003381028648099465)	(24, 0.00021051687808921197)	(26, 0.05689987045962794)	(28, 0.013739850897216554)	(30, 0.015718013627691214)	(32, 0.07935732386769032)	(34, 0.015619424456134285)	(36, 0.0497405567956849)	(38, 0.045003637070525994)	(40, 0.045796409997104374)	(42, 0.0002569117823512972)	(44, 0.03212905113779733)	(46, 0.00028010923448233986)	(48, 3.131656037690756e-05)	(50, 0.049222673676859376)	(52, 0.12052116906757855)	(54, 0.00012009151878769156)	(56, 0.00017060256949404272)	(58, 0.00022230135041047277)	(60, 0.0003802734390126574)	(62, 0.00024332590012391677)	(64, 0.0906945862726305)	(66, 0.0015398926776156523)	(68, 0.04854648547458567)	(70, 0.047050791611294364)	(72, 0.12368231921243489)	(74, 0.0904757254610533)	(76, 0.13932325468473708)	(78, 0.058612945714590706)	(80, 0.00017436304160382647)	(82, 3.9102349196771216e-05)	(84, 8.119521269053837e-05)	(86, 0.04574441462580242)	(88, 2.165955042137572e-05)	(90, 0.028754633803053507)	(92, 0.00013677201823895368)	(94, 0.014775116511839175)	(96, 0.015073469808368361)	(98, 0.07414723157578271)	(100, 0.046903264779514744)	(102, 0.03172185476626474)	(104, 0.0004914706196215837)	(106, 0.00020475953571425973)	(108, 0.09232586021502993)	(110, 0.02963141775931818)	(112, 0.07209977420716873)	(114, 0.013581935133243997)	(116, 0.138198741420093)	(118, 0.026486225432753748)	(120, 0.0003371664477291289)	(122, 0.06082238452202024)	(124, 0.00046548705587917693)	(126, 0.0005467888069099913)	(128, 0.03814999854343926)	(130, 0.017247554762455472)
242M_R1	(1, 0.07557387195515743)	(2, 0.0)	(3, 0.05072368062230486)	(4, 0.2846759035508497)	(5, 0.07217335621997227)	(6, 1.164161497838123e-06)	(7, 0.14811859569294006)	(8, 0.2682111674869252)	(9, 0.05396354207078836)	(10, 0.17436345250020271)	(12, 0.02408184474427941)	(14, 0.17133139387908333)	(16, 0.2541148288349766)	(18, 0.013735092542070611)	(20, 0.1215874878480477)	(22, 0.13471842047750263)	(24, 6.986189961665903e-06)	(26, 0.14229825538969082)	(28, 0.1881609685234637)	(30, 0.12583202671347507)	(32, 0.029102928434134635)	(34, 0.03932256136893735)	(36, 0.04094800531605438)	(38, 0.05517000724305452)	(40, 0.03100677921792814)	(42, 0.029725438522009633)	(44, 7.689483017182569e-05)	(46, 0.00033498994698082064)	(48, 0.014046584330461848)	(50, 0.03889425564662912)	(52, 0.027203707663403055)	(54, 0.12901664451301767)	(56, 0.015592577932903938)	(58, 1.5164315654352263e-05)	(60, 8.16760623405614e-06)	(62, 0.04552160009699448)	(64, 0.08692927949092867)	(66, 0.00015299844453722588)	(68, 0.0009872923671574167)	(70, 0.09769381337604362)	(72, 0.00011519600902081819)	(74, 0.013410578483829403)	(76, 0.023778330738584073)	(78, 1.9333516392440364e-05)	(80, 2.931795466666696e-06)	(82, 0.0006737886755726895)	(84, 0.01496755042822976)	(86, 0.026981014546504794)	(88, 0.044542141146009226)	(90, 1.7702335720524777e-06)	(92, 0.0005574953925341021)	(94, 0.00025060705114753057)	(96, 0.0898124356414683)	(98, 0.0)	(100, 5.973838411016332e-07)	(102, 0.02686292402454329)	(104, 0.0)	(106, 0.07254410860046785)	(108, 0.0)	(110, 0.0588937875141928)	(112, 0.015395401869256784)	(114, 0.04292879253700542)	(116, 0.06691007504412311)	(118, 0.053468330897305884)	(120, 6.384639558334131e-06)	(122, 0.05559329531955754)	(124, 0.00012950457462482655)	(126, 0.03037198953691757)	(128, 0.029923906377855865)	(130, 0.0)
242M_R2	(1, 0.0)	(2, 8.847627383569735e-05)	(3, 0.060890302982925186)	(4, 1.164161497838123e-06)	(5, 0.0)	(6, 0.0001257294417665173)	(7, 0.0003573975798363038)	(8, 0.0)	(9, 0.08532721698404522)	(10, 0.062052718238516553)	(12, 9.66254043205642e-05)	(14, 1.51340994718956e-05)	(16, 0.13483085635661574)	(18, 0.0017095711595752838)	(20, 6.34468016321777e-05)	(22, 0.00042608310820875305)	(24, 0.00021711611934680994)	(26, 0.054904766641790476)	(28, 0.013706837475546062)	(30, 0.014796492637522543)	(32, 0.07743420202870276)	(34, 0.014649226208046023)	(36, 0.04584176938112069)	(38, 0.04192145553715081)	(40, 0.043993663003302666)	(42, 0.0003556513375895466)	(44, 0.030053411147440066)	(46, 0.0003131594429184551)	(48, 3.2596521939467447e-05)	(50, 0.04576144223776986)	(52, 0.11626024589990952)	(54, 0.0001414992780188587)	(56, 0.00019395160125917807)	(58, 0.00023711139226968272)	(60, 0.00038810493117267896)	(62, 0.00029611919128543136)	(64, 0.08626277030287091)	(66, 0.0015247479156844735)	(68, 0.04612126213350605)	(70, 0.045280086865469964)	(72, 0.11689399390141046)	(74, 0.08387798857630956)	(76, 0.13235674124942146)	(78, 0.05415540167638949)	(80, 0.00021670324480779318)	(82, 4.455474192278369e-05)	(84, 9.976984329602612e-05)	(86, 0.042649716292980186)	(88, 2.294853215009917e-05)	(90, 0.02762272912280828)	(92, 0.00014171896913480131)	(94, 0.01371493886860542)	(96, 0.014208982981321868)	(98, 0.0731594910568385)	(100, 0.043340353883157046)	(102, 0.02958680481443655)	(104, 0.0006289712983199081)	(106, 0.00024826836290216584)	(108, 0.08580018869447244)	(110, 0.029158477599623537)	(112, 0.07080921051068799)	(114, 0.0125608100604732)	(116, 0.13317962381342927)	(118, 0.02680585632283183)	(120, 0.00037675247273293824)	(122, 0.05640935091194494)	(124, 0.00047986292764437446)	(126, 0.0006431765531813841)	(128, 0.037393278497107565)	(130, 0.01684040338125028)
269M_R1	(1, 0.06636961121222555)	(2, 2.0824125382308814e-06)	(3, 0.04566938937594146)	(4, 0.24831624191507237)	(5, 0.06320330294784549)	(6, 5.206031345577204e-06)	(7, 0.12096838555210104)	(8, 0.233421786235376)	(9, 0.046500271978695586)	(10, 0.16075391830127114)	(12, 0.02158993259324322)	(14, 0.14895913368473143)	(16, 0.22295272649788303)	(18, 0.012046483567301536)	(20, 0.12117720037892576)	(22, 0.11633864284563092)	(24, 3.645229250498477e-06)	(26, 0.13277245083976974)	(28, 0.16503846770146716)	(30, 0.10877303012617456)	(32, 0.02621707518440125)	(34, 0.032486713013036725)	(36, 0.03593176280466674)	(38, 0.04787837093186437)	(40, 0.02725001931803255)	(42, 0.025344347087362818)	(44, 6.670808196242753e-05)	(46, 0.0002507051486247879)	(48, 0.012490416377342625)	(50, 0.03422620817266213)	(52, 0.02249607441154918)	(54, 0.11217509788980311)	(56, 0.013122746914824044)	(58, 3.914127609922677e-05)	(60, 4.437332415658187e-05)	(62, 0.03882442480403397)	(64, 0.07571101886685491)	(66, 0.0001275095679338813)	(68, 0.0008354241897429639)	(70, 0.08457537003483076)	(72, 8.634277454593865e-05)	(74, 0.011840330271808096)	(76, 0.020831322160627816)	(78, 5.5049720278215626e-05)	(80, 2.7284461737779378e-05)	(82, 0.0005971221014967141)	(84, 0.013221553952840363)	(86, 0.023683031876077752)	(88, 0.039478577538451666)	(90, 0.0030695267386680034)	(92, 0.0033024424477375663)	(94, 0.00021555818359997217)	(96, 0.07777092874237991)	(98, 5.319770868318696e-07)	(100, 0.00010987385563979194)	(102, 0.024197870236508344)	(104, 0.0)	(106, 0.06382767705657902)	(108, 0.012519032907276502)	(110, 0.05047295083646069)	(112, 0.01315367150054634)	(114, 0.03904331815407625)	(116, 0.061883569579753175)	(118, 0.04841230499755481)	(120, 1.4539339726195266e-05)	(122, 0.04866675479931687)	(124, 0.00029076315919238105)	(126, 0.027040672387903468)	(128, 0.02568736663604175)	(130, 5.834107276281093e-07)
269M_R2	(1, 5.726634480134925e-05)	(2, 5.10191071866566e-05)	(3, 0.05333058510409288)	(4, 0.0)	(5, 7.080202629984997e-05)	(6, 0.00010307942064242864)	(7, 0.00043730663302848514)	(8, 0.005619390234416034)	(9, 0.07600389282035072)	(10, 0.053091107662196324)	(12, 0.0001270271648320838)	(14, 1.5097490902173891e-05)	(16, 0.11740329528664978)	(18, 0.0016164727328017217)	(20, 7.028142316529225e-05)	(22, 0.00030819705565817047)	(24, 0.00021344728516866537)	(26, 0.05402454908245832)	(28, 0.011792702204001483)	(30, 0.013380021161267972)	(32, 0.06579122112973192)	(34, 0.013334208085426891)	(36, 0.04037693791002768)	(38, 0.03778173128425744)	(40, 0.0378291061695022)	(42, 0.0032287806405269823)	(44, 0.04777991448343847)	(46, 0.0002753990581810341)	(48, 2.81125692661169e-05)	(50, 0.046373244813863505)	(52, 0.10109121653465215)	(54, 0.0003312486836315333)	(56, 0.00020838765630513403)	(58, 0.0002631627452143295)	(60, 0.0003456012858744821)	(62, 0.00030973217281728713)	(64, 0.07546090915946818)	(66, 0.0012481628798290225)	(68, 0.04085376363437787)	(70, 0.03967456060102948)	(72, 0.10931590757968389)	(74, 0.08383134393978886)	(76, 0.11609056604255262)	(78, 0.04867301945475916)	(80, 0.00017394036642099457)	(82, 3.4609514067320166e-05)	(84, 6.19403726698163e-05)	(86, 0.041029469831604805)	(88, 0.009305900139593239)	(90, 0.02342866271523493)	(92, 0.0001567682705580922)	(94, 0.011885678932973593)	(96, 0.012557503025125104)	(98, 0.06188201311555554)	(100, 0.03867972564101502)	(102, 0.026086822675522515)	(104, 0.0005165257677425489)	(106, 0.00021186937745253928)	(108, 0.07636256970121177)	(110, 0.025163317140224063)	(112, 0.06055761060760014)	(114, 0.01151598293592401)	(116, 0.11577303291131831)	(118, 0.03067523795472563)	(120, 0.00037344062790541625)	(122, 0.04968113735086781)	(124, 0.006187349157859953)	(126, 0.006469216619360914)	(128, 0.031842105413388)	(130, 0.01470636721435699)
270M_R1	(1, 0.07157872723659608)	(2, 2.0201432932081026e-06)	(3, 0.049169277685038607)	(4, 0.26773464100710287)	(5, 0.06830811524489218)	(6, 3.030214939812154e-06)	(7, 0.13165879884825166)	(8, 0.2487210523314282)	(9, 0.04974299838030971)	(10, 0.16999606819510843)	(12, 0.023146296817755135)	(14, 0.15977414313147542)	(16, 0.23919383093426103)	(18, 0.012865289868678933)	(20, 0.1285757028174688)	(22, 0.12499549526417009)	(24, 6.062232851606588e-06)	(26, 0.14039944862982934)	(28, 0.1762057410708249)	(30, 0.11635976980547522)	(32, 0.027734669629148126)	(34, 0.03491655102483731)	(36, 0.03874094031312058)	(38, 0.05187820303815603)	(40, 0.029169548750255393)	(42, 0.027342046924125382)	(44, 5.865146261655126e-05)	(46, 0.00020732868783236025)	(48, 0.013519702318529314)	(50, 0.03668359148901223)	(52, 0.024009351413180082)	(54, 0.11989585303825723)	(56, 0.014171783439516241)	(58, 3.443561169316494e-05)	(60, 3.242091867986092e-05)	(62, 0.04173975236528473)	(64, 0.08147411862168719)	(66, 9.179837324153496e-05)	(68, 0.0007585767067285825)	(70, 0.09106963923029554)	(72, 6.552625051185399e-05)	(74, 0.012593529204077568)	(76, 0.022274490757574084)	(78, 5.955677057249674e-05)	(80, 2.2926829705704285e-05)	(82, 0.000541102839802562)	(84, 0.014154450052541177)	(86, 0.025703484836135083)	(88, 0.04214315319587549)	(90, 0.0029340180414625565)	(92, 0.003163216089158764)	(94, 0.00022492736583222886)	(96, 0.08388111429314336)	(98, 5.171670739934878e-07)	(100, 9.957449691139359e-05)	(102, 0.02529653811530454)	(104, 0.0)	(106, 0.06739926475787557)	(108, 0.011910927733066888)	(110, 0.054303630102495594)	(112, 0.01424306670840055)	(114, 0.04168984127495047)	(116, 0.0665103774350042)	(118, 0.050685354565873385)	(120, 2.072221081864419e-05)	(122, 0.05212447407950042)	(124, 0.00026771372182256265)	(126, 0.02874181987196674)	(128, 0.027744315345614563)	(130, 0.0)
270M_R2	(1, 5.5553940563222815e-05)	(2, 5.8584155503034975e-05)	(3, 0.05718217605754855)	(4, 1.0100716466040513e-06)	(5, 4.242300915737016e-05)	(6, 0.00011615823935946589)	(7, 0.00043736102297955423)	(8, 0.005213989839770112)	(9, 0.08226225504272715)	(10, 0.057240760213051585)	(12, 0.00013787477976145299)	(14, 9.090644819436462e-06)	(16, 0.12554028984894763)	(18, 0.0017489390560949147)	(20, 8.08057317283241e-05)	(22, 0.00029847617157149713)	(24, 0.00019191361285476972)	(26, 0.05719076166654469)	(28, 0.012753669645846054)	(30, 0.014438974188204912)	(32, 0.07151155747209692)	(34, 0.013908181537914484)	(36, 0.042583610549180195)	(38, 0.040282667338216165)	(40, 0.04076144129870649)	(42, 0.003110515635717176)	(44, 0.04835970526028546)	(46, 0.0002691840938199797)	(48, 3.181725686802761e-05)	(50, 0.04865616128856375)	(52, 0.10852276989945962)	(54, 0.000304178162950647)	(56, 0.00018094371548612348)	(58, 0.00025228977491889364)	(60, 0.0003919643742720431)	(62, 0.0003587129127718721)	(64, 0.08062537616233757)	(66, 0.0013479132310681727)	(68, 0.043467786391035226)	(70, 0.04265411484001562)	(72, 0.11519683219209083)	(74, 0.08796267507981381)	(76, 0.1238785298779577)	(78, 0.05259479906085159)	(80, 0.00013682735045061797)	(82, 4.22600555510976e-05)	(84, 6.167707553120453e-05)	(86, 0.04325064791887715)	(88, 0.008781145204339385)	(90, 0.02513783242551457)	(92, 0.00015538425839924224)	(94, 0.012756728191391455)	(96, 0.013399741681985078)	(98, 0.0662962627776122)	(100, 0.041906697528264356)	(102, 0.027520927501789777)	(104, 0.00044400835273516076)	(106, 0.00018257386259713955)	(108, 0.08115680352234217)	(110, 0.026777302198388905)	(112, 0.06490316265312322)	(114, 0.012279918132954355)	(116, 0.124340400776613)	(118, 0.03234304885090748)	(120, 0.00034124809580705196)	(122, 0.052704131852772625)	(124, 0.0058746776075706735)	(126, 0.006107162153909994)	(128, 0.0340275611417215)	(130, 0.01564446767975109)
271M_R1	(1, 0.08403398746715379)	(2, 0.0)	(3, 0.05837804265506802)	(4, 0.3165698406008187)	(5, 0.08058816104383448)	(6, 0.0)	(7, 0.15702697276958863)	(8, 0.2962847463966181)	(9, 0.059349942415491415)	(10, 0.1955655593492411)	(12, 0.027613549727256763)	(14, 0.1910119880853483)	(16, 0.27426755305905925)	(18, 0.0152833034755805)	(20, 0.134725262962723)	(22, 0.14737793499131718)	(24, 5.523856322972455e-06)	(26, 0.1604955547392117)	(28, 0.20992832143537496)	(30, 0.1388427284546459)	(32, 0.033217552057702424)	(34, 0.041765303825565786)	(36, 0.045546077251047735)	(38, 0.06109201200471466)	(40, 0.03440808840741308)	(42, 0.032294915608264495)	(44, 4.9756248286000906e-05)	(46, 0.00023498739875927317)	(48, 0.01592201659161168)	(50, 0.04415233970262528)	(52, 0.028856409600813586)	(54, 0.1426363789531683)	(56, 0.017074590283170533)	(58, 1.6609513055417754e-05)	(60, 1.218406956829028e-05)	(62, 0.049254294873019355)	(64, 0.09645784528805373)	(66, 0.00010700120766109131)	(68, 0.0008485975369939026)	(70, 0.10866675751685169)	(72, 7.106127662738207e-05)	(74, 0.014903374529489689)	(76, 0.026610929912684503)	(78, 2.3360826560329814e-05)	(80, 2.226600498111684e-06)	(82, 0.0005537995294286284)	(84, 0.01671365095598163)	(86, 0.030294718365424293)	(88, 0.05030229425386977)	(90, 1.119659988820419e-06)	(92, 0.0004070903247078034)	(94, 0.00024323698384971592)	(96, 0.09993324630715567)	(98, 0.0)	(100, 0.0)	(102, 0.03072144708736127)	(104, 0.0)	(106, 0.0802475756708098)	(108, 0.0)	(110, 0.06425830618628103)	(112, 0.01710055633809953)	(114, 0.0500375211640854)	(116, 0.07589035744423256)	(118, 0.06100725670341558)	(120, 7.698291086562682e-06)	(122, 0.06194141314383988)	(124, 0.00011841748816394666)	(126, 0.033078326684696346)	(128, 0.03314284502008884)	(130, 0.0)
271M_R2	(1, 0.0)	(2, 4.417726183742708e-05)	(3, 0.06771159364977042)	(4, 0.0)	(5, 0.0)	(6, 0.00011375644923137471)	(7, 0.0002683768656623695)	(8, 0.0)	(9, 0.0974936947174719)	(10, 0.06799598477284886)	(12, 8.780230790188632e-05)	(14, 1.159653123232461e-05)	(16, 0.14967477196829482)	(18, 0.001743897411032434)	(20, 3.975953565368437e-05)	(22, 0.0003451348581048991)	(24, 0.00020542426754403595)	(26, 0.06137049992878073)	(28, 0.01492528791177474)	(30, 0.017083899368306017)	(32, 0.08491532384081046)	(34, 0.016528370300700375)	(36, 0.04924660263327183)	(38, 0.04782796031251746)	(40, 0.04839398147980949)	(42, 0.0002656157867975303)	(44, 0.03306888934840604)	(46, 0.00024352715587881677)	(48, 3.2580730605102475e-05)	(50, 0.050616649966005046)	(52, 0.1297544189740446)	(54, 0.00010607428949327698)	(56, 0.00016191882360592092)	(58, 0.00022111366884347545)	(60, 0.00037877356481673326)	(62, 0.0002306576675144396)	(64, 0.0962844043733169)	(66, 0.001582570560892898)	(68, 0.052520381634373114)	(70, 0.050642611583135905)	(72, 0.13055665704008695)	(74, 0.09355560854673141)	(76, 0.1482139418397418)	(78, 0.062149700583273126)	(80, 0.00014394370185086646)	(82, 3.6156698480908573e-05)	(84, 7.294202538868022e-05)	(86, 0.0485964557704385)	(88, 2.344174044340521e-05)	(90, 0.029970935201834255)	(92, 0.00014275541782562607)	(94, 0.015167838399241802)	(96, 0.01629156797220927)	(98, 0.07885070132199881)	(100, 0.0493805248450163)	(102, 0.032432547461763564)	(104, 0.00044535237251081114)	(106, 0.00020008484281386054)	(108, 0.09603516640113614)	(110, 0.032080847574809064)	(112, 0.07750157079715778)	(114, 0.014132355548360117)	(116, 0.14820699112454036)	(118, 0.02843269878381998)	(120, 0.0003014412134930974)	(122, 0.06183548896684641)	(124, 0.0004876701568453996)	(126, 0.0005690544283204831)	(128, 0.040447608736115005)	(130, 0.01862295064369024)
272M_R1	(1, 0.0836869860079153)	(2, 0.0)	(3, 0.057573759921967504)	(4, 0.31266949454760595)	(5, 0.07939640546310092)	(6, 0.0)	(7, 0.1592932483341885)	(8, 0.29829085545027445)	(9, 0.05868633951650932)	(10, 0.19582908878446603)	(12, 0.02754416429940969)	(14, 0.1896099252376673)	(16, 0.27467989577697177)	(18, 0.015440274121226394)	(20, 0.13561446079801887)	(22, 0.14828360044002695)	(24, 7.821367519070771e-06)	(26, 0.16072814977368177)	(28, 0.2093205805755503)	(30, 0.13863040502054622)	(32, 0.03312205785943438)	(34, 0.042099981784467756)	(36, 0.04519942675184581)	(38, 0.060509371543951515)	(40, 0.03466840734071174)	(42, 0.032143608198312267)	(44, 4.472662897080286e-05)	(46, 0.00023204360478431643)	(48, 0.015865188608858327)	(50, 0.04352994334440824)	(52, 0.0289357717719153)	(54, 0.14304143567576413)	(56, 0.017164217221082786)	(58, 1.1756454892755492e-05)	(60, 1.1759869973469678e-05)	(62, 0.049143199547185726)	(64, 0.09594714481653323)	(66, 9.361070765238667e-05)	(68, 0.0008030003097214812)	(70, 0.10729116010317835)	(72, 6.90324390334262e-05)	(74, 0.01500222719930576)	(76, 0.026449855275293765)	(78, 1.3492850534854065e-05)	(80, 3.938255313063673e-06)	(82, 0.0005028164817589554)	(84, 0.016506594480020998)	(86, 0.029912714077492932)	(88, 0.04991043295006049)	(90, 1.131095622767394e-06)	(92, 0.00038683877303033026)	(94, 0.00022409391511608428)	(96, 0.09957357602567718)	(98, 0.0)	(100, 0.0)	(102, 0.03098279064036697)	(104, 0.0)	(106, 0.07989540901792994)	(108, 0.0)	(110, 0.06405158932958938)	(112, 0.016884221107529792)	(114, 0.04986196970405053)	(116, 0.07479718434253543)	(118, 0.06135221696936941)	(120, 8.351893975999007e-06)	(122, 0.06243304732113922)	(124, 0.0001343824217913373)	(126, 0.03367659148394825)	(128, 0.0328289263591955)	(130, 0.0)
