Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
272M_R2	(1, 0.0)	(2, 6.032058042696582e-05)	(3, 0.06772325610269735)	(4, 1.1170477856845522e-06)	(5, 0.0)	(6, 0.00011617296971119345)	(7, 0.00029936880656346)	(8, 0.0)	(9, 0.0976724242846859)	(10, 0.06800307657301133)	(12, 0.00010220987239013653)	(14, 1.1170477856845522e-05)	(16, 0.15002566138025664)	(18, 0.0017744304075599114)	(20, 4.468191142738209e-05)	(22, 0.0003021614260276714)	(24, 0.00022173398545838365)	(26, 0.06044457273117681)	(28, 0.01465678399596701)	(30, 0.01701989858658268)	(32, 0.08445104669332353)	(34, 0.016733375829554593)	(36, 0.05034366812912424)	(38, 0.047921350005867294)	(40, 0.049023876170337946)	(42, 0.0001915736952449007)	(44, 0.0326094174835963)	(46, 0.00023011184385101778)	(48, 3.686257692759022e-05)	(50, 0.05067040460643697)	(52, 0.13009606705723084)	(54, 9.834256184217523e-05)	(56, 0.00015481766240822708)	(58, 0.00023648255644285153)	(60, 0.00038083029795927636)	(62, 0.0002584389274048353)	(64, 0.09607715279017039)	(66, 0.0015981395528483898)	(68, 0.052140188683746244)	(70, 0.05033469265387373)	(72, 0.13151615432298133)	(74, 0.09454649169762937)	(76, 0.1485039049602388)	(78, 0.06175384675050501)	(80, 0.0001297810430313656)	(82, 3.93593799840572e-05)	(84, 5.9092571766577724e-05)	(86, 0.04870220968565709)	(88, 2.4816527324403796e-05)	(90, 0.03013435991621294)	(92, 0.0001510090740221426)	(94, 0.015210400158837616)	(96, 0.015959648306086153)	(98, 0.07936749391764526)	(100, 0.04921963863239368)	(102, 0.032676250541669845)	(104, 0.0003313806831686832)	(106, 0.0001800424000427316)	(108, 0.09714262987429467)	(110, 0.03160956202873682)	(112, 0.07661682970398305)	(114, 0.014124911167070858)	(116, 0.14744142512736655)	(118, 0.027583917167861485)	(120, 0.0002650279671804612)	(122, 0.06250763421806944)	(124, 0.0004700559667484584)	(126, 0.0005675977149003207)	(128, 0.04022227726263699)	(130, 0.018497908938095525)
69M_R1	(1, 0.08343996493237676)	(2, 0.0)	(3, 0.05668784430407193)	(4, 0.3125147725019436)	(5, 0.08019316115146895)	(6, 0.0)	(7, 0.16242160015966003)	(8, 0.2972951789291497)	(9, 0.05834177536237667)	(10, 0.19400750569768002)	(12, 0.026707130275682566)	(14, 0.18890270747335924)	(16, 0.2795407308925911)	(18, 0.015082352499673211)	(20, 0.13548717397817883)	(22, 0.14725030164160274)	(24, 4.285903401201863e-06)	(26, 0.1598661998568916)	(28, 0.2084667987155175)	(30, 0.13838258348120883)	(32, 0.03235144666204808)	(34, 0.043061012577969036)	(36, 0.0452818277781704)	(38, 0.06103069104440256)	(40, 0.03449617775156549)	(42, 0.032193930878424135)	(44, 5.308178472498831e-05)	(46, 0.00019948350075182756)	(48, 0.015666938437169795)	(50, 0.04367681802327817)	(52, 0.0299725227552204)	(54, 0.14273644415543488)	(56, 0.017110761355281598)	(58, 1.1813702486906268e-05)	(60, 8.594539933901328e-06)	(62, 0.04923451362941008)	(64, 0.09567503238043519)	(66, 8.872911338853112e-05)	(68, 0.0008075163470951657)	(70, 0.10781552397897377)	(72, 8.293223436418944e-05)	(74, 0.014887397841705034)	(76, 0.0261593771578305)	(78, 2.643904184027472e-05)	(80, 4.320114361203347e-06)	(82, 0.0004945668908287045)	(84, 0.01654470452422731)	(86, 0.029647661657149688)	(88, 0.04951856662849869)	(90, 0.0)	(92, 0.000347670015126094)	(94, 0.000257831402639461)	(96, 0.09870158594895814)	(98, 0.0)	(100, 0.0)	(102, 0.030669493915029364)	(104, 0.0)	(106, 0.07893547322520336)	(108, 0.0)	(110, 0.06423920225811763)	(112, 0.016722429365372955)	(114, 0.04882128674584093)	(116, 0.07445738299106386)	(118, 0.06080549325892046)	(120, 6.920591871624128e-06)	(122, 0.061438692869703826)	(124, 0.0001172910927760111)	(126, 0.03312738680451076)	(128, 0.032606905700599154)	(130, 0.0)
69M_R2	(1, 0.0)	(2, 6.641433006145993e-05)	(3, 0.06687387437753035)	(4, 0.0)	(5, 0.0)	(6, 0.00012104547253137051)	(7, 0.00032350205933162743)	(8, 0.0)	(9, 0.09633719935076351)	(10, 0.06748981372890679)	(12, 0.00010337069114404652)	(14, 6.962792667733702e-06)	(16, 0.15064858895739433)	(18, 0.0017653357409884833)	(20, 5.998713682970574e-05)	(22, 0.0003176104655358527)	(24, 0.00023245015521510977)	(26, 0.06100798935468269)	(28, 0.014612223812393143)	(30, 0.016829069877912356)	(32, 0.08431620560963926)	(34, 0.016402197127436687)	(36, 0.04968113248258791)	(38, 0.04730360658627483)	(40, 0.04883542097317625)	(42, 0.00024637574055057714)	(44, 0.032932938119508454)	(46, 0.000275298110093471)	(48, 2.5708772927016748e-05)	(50, 0.04995535939380941)	(52, 0.12915706300169755)	(54, 0.00012163845302937567)	(56, 0.00015222474590125492)	(58, 0.00023483946768069276)	(60, 0.00037865213740872014)	(62, 0.00026021066515956944)	(64, 0.09503792682776288)	(66, 0.0015892968332272656)	(68, 0.051823264731603785)	(70, 0.0496986238326489)	(72, 0.13091486275425457)	(74, 0.09362084980984504)	(76, 0.14802836707376452)	(78, 0.060911982946950556)	(80, 0.00015258617115305057)	(82, 3.777668962922746e-05)	(84, 7.401003928355646e-05)	(86, 0.04812486214035019)	(88, 2.166145141049705e-05)	(90, 0.030260698318517586)	(92, 0.00015481802661990038)	(94, 0.014983163166320344)	(96, 0.015752087662887392)	(98, 0.08149915413230775)	(100, 0.04872137987506397)	(102, 0.0327179123393896)	(104, 0.0004064544099969828)	(106, 0.0001782305645934688)	(108, 0.09676909993871993)	(110, 0.03145149442332651)	(112, 0.07694707548252104)	(114, 0.014155456722306706)	(116, 0.14679642690931333)	(118, 0.02808687773928141)	(120, 0.0002837877901218559)	(122, 0.061495404218083784)	(124, 0.0004927528924302178)	(126, 0.000597118596240448)	(128, 0.04057287136159083)	(130, 0.0183962603784901)
70M_R1	(1, 0.09164397332487066)	(2, 0.0)	(3, 0.06358138777054269)	(4, 0.34510391764514425)	(5, 0.08833045635142014)	(6, 0.0)	(7, 0.17131621946632408)	(8, 0.32634339089471887)	(9, 0.06369923027525642)	(10, 0.21233451711842893)	(12, 0.029938959618019734)	(14, 0.206471852508921)	(16, 0.2967677366605871)	(18, 0.016877503953766634)	(20, 0.14617867918612076)	(22, 0.1626013716486571)	(24, 5.893418954066864e-06)	(26, 0.1759183356324008)	(28, 0.22923394604860464)	(30, 0.15096366999402935)	(32, 0.035748193687056236)	(34, 0.04570989169226778)	(36, 0.050039762064645534)	(38, 0.06701730268365239)	(40, 0.03791482424976454)	(42, 0.03501939079822821)	(44, 3.216766162673752e-05)	(46, 0.0001426238479277189)	(48, 0.01753925788422701)	(50, 0.04732474822724994)	(52, 0.03148847263190038)	(54, 0.15592545152606072)	(56, 0.018414015560865523)	(58, 1.1810118440295849e-05)	(60, 6.443681839471841e-06)	(62, 0.05338677597119181)	(64, 0.105628709396416)	(66, 6.0736279580382184e-05)	(68, 0.0007119028598869247)	(70, 0.11745943528542499)	(72, 3.982306268831903e-05)	(74, 0.016512104651983436)	(76, 0.028715405939728707)	(78, 2.8030398902924684e-05)	(80, 3.236564880279384e-06)	(82, 0.00034118906397058495)	(84, 0.01822352786047856)	(86, 0.03306219745981221)	(88, 0.054654128848140325)	(90, 0.0)	(92, 0.0002584704036455187)	(94, 0.00026705937049080654)	(96, 0.10796558558746484)	(98, 0.0)	(100, 0.0)	(102, 0.03382583039861461)	(104, 0.0)	(106, 0.0870385036856163)	(108, 0.0)	(110, 0.07034996588649679)	(112, 0.018123890122202984)	(114, 0.053997318386600296)	(116, 0.08164248802335283)	(118, 0.06720287286378218)	(120, 4.0099726645319135e-06)	(122, 0.06871575242831268)	(124, 0.00014895502753299857)	(126, 0.03698944144018298)	(128, 0.035280897223235116)	(130, 0.0)
70M_R2	(1, 0.0)	(2, 5.9992547854261e-05)	(3, 0.07444539540965092)	(4, 0.0)	(5, 0.0)	(6, 0.00012855545968770216)	(7, 0.00031281828524007524)	(8, 0.0)	(9, 0.10730309961033019)	(10, 0.07369388161822656)	(12, 0.00011944944795982325)	(14, 4.285181989590072e-06)	(16, 0.1633730990008702)	(18, 0.001897799973639703)	(20, 5.0350888377683345e-05)	(22, 0.00026835952209807823)	(24, 0.0002490762031449229)	(26, 0.06633354590335691)	(28, 0.015850352531744976)	(30, 0.018402714054294562)	(32, 0.09204999431838433)	(34, 0.018136497123191278)	(36, 0.05595858465881065)	(38, 0.05211906159613795)	(40, 0.05304680349688419)	(42, 0.00015962302911223016)	(44, 0.036180327185857675)	(46, 0.00027585859057986087)	(48, 2.3568500942745393e-05)	(50, 0.05602446933190059)	(52, 0.1386588401340388)	(54, 9.324201089321763e-05)	(56, 0.0001281061733673494)	(58, 0.00024609392114987775)	(60, 0.0004285049425015014)	(62, 0.00026447521821337935)	(64, 0.10493876659752657)	(66, 0.0017408908984210775)	(68, 0.056237352710905734)	(70, 0.05479474603945527)	(72, 0.14375488578630924)	(74, 0.10389696930122888)	(76, 0.16182954514487288)	(78, 0.06742735185346185)	(80, 0.0001158297430782085)	(82, 4.259439321914514e-05)	(84, 4.2092832763783126e-05)	(86, 0.05332150120499257)	(88, 3.1907820448334405e-05)	(90, 0.03307212380716386)	(92, 0.00019251740278687323)	(94, 0.016929969326102644)	(96, 0.017521477319801068)	(98, 0.0855992984610652)	(100, 0.053793037518584164)	(102, 0.036365995464190684)	(104, 0.00026828185537793796)	(106, 0.00014175914304137931)	(108, 0.10654790217232207)	(110, 0.03408744252421298)	(112, 0.08360177382291516)	(114, 0.015268570208311464)	(116, 0.16046843706283234)	(118, 0.030397042678626217)	(120, 0.0002488038113312119)	(122, 0.06850563360926384)	(124, 0.0005111204653900527)	(126, 0.000622692566709705)	(128, 0.04386536433581961)	(130, 0.019667831802607668)
71M_R1	(1, 0.08388697203885111)	(2, 0.0)	(3, 0.05763469032511114)	(4, 0.3150562952189742)	(5, 0.08015253325232485)	(6, 0.0)	(7, 0.15545741353548118)	(8, 0.2942221748417309)	(9, 0.05979550466764257)	(10, 0.19260329117936345)	(12, 0.027338805446448768)	(14, 0.18948162063922672)	(16, 0.2735593284201981)	(18, 0.015046160382193495)	(20, 0.13458813006934117)	(22, 0.1467993637733971)	(24, 4.449304172208182e-06)	(26, 0.1585806339140704)	(28, 0.20823573589742267)	(30, 0.13792379562191587)	(32, 0.03276964398278656)	(34, 0.04181316856905865)	(36, 0.04580415681165549)	(38, 0.06151150852244045)	(40, 0.0340594167560245)	(42, 0.032646315038008515)	(44, 4.9528700192777386e-05)	(46, 0.00027103948300047874)	(48, 0.015706659206611163)	(50, 0.04313177284311494)	(52, 0.028864993158873017)	(54, 0.14313665991902202)	(56, 0.01709912224190175)	(58, 1.5043492156598986e-05)	(60, 1.3375451590077588e-05)	(62, 0.0495945115607892)	(64, 0.09470260766519228)	(66, 0.0001149037530466228)	(68, 0.0008464317106149412)	(70, 0.10779440419754116)	(72, 7.593843461158602e-05)	(74, 0.014868409105083712)	(76, 0.026411982133808614)	(78, 1.9570424376209355e-05)	(80, 5.035328846277201e-06)	(82, 0.0005296150460566624)	(84, 0.0163291880954112)	(86, 0.02988559216213044)	(88, 0.04939467793405529)	(90, 1.6854752501696137e-06)	(92, 0.00042637204950541746)	(94, 0.00025627865959321796)	(96, 0.09966447009589235)	(98, 0.0)	(100, 0.0)	(102, 0.030252342641705864)	(104, 0.0)	(106, 0.07950394592743944)	(108, 0.0)	(110, 0.06373870256607941)	(112, 0.016987401529073555)	(114, 0.049257794038868444)	(116, 0.07427865489799562)	(118, 0.060020180278337165)	(120, 1.1749370948960092e-05)	(122, 0.0611789436549217)	(124, 0.00013270601750794655)	(126, 0.03308364012617076)	(128, 0.03305141443889611)	(130, 0.0)
71M_R2	(1, 0.0)	(2, 9.564077892830793e-05)	(3, 0.06657043054242456)	(4, 1.11210208056172e-06)	(5, 0.0)	(6, 0.00013122804550628298)	(7, 0.00034697584913525665)	(8, 0.0)	(9, 0.0956096400700522)	(10, 0.068073992555344)	(12, 0.000107317850774206)	(14, 1.1677071845898061e-05)	(16, 0.14770773018708683)	(18, 0.0017615696956097646)	(20, 6.895032899482666e-05)	(22, 0.0003397471856116055)	(24, 0.0002074070380247608)	(26, 0.06093374114709749)	(28, 0.014918293359695195)	(30, 0.016871700664201857)	(32, 0.08498739704756693)	(34, 0.01638404390187554)	(36, 0.048949173075924106)	(38, 0.04638021726982654)	(40, 0.04805615510523305)	(42, 0.00024299430460273581)	(44, 0.03238719284115869)	(46, 0.0002958191534294175)	(48, 2.9470705134885585e-05)	(50, 0.04971151905214917)	(52, 0.12800755080374754)	(54, 0.00011125542980039102)	(56, 0.0001563512405580682)	(58, 0.00026658594511034346)	(60, 0.0004030438562318739)	(62, 0.0002812043486665526)	(64, 0.09548718395972605)	(66, 0.0015516999541593847)	(68, 0.0517112686251372)	(70, 0.04961562124621956)	(72, 0.12950925062410695)	(74, 0.09221346063313887)	(76, 0.14651976291004723)	(78, 0.06107602913921756)	(80, 0.0001609492365716657)	(82, 4.305960576817084e-05)	(84, 6.771424748731455e-05)	(86, 0.04786618781846826)	(88, 2.578740510059737e-05)	(90, 0.029691183575439734)	(92, 0.00012866433353094452)	(94, 0.014992248510179062)	(96, 0.015508827909385826)	(98, 0.07834664009941499)	(100, 0.048464451418752906)	(102, 0.03172247862326959)	(104, 0.0004618374721336756)	(106, 0.0002158788841766155)	(108, 0.09459748423950391)	(110, 0.03194088838664198)	(112, 0.077456509246706)	(114, 0.014155262764721717)	(116, 0.14737237083040425)	(118, 0.02871580702051159)	(120, 0.0003273697439203566)	(122, 0.061268886067726236)	(124, 0.0005181226098178103)	(126, 0.0005882516451971273)	(128, 0.04046808633238382)	(130, 0.018549996169993907)
72M_R1	(1, 0.09245893157474869)	(2, 2.1910478233763924e-06)	(3, 0.0633333328586063)	(4, 0.3459883617893661)	(5, 0.08817543308004784)	(6, 0.0)	(7, 0.17266004610161814)	(8, 0.3222713646252283)	(9, 0.06526255046708922)	(10, 0.2117620333195491)	(12, 0.029750047345804654)	(14, 0.2087378395613338)	(16, 0.30231400834396305)	(18, 0.0164653223122039)	(20, 0.14784513858854698)	(22, 0.16129448270026908)	(24, 5.478731233886812e-06)	(26, 0.17454638234769296)	(28, 0.22737927016449705)	(30, 0.1522177120576436)	(32, 0.03580192346647578)	(34, 0.045749391745774415)	(36, 0.05052074794053815)	(38, 0.067466919390284)	(40, 0.03732263942404127)	(42, 0.035709898278947355)	(44, 3.453676622138048e-05)	(46, 0.00015954042620353146)	(48, 0.017260447726254298)	(50, 0.047817974988626756)	(52, 0.03178410066069433)	(54, 0.1579592539698479)	(56, 0.018688883721919177)	(58, 1.4269699449065565e-05)	(60, 8.234566343444383e-06)	(62, 0.05413801530229189)	(64, 0.10355865144096375)	(66, 5.8787994509157356e-05)	(68, 0.000711723259309571)	(70, 0.11840986693290072)	(72, 5.0048312295836915e-05)	(74, 0.01639385482437156)	(76, 0.029014818678327916)	(78, 2.5333519083101077e-05)	(80, 2.755195248509299e-06)	(82, 0.0003699813681573545)	(84, 0.01788549030852962)	(86, 0.03319099027631107)	(88, 0.053914635129723415)	(90, 0.0)	(92, 0.000236526087838732)	(94, 0.0002728849288182991)	(96, 0.10914546806491776)	(98, 0.0)	(100, 0.0)	(102, 0.03257173891145121)	(104, 0.0)	(106, 0.08573180316938925)	(108, 0.0)	(110, 0.07061357153040886)	(112, 0.01881107296567964)	(114, 0.053495030471919794)	(116, 0.08125678084129458)	(118, 0.06487294453904544)	(120, 5.77350861713193e-06)	(122, 0.0671655281290557)	(124, 0.0001396785254903666)	(126, 0.036068595684247036)	(128, 0.0361279592903004)	(130, 0.0)
72M_R2	(1, 1.0955239116881962e-06)	(2, 8.983296075843208e-05)	(3, 0.07236592751047548)	(4, 0.0)	(5, 0.0)	(6, 0.00015118229981297106)	(7, 0.0003418034604467172)	(8, 0.0)	(9, 0.10432674211006691)	(10, 0.0748429070748025)	(12, 0.0001106479150805078)	(14, 4.382095646752785e-06)	(16, 0.1620307253484634)	(18, 0.0018941608433088912)	(20, 6.134933905453897e-05)	(22, 0.00027497650183373724)	(24, 0.00023334659318958575)	(26, 0.06752535510668119)	(28, 0.0162646957548788)	(30, 0.018341809091439624)	(32, 0.09359663315703688)	(34, 0.017953993626702)	(36, 0.05393866755392418)	(38, 0.05115494129432448)	(40, 0.05300473341921)	(42, 0.0001681629204441381)	(44, 0.03571243623516766)	(46, 0.0002579958812025702)	(48, 2.464928801298441e-05)	(50, 0.054019736323389106)	(52, 0.1419717607992533)	(54, 7.83601674073465e-05)	(56, 0.000134284306657321)	(58, 0.0002620532358955808)	(60, 0.0004304661502037986)	(62, 0.0002769947875614531)	(64, 0.1040964322582966)	(66, 0.0016897926879020796)	(68, 0.05678581826918651)	(70, 0.054527043087638484)	(72, 0.14195568319555973)	(74, 0.10120283044545761)	(76, 0.16118276454322059)	(78, 0.06711119386052639)	(80, 0.00012219395077415593)	(82, 4.9569345655721886e-05)	(84, 4.35419228991707e-05)	(86, 0.05214871199769487)	(88, 3.091778358448106e-05)	(90, 0.03267454316846993)	(92, 0.00017760801377981458)	(94, 0.01628738032454097)	(96, 0.017251379063114077)	(98, 0.08690178659365697)	(100, 0.05316760840384815)	(102, 0.035065375860198374)	(104, 0.00026393247386071773)	(106, 0.0001435198529863356)	(108, 0.10406326965831825)	(110, 0.03468786623109711)	(112, 0.08516863176233881)	(114, 0.0154042262085412)	(116, 0.16154025087683213)	(118, 0.03149819201582349)	(120, 0.0002577342740261476)	(122, 0.0674236522793858)	(124, 0.0005555313418324454)	(126, 0.0005945251099090111)	(128, 0.044314354054842686)	(130, 0.020089512556473094)
78M_R1	(1, 0.09988697447524239)	(2, 0.0)	(3, 0.06937010339209866)	(4, 0.37792156601713095)	(5, 0.09712123496068623)	(6, 0.0)	(7, 0.19651686576797953)	(8, 0.3662869187855064)	(9, 0.07044343693927464)	(10, 0.23897586015168445)	(12, 0.032883973282194036)	(14, 0.2284181517142754)	(16, 0.3396438416335159)	(18, 0.01853444519813597)	(20, 0.16617530403085626)	(22, 0.1786285321718629)	(24, 4.121122234540886e-06)	(26, 0.19737800717656906)	(28, 0.25458866359001286)	(30, 0.16863118130485258)	(32, 0.04006375906869106)	(34, 0.05170193847668732)	(36, 0.05498352272119447)	(38, 0.07422268821438667)	(40, 0.04222155011645791)	(42, 0.03873066561126698)	(44, 0.0)	(46, 0.0)	(48, 0.019122669828674603)	(50, 0.053003614006048264)	(52, 0.03678850392901655)	(54, 0.17232683074929228)	(56, 0.021092024625719106)	(58, 1.3933691872340258e-05)	(60, 1.135624436362492e-05)	(62, 0.059041906039543096)	(64, 0.11567215456746659)	(66, 2.5831527059498445e-06)	(68, 0.0004056848845088519)	(70, 0.13067604725992796)	(72, 0.0)	(74, 0.018300660222795057)	(76, 0.03184896113650809)	(78, 2.226995000515342e-05)	(80, 3.109269589769085e-06)	(82, 3.6298771307851936e-06)	(84, 0.020171147647071692)	(86, 0.036432147689311016)	(88, 0.06049827360670838)	(90, 0.0)	(92, 5.210252361542975e-07)	(94, 0.00024103700882755264)	(96, 0.11970737349955611)	(98, 0.0)	(100, 0.0)	(102, 0.03736988003120705)	(104, 0.0)	(106, 0.0933669735673228)	(108, 0.0)	(110, 0.07839103396940197)	(112, 0.020021026640698374)	(114, 0.059720948130552766)	(116, 0.09011372187937329)	(118, 0.07403135626959616)	(120, 0.0)	(122, 0.07532071743745515)	(124, 0.00013168708462057228)	(126, 0.040853785401943246)	(128, 0.039357683191836926)	(130, 0.0)
78M_R2	(1, 0.0)	(2, 6.592451729295885e-05)	(3, 0.08166708600840088)	(4, 0.0)	(5, 0.0)	(6, 0.00014214974041294254)	(7, 0.0003265323747166868)	(8, 0.0)	(9, 0.11855288350439407)	(10, 0.08212289224124673)	(12, 0.00011948818759348791)	(14, 2.060141165404964e-06)	(16, 0.18164213151846434)	(18, 0.002008122600978489)	(20, 5.8198987922690236e-05)	(22, 0.0001745969637680707)	(24, 0.00024258162222643453)	(26, 0.07397554896736146)	(28, 0.017345873577418448)	(30, 0.020424754549116166)	(32, 0.10058793750677142)	(34, 0.019801046811289812)	(36, 0.06272202785133683)	(38, 0.057876060795013014)	(40, 0.059885213466574196)	(42, 3.1932188063776945e-05)	(44, 0.04002184738503089)	(46, 0.00025288232805345935)	(48, 2.7811905732967016e-05)	(50, 0.06181556573855865)	(52, 0.16074699321846692)	(54, 3.9673398893813926e-05)	(56, 7.88498127311794e-05)	(58, 0.0003185686752720623)	(60, 0.00045992679254495175)	(62, 0.0002681901420864668)	(64, 0.11555489956586627)	(66, 0.0018314566914213145)	(68, 0.06271322714037389)	(70, 0.060701441147611224)	(72, 0.1628282412987259)	(74, 0.11596873004062107)	(76, 0.18267012582840692)	(78, 0.07438721466527637)	(80, 5.900893286025217e-05)	(82, 4.1437029125787356e-05)	(84, 3.110075363864563e-06)	(86, 0.05844296620464511)	(88, 2.7001467135101964e-05)	(90, 0.037248611571895414)	(92, 0.00018683157458814764)	(94, 0.0184246678641728)	(96, 0.01931041576321973)	(98, 0.10008617785553138)	(100, 0.059052823819451476)	(102, 0.041318906161721645)	(104, 3.68330410394743e-06)	(106, 3.3766182198805354e-05)	(108, 0.11910663693258912)	(110, 0.03707047561166404)	(112, 0.09223100080237437)	(114, 0.016475384988628296)	(116, 0.17775618198097531)	(118, 0.03291817180504093)	(120, 0.00016787534287655942)	(122, 0.07621055367096502)	(124, 0.0005732361530447446)	(126, 0.0005722840391167055)	(128, 0.04804956515012367)	(130, 0.02160427378281679)
79M_R1	(1, 0.07973179502620273)	(2, 0.0)	(3, 0.05631062276965082)	(4, 0.3041950926258592)	(5, 0.07680329784623097)	(6, 0.0)	(7, 0.1583339296375132)	(8, 0.2906210204918925)	(9, 0.05675976486231883)	(10, 0.19011753787699764)	(12, 0.02649541377720005)	(14, 0.18355904254656127)	(16, 0.26969728022155653)	(18, 0.015102110497255931)	(20, 0.13125375009803025)	(22, 0.143929852758768)	(24, 7.374151371315341e-06)	(26, 0.1556515778359346)	(28, 0.20343336363440592)	(30, 0.13559440310484114)	(32, 0.032358784433797444)	(34, 0.04177157933849234)	(36, 0.04414999387711998)	(38, 0.05911491029537803)	(40, 0.03365894242576773)	(42, 0.03146413118843322)	(44, 5.165600348626935e-05)	(46, 0.0002702266491957947)	(48, 0.015565228461699571)	(50, 0.04243035803195366)	(52, 0.028968378486977833)	(54, 0.1383531166983706)	(56, 0.016663822219773628)	(58, 1.0230283162473113e-05)	(60, 7.958941910747185e-06)	(62, 0.04809663098794739)	(64, 0.09426317903256712)	(66, 0.00010071144384705426)	(68, 0.0008993045507155288)	(70, 0.10452357510153502)	(72, 8.601033916046925e-05)	(74, 0.01432549994208313)	(76, 0.025792469932872875)	(78, 2.167651308963624e-05)	(80, 3.4246729765505225e-06)	(82, 0.0005934402926356322)	(84, 0.016232848519955077)	(86, 0.029038658779300345)	(88, 0.048750844434167405)	(90, 2.2930708369538296e-06)	(92, 0.0004264648374087884)	(94, 0.00024083059494864898)	(96, 0.09653152567776117)	(98, 0.0)	(100, 5.778567422868491e-07)	(102, 0.029888083877062366)	(104, 0.0)	(106, 0.07847268579438553)	(108, 0.0)	(110, 0.062493149699177644)	(112, 0.016015264393660026)	(114, 0.04807734505908065)	(116, 0.07303163454414427)	(118, 0.05911582639925346)	(120, 4.80350592526266e-06)	(122, 0.06049185788620044)	(124, 0.00011316421002985346)	(126, 0.0328379150349808)	(128, 0.03146236350282817)	(130, 0.0)
79M_R2	(1, 0.0)	(2, 4.423369094457746e-05)	(3, 0.06592974925429086)	(4, 1.1341972037071145e-06)	(5, 0.0)	(6, 0.00011909070638924701)	(7, 0.00026993893448229325)	(8, 0.0)	(9, 0.09500829716293387)	(10, 0.06434981254952685)	(12, 9.69738609169583e-05)	(14, 1.1909070638924703e-05)	(16, 0.14593431870798515)	(18, 0.0017353217216718854)	(20, 4.763628255569881e-05)	(22, 0.00034422885132510923)	(24, 0.00021946715891732666)	(26, 0.058390173342647816)	(28, 0.01403058650845886)	(30, 0.01641069934043824)	(32, 0.08190038007969073)	(34, 0.016471945989438422)	(36, 0.049604114704130654)	(38, 0.045984324328499394)	(40, 0.048138731916941055)	(42, 0.00024612079320444387)	(44, 0.03230307055878233)	(46, 0.0002982938645749711)	(48, 3.062332450009209e-05)	(50, 0.049692582086019815)	(52, 0.1280973882282026)	(54, 0.00010835885543683975)	(56, 0.00016172600713537414)	(58, 0.00022760780378272932)	(60, 0.00035768033876483983)	(62, 0.00020898811662334242)	(64, 0.09329915462183613)	(66, 0.00151322167924227)	(68, 0.04982095503690498)	(70, 0.04851554625579481)	(72, 0.12738538498066496)	(74, 0.09157026833665385)	(76, 0.14209250743660937)	(78, 0.06007567052981476)	(80, 0.000152194748308733)	(82, 3.4794514123501116e-05)	(84, 7.535009796140653e-05)	(86, 0.04765275202841422)	(88, 1.7156182791190048e-05)	(90, 0.029536103131516785)	(92, 0.0001364214377829054)	(94, 0.014766539212709616)	(96, 0.015533000877635534)	(98, 0.07816433351394914)	(100, 0.047923510550183575)	(102, 0.031877074938505334)	(104, 0.00044123450945077934)	(106, 0.00017152799287420387)	(108, 0.09465876627662433)	(110, 0.030525867434278105)	(112, 0.07426885704685007)	(114, 0.013666787041647924)	(116, 0.14135630370352958)	(118, 0.026999342952802506)	(120, 0.000326126190320878)	(122, 0.06125296410048102)	(124, 0.0004518547983554234)	(126, 0.0005884858990061421)	(128, 0.03971095710052127)	(130, 0.017871741278151106)
