Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
240M_R1	(1, 39.51823875217431)	(2, 39.54649772374632)	(3, 39.52322859154989)	(4, 39.410230111587204)	(5, 39.488011974956805)	(6, 39.372883960657546)	(7, 39.308302556563625)	(8, 39.24813155918801)	(9, 39.34380538406962)	(10, 39.299691451482005)	(12, 39.35127209081297)	(14, 39.28819710201232)	(16, 39.26201041500359)	(18, 39.376898454700665)	(20, 39.321396948635766)	(22, 39.32301482649703)	(24, 39.366602240060416)	(26, 39.27638497779031)	(28, 39.26565022694878)	(30, 39.27110981670545)	(32, 39.30309067031459)	(34, 39.27939163162624)	(36, 39.25976929325603)	(38, 39.23344177664559)	(40, 39.22847022216942)	(42, 39.221904022737775)	(44, 39.2128744342766)	(46, 39.197348813826125)	(48, 39.16390532628936)	(50, 39.138350822139316)	(52, 39.12446805854131)	(54, 39.06322419958853)	(56, 39.084752246964314)	(58, 39.07675553491637)	(60, 39.04886740201698)	(62, 39.00618699991992)	(64, 38.97054751110112)	(66, 38.98161684008818)	(68, 38.957582584594576)	(70, 38.89286149833977)	(72, 38.91474287228468)	(74, 38.88848310691958)	(76, 38.857657046900925)	(78, 38.846001589452555)	(80, 38.82335366911687)	(82, 38.81159507658059)	(84, 38.78249153541145)	(86, 38.75568431763182)	(88, 38.734206149460945)	(90, 38.73776522536312)	(92, 38.72114790489922)	(94, 38.70714147093049)	(96, 38.63651043276457)	(98, 38.65983988865831)	(100, 38.648555769093264)	(102, 38.61563518753981)	(104, 38.612073877334325)	(106, 38.555106590426746)	(108, 38.57460636758975)	(110, 38.5155927093174)	(112, 38.53145806341327)	(114, 38.497894422929214)	(116, 38.46862186443573)	(118, 38.4570348949473)	(120, 38.47084801731969)	(122, 38.425502728537936)	(124, 38.431661864638855)	(126, 38.39521680998784)	(128, 38.375579000562475)	(130, 38.10761088207306)
240M_R2	(1, 39.615554961373)	(2, 39.620918338760426)	(3, 39.59842827664252)	(4, 39.61214107469035)	(5, 39.60369980528729)	(6, 39.53370265951779)	(7, 39.525568724868265)	(8, 39.513007598610855)	(9, 39.48280865918979)	(10, 39.488413499202906)	(12, 39.501934595542565)	(14, 39.47917880692799)	(16, 39.431717350772146)	(18, 39.477573600570395)	(20, 39.46448087288185)	(22, 39.46230635047391)	(24, 39.444573879667715)	(26, 39.404492351234296)	(28, 39.403938153002855)	(30, 39.389473346229074)	(32, 39.34882190799412)	(34, 39.35459135410795)	(36, 39.326216498288154)	(38, 39.312773834197785)	(40, 39.286277321703906)	(42, 39.280497633381955)	(44, 39.251875137640376)	(46, 39.25341844543583)	(48, 39.227539297165976)	(50, 39.187262458844046)	(52, 39.1290312728008)	(54, 39.1589710173905)	(56, 39.13865438752394)	(58, 39.110152732258854)	(60, 39.092478353778766)	(62, 39.07449260582942)	(64, 39.008499076103035)	(66, 39.02541030626668)	(68, 38.97668261252559)	(70, 38.94822505185927)	(72, 38.88630163534458)	(74, 38.85623936491453)	(76, 38.81493347532569)	(78, 38.82124312514025)	(80, 38.82239456214293)	(82, 38.79153009831553)	(84, 38.76949506861334)	(86, 38.712645502747804)	(88, 38.703783042343346)	(90, 38.65454029747106)	(92, 38.631294897143334)	(94, 38.5846290090803)	(96, 38.56277777884885)	(98, 38.49924573125982)	(100, 38.47271975109915)	(102, 38.44568614900125)	(104, 38.42759213804315)	(106, 38.39265189729578)	(108, 38.32313388980696)	(110, 38.32742655041469)	(112, 38.28427505742769)	(114, 38.29144958974858)	(116, 38.2033664220762)	(118, 38.21021124765892)	(120, 38.19559784537035)	(122, 38.132130241191476)	(124, 38.11341383914366)	(126, 38.0653021970369)	(128, 38.00538544313131)	(130, 37.55279941760239)
241M_R1	(1, 39.50880441317609)	(2, 39.53440442542434)	(3, 39.5121328068053)	(4, 39.40736548101976)	(5, 39.479975083616665)	(6, 39.35863289991407)	(7, 39.30144862869132)	(8, 39.243017587206324)	(9, 39.332766534520445)	(10, 39.290737727112486)	(12, 39.33848671305036)	(14, 39.281031449191815)	(16, 39.261925229301646)	(18, 39.365613194039085)	(20, 39.313969937804174)	(22, 39.31450877439818)	(24, 39.35559473559572)	(26, 39.271079374689904)	(28, 39.25668357003165)	(30, 39.257317231765796)	(32, 39.28909194721897)	(34, 39.267573851290265)	(36, 39.24945175274726)	(38, 39.231864072442605)	(40, 39.22403604760166)	(42, 39.21620251175784)	(44, 39.212149398403255)	(46, 39.191557382935784)	(48, 39.159456648776526)	(50, 39.13602097169707)	(52, 39.120601908126645)	(54, 39.06371947930779)	(56, 39.083545390615726)	(58, 39.07525763778841)	(60, 39.04647774233395)	(62, 39.00612776907431)	(64, 38.970720021720254)	(66, 38.982047058247375)	(68, 38.95742278783121)	(70, 38.896336944210475)	(72, 38.91541831296014)	(74, 38.89067237314716)	(76, 38.86161893879244)	(78, 38.84956692708723)	(80, 38.82722653961389)	(82, 38.81603503008006)	(84, 38.78831650732397)	(86, 38.76139178380919)	(88, 38.73986862130904)	(90, 38.742568417362065)	(92, 38.72689916032279)	(94, 38.7149621669447)	(96, 38.64952774276266)	(98, 38.668969745186516)	(100, 38.65737319510418)	(102, 38.62591494347557)	(104, 38.623403709120694)	(106, 38.570494401595354)	(108, 38.58863765372914)	(110, 38.53242798145105)	(112, 38.5465717101164)	(114, 38.51472628601651)	(116, 38.48872253160157)	(118, 38.47629978834138)	(120, 38.48785779137154)	(122, 38.446108567880536)	(124, 38.45276570057705)	(126, 38.41849004724144)	(128, 38.399690800199295)	(130, 38.13199104421426)
241M_R2	(1, 39.62965708424381)	(2, 39.63636492909438)	(3, 39.61713609707392)	(4, 39.63085943138521)	(5, 39.62293970524041)	(6, 39.55641864511453)	(7, 39.548535965300786)	(8, 39.534068201553154)	(9, 39.50807267274606)	(10, 39.51240181605894)	(12, 39.52777205348428)	(14, 39.50528218163686)	(16, 39.46175825204415)	(18, 39.50426058904246)	(20, 39.49359407578828)	(22, 39.49175471501263)	(24, 39.473659704859976)	(26, 39.4340076851999)	(28, 39.433399819164265)	(30, 39.418113846483784)	(32, 39.380461539987216)	(34, 39.38675815200513)	(36, 39.359832915711536)	(38, 39.344700081011304)	(40, 39.31925318354584)	(42, 39.31364892268422)	(44, 39.28691631803312)	(46, 39.28836260958114)	(48, 39.26334015589731)	(50, 39.22420519584652)	(52, 39.170938708233)	(54, 39.19736884669539)	(56, 39.1767505353702)	(58, 39.1501587618349)	(60, 39.13318247363358)	(62, 39.115494650334526)	(64, 39.052498365796936)	(66, 39.06805772467127)	(68, 39.02095822683256)	(70, 38.99316115110224)	(72, 38.93239360154541)	(74, 38.90343898733408)	(76, 38.864084229248675)	(78, 38.86944767924007)	(80, 38.86783255352016)	(82, 38.836253473567446)	(84, 38.81342544696529)	(86, 38.757975719299694)	(88, 38.748324629949394)	(90, 38.69973658898958)	(92, 38.67595956415891)	(94, 38.6294978048251)	(96, 38.60700838160444)	(98, 38.54651230150077)	(100, 38.51790878213483)	(102, 38.48880734413382)	(104, 38.469727040494504)	(106, 38.4352234086746)	(108, 38.3675093917597)	(110, 38.369739608009326)	(112, 38.32589589094475)	(114, 38.32824756063576)	(116, 38.24323853118269)	(118, 38.247900904455726)	(120, 38.23140347638217)	(122, 38.16832335636579)	(124, 38.148678936478674)	(126, 38.10089181267245)	(128, 38.0418026702024)	(130, 37.60675798696377)
242M_R1	(1, 39.537561082826194)	(2, 39.56391301920802)	(3, 39.543879546072475)	(4, 39.44241849428865)	(5, 39.511415622127615)	(6, 39.39858501990745)	(7, 39.3424546706072)	(8, 39.28856149045734)	(9, 39.37330550909743)	(10, 39.334828528033626)	(12, 39.380863292107854)	(14, 39.32388176612845)	(16, 39.298035360674376)	(18, 39.39929153593228)	(20, 39.349801566718874)	(22, 39.35134856262986)	(24, 39.39042460071802)	(26, 39.307001803861354)	(28, 39.29249558718911)	(30, 39.293363074305006)	(32, 39.325091434449746)	(34, 39.30672369105143)	(36, 39.286828289724)	(38, 39.26724794855325)	(40, 39.26167193900035)	(42, 39.254027706263045)	(44, 39.24908907873396)	(46, 39.228298154725564)	(48, 39.197389311453385)	(50, 39.17289202911372)	(52, 39.15956439613946)	(54, 39.10438556182004)	(56, 39.12136207820849)	(58, 39.11084862248476)	(60, 39.08387300081644)	(62, 39.04423577153644)	(64, 39.0138000968374)	(66, 39.022722637661886)	(68, 38.997959498902915)	(70, 38.93992052528236)	(72, 38.95824495423052)	(74, 38.93486203165486)	(76, 38.906708089114574)	(78, 38.89202299328307)	(80, 38.86963377844117)	(82, 38.85825997272116)	(84, 38.83261975507389)	(86, 38.80553601722005)	(88, 38.782433448629476)	(90, 38.78299330212773)	(92, 38.76852508396592)	(94, 38.755083624488464)	(96, 38.6920216353344)	(98, 38.70883685217249)	(100, 38.69795453806971)	(102, 38.66816403407057)	(104, 38.66428564243377)	(106, 38.61165620472221)	(108, 38.62731347370932)	(110, 38.57236243138718)	(112, 38.58635678116582)	(114, 38.553614856266506)	(116, 38.52555899982529)	(118, 38.51287297958274)	(120, 38.52198376577529)	(122, 38.4803611036739)	(124, 38.48376735455636)	(126, 38.448332171066255)	(128, 38.42680401266826)	(130, 38.12008598132742)
242M_R2	(1, 39.64625309092154)	(2, 39.65275269769689)	(3, 39.63479480809583)	(4, 39.6477333688325)	(5, 39.64155262589141)	(6, 39.57791317881457)	(7, 39.570649393148805)	(8, 39.5574729709349)	(9, 39.53177757507139)	(10, 39.537224162847096)	(12, 39.55004459611658)	(14, 39.533861587135135)	(16, 39.48823926219636)	(18, 39.532597296106864)	(20, 39.52221199765049)	(22, 39.518206013161894)	(24, 39.504122068852354)	(26, 39.467633033245484)	(28, 39.467732115030564)	(30, 39.45434088173708)	(32, 39.42014091360018)	(34, 39.42790695346096)	(36, 39.40333604447143)	(38, 39.39039658733042)	(40, 39.36515065093799)	(42, 39.363176756910335)	(44, 39.3379528930199)	(46, 39.3399449246837)	(48, 39.31638641709915)	(50, 39.27909433124947)	(52, 39.2283411821619)	(54, 39.258218274151396)	(56, 39.23899641213786)	(58, 39.21344488479177)	(60, 39.19814793172471)	(62, 39.18067991959268)	(64, 39.12239626434472)	(66, 39.13941526495479)	(68, 39.09560427007341)	(70, 39.06847085439674)	(72, 39.01294628196684)	(74, 38.98798750579837)	(76, 38.95175512171471)	(78, 38.95842833096134)	(80, 38.95891249757867)	(82, 38.92810389183107)	(84, 38.90712052012938)	(86, 38.85903327611899)	(88, 38.85171207691903)	(90, 38.80633278422367)	(92, 38.78489341450744)	(94, 38.7438143316105)	(96, 38.72449855960515)	(98, 38.668744359592054)	(100, 38.64409948019446)	(102, 38.61765914772221)	(104, 38.599861776256375)	(106, 38.56752128746639)	(108, 38.505012034355744)	(110, 38.50652026427845)	(112, 38.462982814639076)	(114, 38.4660325082527)	(116, 38.3844971012483)	(118, 38.38814786552742)	(120, 38.37278812352046)	(122, 38.31250847725778)	(124, 38.29270275624941)	(126, 38.24625952797056)	(128, 38.18903641089041)	(130, 37.722501168096635)
269M_R1	(1, 39.51214840429569)	(2, 39.533723135277405)	(3, 39.51545308887324)	(4, 39.42788466379069)	(5, 39.48853957274663)	(6, 39.354844502143)	(7, 39.30854734868329)	(8, 39.25906887276479)	(9, 39.33083901265366)	(10, 39.29140559504059)	(12, 39.33373145243308)	(14, 39.28552407071585)	(16, 39.266793935965)	(18, 39.356199713693904)	(20, 39.30308521506751)	(22, 39.30911944613471)	(24, 39.33725082188876)	(26, 39.25932577160122)	(28, 39.24973890433918)	(30, 39.244018880158244)	(32, 39.27021200859346)	(34, 39.24447987348323)	(36, 39.22730645162727)	(38, 39.20911501163438)	(40, 39.19742090479797)	(42, 39.18673820609093)	(44, 39.181739148227734)	(46, 39.16211771739458)	(48, 39.1319070219499)	(50, 39.10863537806351)	(52, 39.09476250853765)	(54, 39.04446051272287)	(56, 39.05775935746797)	(58, 39.04914309879062)	(60, 39.023044853282286)	(62, 38.985912169438436)	(64, 38.95075994725107)	(66, 38.95522786216327)	(68, 38.932124259186956)	(70, 38.87674124725477)	(72, 38.888917683026335)	(74, 38.86400784344529)	(76, 38.83561280992332)	(78, 38.82122693906693)	(80, 38.79984303459349)	(82, 38.788852233777206)	(84, 38.76177487678321)	(86, 38.731426793611334)	(88, 38.70999554866111)	(90, 38.709033817069034)	(92, 38.68886441793183)	(94, 38.67745916020228)	(96, 38.61929840454505)	(98, 38.63049882099625)	(100, 38.617304294778876)	(102, 38.58701442764992)	(104, 38.580984967277985)	(106, 38.53192556291786)	(108, 38.53748258038466)	(110, 38.49322045640013)	(112, 38.502987930252544)	(114, 38.46950710026734)	(116, 38.442322616006)	(118, 38.43033321586388)	(120, 38.43727542819096)	(122, 38.39557272840177)	(124, 38.39680552773436)	(126, 38.3655721023643)	(128, 38.344600307722274)	(130, 38.05611024676999)
269M_R2	(1, 39.64807492570291)	(2, 39.65413407981715)	(3, 39.63976091446814)	(4, 39.65086783657505)	(5, 39.641117314699045)	(6, 39.57706245079194)	(7, 39.57059541453384)	(8, 39.550819304909645)	(9, 39.53528531951533)	(10, 39.5329619510223)	(12, 39.54422705318562)	(14, 39.51814557540072)	(16, 39.482246522056094)	(18, 39.523349982464524)	(20, 39.50522260214335)	(22, 39.49985232050882)	(24, 39.48605667062905)	(26, 39.44537916770531)	(28, 39.44930398432468)	(30, 39.43616128530833)	(32, 39.4029455350519)	(34, 39.406723989306016)	(36, 39.381927776539726)	(38, 39.36822853194841)	(40, 39.34486312401301)	(42, 39.33883716355463)	(44, 39.30553538883625)	(46, 39.311912662701886)	(48, 39.285170435418614)	(50, 39.249744662383605)	(52, 39.206588072162035)	(54, 39.226291544774085)	(56, 39.2028591595991)	(58, 39.1790217637553)	(60, 39.16068795941773)	(62, 39.14080454068776)	(64, 39.087057293986575)	(66, 39.0952399772429)	(68, 39.051690099793014)	(70, 39.02409300182416)	(72, 38.96842101723634)	(74, 38.93629701318332)	(76, 38.90373486703599)	(78, 38.9043320967803)	(80, 38.89964895789048)	(82, 38.868849613048965)	(84, 38.84134775199095)	(86, 38.79111565936434)	(88, 38.77551690334707)	(90, 38.73318322574525)	(92, 38.707612536941355)	(94, 38.664715211413814)	(96, 38.63877331902608)	(98, 38.58372633831857)	(100, 38.55473247334907)	(102, 38.5220362677519)	(104, 38.49589192244611)	(106, 38.46368255768536)	(108, 38.40205094106253)	(110, 38.39664038879707)	(112, 38.3511858134178)	(114, 38.343863856302875)	(116, 38.26637046901374)	(118, 38.2586741424221)	(120, 38.240407858837784)	(122, 38.18540173246322)	(124, 38.150523924728354)	(126, 38.10229390217134)	(128, 38.048515241581356)	(130, 37.59484498975702)
270M_R1	(1, 39.53020131394564)	(2, 39.552925320009386)	(3, 39.5331888634591)	(4, 39.43944742697278)	(5, 39.50515283000157)	(6, 39.382045216907734)	(7, 39.332705620941645)	(8, 39.281020436597814)	(9, 39.357871859038276)	(10, 39.317691087727766)	(12, 39.36282346256641)	(14, 39.308449356391435)	(16, 39.28724509192716)	(18, 39.38542452137452)	(20, 39.32999725800249)	(22, 39.33493948349071)	(24, 39.36629207019081)	(26, 39.28169781578884)	(28, 39.27326596089727)	(30, 39.26542589862722)	(32, 39.29471151053583)	(34, 39.266730580922136)	(36, 39.24968088674305)	(38, 39.231534378823085)	(40, 39.22201062475784)	(42, 39.21221163291342)	(44, 39.209788868088765)	(46, 39.189030492383644)	(48, 39.15856399358683)	(50, 39.13579607363767)	(52, 39.124230862934375)	(54, 39.0750600906576)	(56, 39.091028848392554)	(58, 39.082852376716545)	(60, 39.05600650492043)	(62, 39.0187503631922)	(64, 38.982711269222435)	(66, 38.99032128377418)	(68, 38.96772730978394)	(70, 38.909995577173206)	(72, 38.924807822487416)	(74, 38.90006061350017)	(76, 38.87332459528852)	(78, 38.860045675531566)	(80, 38.83942255096828)	(82, 38.82927503043854)	(84, 38.80319319394769)	(86, 38.774440642331285)	(88, 38.752520883846145)	(90, 38.75316157612549)	(92, 38.73353088555261)	(94, 38.7217416467776)	(96, 38.662374504576874)	(98, 38.67626162313236)	(100, 38.66294983004484)	(102, 38.63204463492066)	(104, 38.62677426650791)	(106, 38.57685229370155)	(108, 38.583407327940236)	(110, 38.536710571388184)	(112, 38.548326605929795)	(114, 38.514571594826634)	(116, 38.486424909810694)	(118, 38.47630636130818)	(120, 38.48376364036811)	(122, 38.4394487344764)	(124, 38.442276328258586)	(126, 38.41024349512952)	(128, 38.388587234788766)	(130, 38.10781588594997)
270M_R2	(1, 39.63988689298507)	(2, 39.64991300555929)	(3, 39.635493707566766)	(4, 39.648732938854565)	(5, 39.636771892631245)	(6, 39.57673693081932)	(7, 39.568629651352154)	(8, 39.54323610673217)	(9, 39.53140198611196)	(10, 39.52614718937767)	(12, 39.54209507929659)	(14, 39.51429250369873)	(16, 39.47973889203504)	(18, 39.51770469743314)	(20, 39.49970521058994)	(22, 39.50248606914235)	(24, 39.48388599369808)	(26, 39.44066045231534)	(28, 39.44649082827673)	(30, 39.43402451391363)	(32, 39.39714511127646)	(34, 39.404743900475296)	(36, 39.37822940864406)	(38, 39.36207058546319)	(40, 39.339232501907674)	(42, 39.33464749378295)	(44, 39.300804295810465)	(46, 39.30784932332977)	(48, 39.279487521564775)	(50, 39.24574928013709)	(52, 39.202060983538715)	(54, 39.223842070854054)	(56, 39.19731768041338)	(58, 39.174514164915706)	(60, 39.15861973351987)	(62, 39.14158543704307)	(64, 39.08486684571851)	(66, 39.095295137220646)	(68, 39.051216365746654)	(70, 39.02330176505399)	(72, 38.969160210243984)	(74, 38.9382637204743)	(76, 38.90406614464652)	(78, 38.90678624797869)	(80, 38.90378761991802)	(82, 38.87475676454028)	(84, 38.84822735175388)	(86, 38.79729275560665)	(88, 38.7816156327861)	(90, 38.73929690066248)	(92, 38.71531798310333)	(94, 38.67268622725932)	(96, 38.6471529861793)	(98, 38.59238747603156)	(100, 38.56274213399271)	(102, 38.53237732152938)	(104, 38.50788219729594)	(106, 38.47654479187542)	(108, 38.41436641151459)	(110, 38.41123699794031)	(112, 38.36536222038954)	(114, 38.36280174533247)	(116, 38.28339731060349)	(118, 38.279194640756074)	(120, 38.26350526902206)	(122, 38.20822959687223)	(124, 38.17511177818035)	(126, 38.12829018753858)	(128, 38.07608405580304)	(130, 37.624743182228755)
271M_R1	(1, 39.508983120387335)	(2, 39.535304374762696)	(3, 39.51148315581197)	(4, 39.39941781216374)	(5, 39.47874921846282)	(6, 39.354609213077396)	(7, 39.294868898287675)	(8, 39.23378075732793)	(9, 39.326154152778024)	(10, 39.28171826620549)	(12, 39.333239533962136)	(14, 39.27098864747083)	(16, 39.250280810815894)	(18, 39.36144272434511)	(20, 39.30489700100668)	(22, 39.304599279216575)	(24, 39.34730684001785)	(26, 39.25398451720727)	(28, 39.248841558779205)	(30, 39.24864575329808)	(32, 39.278810125101586)	(34, 39.25386734716159)	(36, 39.23258936151014)	(38, 39.20675782659717)	(40, 39.20003515157316)	(42, 39.19233526960416)	(44, 39.18271603422852)	(46, 39.16816961945838)	(48, 39.13612799372603)	(50, 39.110446223174435)	(52, 39.0984476029492)	(54, 39.03935764752539)	(56, 39.06210582506925)	(58, 39.05518312191687)	(60, 39.02717312536048)	(62, 38.98327075984689)	(64, 38.94550393551894)	(66, 38.95842191233938)	(68, 38.93557753013814)	(70, 38.871433286312644)	(72, 38.89245643069613)	(74, 38.86548982203537)	(76, 38.83539739836179)	(78, 38.825387095956785)	(80, 38.80326607256809)	(82, 38.79030832176912)	(84, 38.760061424646594)	(86, 38.731784733018536)	(88, 38.712057060735106)	(90, 38.71493615963482)	(92, 38.6974283180253)	(94, 38.68212258529539)	(96, 38.613806217142766)	(98, 38.63599607576908)	(100, 38.62316570785768)	(102, 38.589832311794524)	(104, 38.58499694648562)	(106, 38.52847043872467)	(108, 38.54743076097999)	(110, 38.48908388470409)	(112, 38.5024986794765)	(114, 38.46825441288841)	(116, 38.43946089655289)	(118, 38.42696195511881)	(120, 38.43974316304296)	(122, 38.39325507363196)	(124, 38.4001584169931)	(126, 38.36349831250016)	(128, 38.34242326555747)	(130, 38.069718217563974)
271M_R2	(1, 39.56300139742619)	(2, 39.57141137858492)	(3, 39.55358410843168)	(4, 39.56730554386975)	(5, 39.55667618543083)	(6, 39.47696819006322)	(7, 39.47011585497961)	(8, 39.45126976881387)	(9, 39.42872798963186)	(10, 39.4306128456411)	(12, 39.44611798220312)	(14, 39.42134874130201)	(16, 39.3791178302223)	(18, 39.42667681727612)	(20, 39.41178068635716)	(22, 39.41343462781877)	(24, 39.39575991279497)	(26, 39.34846067699644)	(28, 39.34960735304901)	(30, 39.33370882901464)	(32, 39.292529270500765)	(34, 39.300901093549584)	(36, 39.273475462849866)	(38, 39.25663309161634)	(40, 39.22889614375245)	(42, 39.22231840348412)	(44, 39.193981970177106)	(46, 39.19732516177686)	(48, 39.169496512961715)	(50, 39.12922505119786)	(52, 39.07121664735759)	(54, 39.101633136970136)	(56, 39.07842236646404)	(58, 39.05106755499504)	(60, 39.03447856606571)	(62, 39.01542920188778)	(64, 38.94954289375248)	(66, 38.96652025970619)	(68, 38.9186901952809)	(70, 38.89014380963208)	(72, 38.826372191729575)	(74, 38.79611944520603)	(76, 38.754654880003386)	(78, 38.76099257871316)	(80, 38.762103863033815)	(82, 38.727675975055895)	(84, 38.703581087879925)	(86, 38.64559141017344)	(88, 38.634923886645616)	(90, 38.58447813705826)	(92, 38.55932755548931)	(94, 38.50977338790227)	(96, 38.48495826483203)	(98, 38.42132087842641)	(100, 38.39335731783691)	(102, 38.364038960164585)	(104, 38.34285846741302)	(106, 38.306011042309414)	(108, 38.2364045808705)	(110, 38.23842531286802)	(112, 38.19411713162719)	(114, 38.199337449516094)	(116, 38.10877367546941)	(118, 38.11523696712081)	(120, 38.099367554084026)	(122, 38.03688910829359)	(124, 38.01746070634495)	(126, 37.96762521940181)	(128, 37.9072275787893)	(130, 37.47762983978305)
272M_R1	(1, 39.47377201400979)	(2, 39.49994770540791)	(3, 39.477237297309586)	(4, 39.366988791598374)	(5, 39.444187964067034)	(6, 39.30431269250573)	(7, 39.244545452869886)	(8, 39.184416401456254)	(9, 39.27750298712541)	(10, 39.23254937616511)	(12, 39.28436351482884)	(14, 39.22360556551186)	(16, 39.20585091219259)	(18, 39.31882086409375)	(20, 39.26195166117596)	(22, 39.26402200837448)	(24, 39.30534130438715)	(26, 39.2191610308151)	(28, 39.213559383314646)	(30, 39.21813951914115)	(32, 39.247410237262876)	(34, 39.21979522795813)	(36, 39.19811135266583)	(38, 39.169867014572155)	(40, 39.16070445352929)	(42, 39.15403297575942)	(44, 39.143386955148685)	(46, 39.12733323691348)	(48, 39.094141659102334)	(50, 39.06896366704425)	(52, 39.05525832986709)	(54, 38.995943756121555)	(56, 39.017234930539615)	(58, 39.00993141770432)	(60, 38.98105491848259)	(62, 38.93791520312317)	(64, 38.90015884877132)	(66, 38.910397245217155)	(68, 38.88539062286382)	(70, 38.820109914204124)	(72, 38.841154413168894)	(74, 38.813793254812424)	(76, 38.78199115056047)	(78, 38.76919952178086)	(80, 38.74541417822551)	(82, 38.73443092207049)	(84, 38.704677120757495)	(86, 38.67551020413222)	(88, 38.6552405397819)	(90, 38.657597675579936)	(92, 38.63962490421716)	(94, 38.62680964414277)	(96, 38.55715223061516)	(98, 38.57821501724702)	(100, 38.565530073546356)	(102, 38.530906709375664)	(104, 38.52659097914149)	(106, 38.47107184196095)	(108, 38.490647909365514)	(110, 38.4300069823726)	(112, 38.44433598665749)	(114, 38.41037919648132)	(116, 38.383405994425175)	(118, 38.37093978635662)	(120, 38.38305051004037)	(122, 38.33639760604008)	(124, 38.3428574592857)	(126, 38.30682051316519)	(128, 38.28633222694621)	(130, 38.02756950354362)
272M_R2	(1, 39.585325633671886)	(2, 39.59223850623455)	(3, 39.57375353245418)	(4, 39.588393739461004)	(5, 39.579716713330406)	(6, 39.502844299680014)	(7, 39.495620038876616)	(8, 39.474441483088704)	(9, 39.45189427567187)	(10, 39.454171857913536)	(12, 39.46554785022199)	(14, 39.43845565462714)	(16, 39.39971720818258)	(18, 39.44491997665147)	(20, 39.43140312875031)	(22, 39.423631994862475)	(24, 39.40810259547729)	(26, 39.36314737596818)	(28, 39.36460188388992)	(30, 39.35099281252358)	(32, 39.309007912440435)	(34, 39.31453184778638)	(36, 39.286702981517834)	(38, 39.26989555659056)	(40, 39.243163620077084)	(42, 39.23734238246298)	(44, 39.20668779860432)	(46, 39.20876748466028)	(48, 39.18166969265603)	(50, 39.142995353583885)	(52, 39.085383090670305)	(54, 39.11401600799019)	(56, 39.08958803444513)	(58, 39.061927128381484)	(60, 39.047242183992424)	(62, 39.02978441087423)	(64, 38.96249558367413)	(66, 38.977553593209535)	(68, 38.92805064969254)	(70, 38.900063733759914)	(72, 38.83755961657448)	(74, 38.80590240357277)	(76, 38.762697382956375)	(78, 38.76746180944903)	(80, 38.769478653542365)	(82, 38.73688881447107)	(84, 38.712523697454486)	(86, 38.65301044157631)	(88, 38.64068539419493)	(90, 38.58905305054047)	(92, 38.5649547907844)	(94, 38.5148664088629)	(96, 38.489571367312365)	(98, 38.42469106457439)	(100, 38.39518994687635)	(102, 38.36597421789409)	(104, 38.34621427128981)	(106, 38.309739887913665)	(108, 38.237018596687136)	(110, 38.238333727107914)	(112, 38.19441639204022)	(114, 38.20036990185431)	(116, 38.11137533067695)	(118, 38.11453157461633)	(120, 38.098706689767866)	(122, 38.03464831101319)	(124, 38.01478953025374)	(126, 37.96492032045036)	(128, 37.90359066766065)	(130, 37.4771198016784)
69M_R1	(1, 39.50025530418315)	(2, 39.52767786676144)	(3, 39.50417747742885)	(4, 39.39380146702185)	(5, 39.47046297118838)	(6, 39.34548193542541)	(7, 39.282975467392724)	(8, 39.22372683648932)	(9, 39.31844457596148)	(10, 39.27486399603862)	(12, 39.32620644013974)	(14, 39.26502440239234)	(16, 39.24237739971903)	(18, 39.3555859022517)	(20, 39.2998383360689)	(22, 39.30246005788803)	(24, 39.34446253611688)	(26, 39.26082986813899)	(28, 39.25103741206594)	(30, 39.25506152117636)	(32, 39.28354117343355)	(34, 39.25543976462142)	(36, 39.23418138572745)	(38, 39.207315681291355)	(40, 39.20063989593571)	(42, 39.194613300145036)	(44, 39.185904116731734)	(46, 39.170253131779845)	(48, 39.13721760609917)	(50, 39.109790517077414)	(52, 39.09688345739973)	(54, 39.037467950193125)	(56, 39.06178703179262)	(58, 39.055574388538446)	(60, 39.02646920777414)	(62, 38.98305586879851)	(64, 38.94753808872378)	(66, 38.95917962622369)	(68, 38.93379391749161)	(70, 38.86961188684777)	(72, 38.889770881402406)	(74, 38.862520905722604)	(76, 38.833172245809976)	(78, 38.821100348373875)	(80, 38.798215962582475)	(82, 38.78704014889249)	(84, 38.75850396568665)	(86, 38.731400843465636)	(88, 38.71122838016011)	(90, 38.714449944121554)	(92, 38.697744676861404)	(94, 38.68581284147784)	(96, 38.61727015859384)	(98, 38.63768493391356)	(100, 38.62571932230095)	(102, 38.593397703682754)	(104, 38.58920661415897)	(106, 38.53395802653737)	(108, 38.552941374056395)	(110, 38.49304442151328)	(112, 38.50831799484073)	(114, 38.47383517209536)	(116, 38.446842304086175)	(118, 38.43443575338411)	(120, 38.4469023794273)	(122, 38.40180525237879)	(124, 38.408082877076566)	(126, 38.37193268713753)	(128, 38.35118998103647)	(130, 38.08157148120421)
